,Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths
1044,08/12/2020,02/01/2020,08/08/2020,Oregon,Female,45-54 years,1048.084359
1045,08/12/2020,02/01/2020,08/08/2020,Oregon,Female,55-64 years,12
1046,08/12/2020,02/01/2020,08/08/2020,Oregon,Female,65-74 years,25
1047,08/12/2020,02/01/2020,08/08/2020,Oregon,Female,75-84 years,35
1048,08/12/2020,02/01/2020,08/08/2020,Oregon,Female,85 years and over,63
1049,08/12/2020,02/01/2020,08/08/2020,Oregon,Female,All ages,141
1050,08/12/2020,02/01/2020,08/08/2020,Oregon,Unknown,All ages,0
1051,08/12/2020,02/01/2020,08/08/2020,Oregon Total,All,All ages,324
1052,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,Under 1 year,0
1053,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,1-4 years,0
1054,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,5-14 years,0
1055,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,15-24 years,1048.084359
1056,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,25-34 years,18
1057,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,35-44 years,41
1058,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,45-54 years,163
1059,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,55-64 years,434
1060,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,65-74 years,791
1061,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,75-84 years,1034
1062,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,85 years and over,1180
1063,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Male,All ages,3667
1064,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,Under 1 year,0
1065,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,1-4 years,0
1066,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,5-14 years,0
1067,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,15-24 years,1048.084359
1068,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,25-34 years,1048.084359
1069,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,35-44 years,19
1070,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,45-54 years,70
1071,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,55-64 years,253
1072,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,65-74 years,553
1073,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,75-84 years,900
1074,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,85 years and over,2067
1075,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Female,All ages,3868
1076,08/12/2020,02/01/2020,08/08/2020,Pennsylvania,Unknown,All ages,0
1077,08/12/2020,02/01/2020,08/08/2020,Pennsylvania Total,All,All ages,7535
1078,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,Under 1 year,0
1079,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,1-4 years,0
1080,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,5-14 years,0
1081,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,15-24 years,0
1082,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,25-34 years,1048.084359
1083,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,35-44 years,1048.084359
1084,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,45-54 years,1048.084359
1085,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,55-64 years,49
1086,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,65-74 years,104
1087,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,75-84 years,132
1088,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,85 years and over,147
1089,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Male,All ages,450
1090,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,Under 1 year,0
1091,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,1-4 years,0
1092,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,5-14 years,1048.084359
1093,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,15-24 years,0
1094,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,25-34 years,1048.084359
1095,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,35-44 years,1048.084359
1096,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,45-54 years,1048.084359
1097,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,55-64 years,21
1098,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,65-74 years,76
1099,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,75-84 years,121
1100,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,85 years and over,303
1101,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Female,All ages,531
1102,08/12/2020,02/01/2020,08/08/2020,Rhode Island,Unknown,All ages,1048.084359
1103,08/12/2020,02/01/2020,08/08/2020,Rhode Island Total,All,All ages,983
1104,08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,Under 1 year,1048.084359
1105,08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,1-4 years,0
1106,08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,5-14 years,0
1107,08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,15-24 years,1048.084359
1108,08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,25-34 years,1048.084359
1109,08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,35-44 years,25
1110,08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,45-54 years,44
1111,08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,55-64 years,119
1112,08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,65-74 years,199
1113,08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,75-84 years,290
1114,08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,85 years and over,182
1115,08/12/2020,02/01/2020,08/08/2020,South Carolina,Male,All ages,869
1116,08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,Under 1 year,0
1117,08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,1-4 years,0
1118,08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,5-14 years,0
1119,08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,15-24 years,1048.084359
1120,08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,25-34 years,1048.084359
1121,08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,35-44 years,1048.084359
1122,08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,45-54 years,27
1123,08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,55-64 years,104
1124,08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,65-74 years,202
1125,08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,75-84 years,219
1126,08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,85 years and over,266
1127,08/12/2020,02/01/2020,08/08/2020,South Carolina,Female,All ages,826
1128,08/12/2020,02/01/2020,08/08/2020,South Carolina,Unknown,All ages,0
1129,08/12/2020,02/01/2020,08/08/2020,South Carolina Total,All,All ages,1695
1130,08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,Under 1 year,0
1131,08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,1-4 years,0
1132,08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,5-14 years,0
1133,08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,15-24 years,0
1134,08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,25-34 years,1048.084359
1135,08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,35-44 years,1048.084359
1136,08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,45-54 years,1048.084359
1137,08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,55-64 years,19
1138,08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,65-74 years,11
1139,08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,75-84 years,14
1140,08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,85 years and over,20
1141,08/12/2020,02/01/2020,08/08/2020,South Dakota,Male,All ages,81
1142,08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,Under 1 year,0
1143,08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,1-4 years,0
1144,08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,5-14 years,0
1145,08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,15-24 years,1048.084359
1146,08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,25-34 years,0
1147,08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,35-44 years,0
1148,08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,45-54 years,1048.084359
1149,08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,55-64 years,10
1150,08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,65-74 years,11
1151,08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,75-84 years,10
1152,08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,85 years and over,32
1153,08/12/2020,02/01/2020,08/08/2020,South Dakota,Female,All ages,70
1154,08/12/2020,02/01/2020,08/08/2020,South Dakota,Unknown,All ages,0
1155,08/12/2020,02/01/2020,08/08/2020,South Dakota Total,All,All ages,151
1156,08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,Under 1 year,1048.084359
1157,08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,1-4 years,0
1158,08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,5-14 years,0
1159,08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,15-24 years,0
1160,08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,25-34 years,1048.084359
1161,08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,35-44 years,24
1162,08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,45-54 years,38
1163,08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,55-64 years,114
1164,08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,65-74 years,142
1165,08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,75-84 years,194
1166,08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,85 years and over,106
1167,08/12/2020,02/01/2020,08/08/2020,Tennessee,Male,All ages,626
1168,08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,Under 1 year,0
1169,08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,1-4 years,1048.084359
1170,08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,5-14 years,0
1171,08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,15-24 years,0
1172,08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,25-34 years,1048.084359
1173,08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,35-44 years,1048.084359
1174,08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,45-54 years,24
1175,08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,55-64 years,52
1176,08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,65-74 years,105
1177,08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,75-84 years,126
1178,08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,85 years and over,128
1179,08/12/2020,02/01/2020,08/08/2020,Tennessee,Female,All ages,447
1180,08/12/2020,02/01/2020,08/08/2020,Tennessee,Unknown,All ages,0
1181,08/12/2020,02/01/2020,08/08/2020,Tennessee Total,All,All ages,1073
1182,08/12/2020,02/01/2020,08/08/2020,Texas,Male,Under 1 year,1048.084359
1183,08/12/2020,02/01/2020,08/08/2020,Texas,Male,1-4 years,1048.084359
1184,08/12/2020,02/01/2020,08/08/2020,Texas,Male,5-14 years,1048.084359
1185,08/12/2020,02/01/2020,08/08/2020,Texas,Male,15-24 years,13
1186,08/12/2020,02/01/2020,08/08/2020,Texas,Male,25-34 years,89
1187,08/12/2020,02/01/2020,08/08/2020,Texas,Male,35-44 years,170
1188,08/12/2020,02/01/2020,08/08/2020,Texas,Male,45-54 years,430
1189,08/12/2020,02/01/2020,08/08/2020,Texas,Male,55-64 years,855
1190,08/12/2020,02/01/2020,08/08/2020,Texas,Male,65-74 years,1227
1191,08/12/2020,02/01/2020,08/08/2020,Texas,Male,75-84 years,1138
1192,08/12/2020,02/01/2020,08/08/2020,Texas,Male,85 years and over,796
1193,08/12/2020,02/01/2020,08/08/2020,Texas,Male,All ages,4724
1194,08/12/2020,02/01/2020,08/08/2020,Texas,Female,Under 1 year,0
1195,08/12/2020,02/01/2020,08/08/2020,Texas,Female,1-4 years,1048.084359
1196,08/12/2020,02/01/2020,08/08/2020,Texas,Female,5-14 years,1048.084359
1197,08/12/2020,02/01/2020,08/08/2020,Texas,Female,15-24 years,10
1198,08/12/2020,02/01/2020,08/08/2020,Texas,Female,25-34 years,31
1199,08/12/2020,02/01/2020,08/08/2020,Texas,Female,35-44 years,92
1200,08/12/2020,02/01/2020,08/08/2020,Texas,Female,45-54 years,198
1201,08/12/2020,02/01/2020,08/08/2020,Texas,Female,55-64 years,425
1202,08/12/2020,02/01/2020,08/08/2020,Texas,Female,65-74 years,713
1203,08/12/2020,02/01/2020,08/08/2020,Texas,Female,75-84 years,795
1204,08/12/2020,02/01/2020,08/08/2020,Texas,Female,85 years and over,956
1205,08/12/2020,02/01/2020,08/08/2020,Texas,Female,All ages,3222
1206,08/12/2020,02/01/2020,08/08/2020,Texas,Unknown,All ages,0
1207,08/12/2020,02/01/2020,08/08/2020,Texas Total,All,All ages,7946
1208,08/12/2020,02/01/2020,08/08/2020,Utah,Male,Under 1 year,0
1209,08/12/2020,02/01/2020,08/08/2020,Utah,Male,1-4 years,0
1210,08/12/2020,02/01/2020,08/08/2020,Utah,Male,5-14 years,0
1211,08/12/2020,02/01/2020,08/08/2020,Utah,Male,15-24 years,1048.084359
1212,08/12/2020,02/01/2020,08/08/2020,Utah,Male,25-34 years,1048.084359
1213,08/12/2020,02/01/2020,08/08/2020,Utah,Male,35-44 years,1048.084359
1214,08/12/2020,02/01/2020,08/08/2020,Utah,Male,45-54 years,15
1215,08/12/2020,02/01/2020,08/08/2020,Utah,Male,55-64 years,39
1216,08/12/2020,02/01/2020,08/08/2020,Utah,Male,65-74 years,46
1217,08/12/2020,02/01/2020,08/08/2020,Utah,Male,75-84 years,55
1218,08/12/2020,02/01/2020,08/08/2020,Utah,Male,85 years and over,34
1219,08/12/2020,02/01/2020,08/08/2020,Utah,Male,All ages,199
1220,08/12/2020,02/01/2020,08/08/2020,Utah,Female,Under 1 year,0
1221,08/12/2020,02/01/2020,08/08/2020,Utah,Female,1-4 years,0
1222,08/12/2020,02/01/2020,08/08/2020,Utah,Female,5-14 years,0
1223,08/12/2020,02/01/2020,08/08/2020,Utah,Female,15-24 years,1048.084359
1224,08/12/2020,02/01/2020,08/08/2020,Utah,Female,25-34 years,1048.084359
1225,08/12/2020,02/01/2020,08/08/2020,Utah,Female,35-44 years,1048.084359
1226,08/12/2020,02/01/2020,08/08/2020,Utah,Female,45-54 years,1048.084359
1227,08/12/2020,02/01/2020,08/08/2020,Utah,Female,55-64 years,12
1228,08/12/2020,02/01/2020,08/08/2020,Utah,Female,65-74 years,25
1229,08/12/2020,02/01/2020,08/08/2020,Utah,Female,75-84 years,32
1230,08/12/2020,02/01/2020,08/08/2020,Utah,Female,85 years and over,42
1231,08/12/2020,02/01/2020,08/08/2020,Utah,Female,All ages,122
1232,08/12/2020,02/01/2020,08/08/2020,Utah,Unknown,All ages,0
1233,08/12/2020,02/01/2020,08/08/2020,Utah Total,All,All ages,321
1234,08/12/2020,02/01/2020,08/08/2020,Vermont,Male,Under 1 year,0
1235,08/12/2020,02/01/2020,08/08/2020,Vermont,Male,1-4 years,0
1236,08/12/2020,02/01/2020,08/08/2020,Vermont,Male,5-14 years,0
1237,08/12/2020,02/01/2020,08/08/2020,Vermont,Male,15-24 years,0
1238,08/12/2020,02/01/2020,08/08/2020,Vermont,Male,25-34 years,0
1239,08/12/2020,02/01/2020,08/08/2020,Vermont,Male,35-44 years,1048.084359
1240,08/12/2020,02/01/2020,08/08/2020,Vermont,Male,45-54 years,1048.084359
1241,08/12/2020,02/01/2020,08/08/2020,Vermont,Male,55-64 years,1048.084359
1242,08/12/2020,02/01/2020,08/08/2020,Vermont,Male,65-74 years,1048.084359
1243,08/12/2020,02/01/2020,08/08/2020,Vermont,Male,75-84 years,16
1244,08/12/2020,02/01/2020,08/08/2020,Vermont,Male,85 years and over,1048.084359
1245,08/12/2020,02/01/2020,08/08/2020,Vermont,Male,All ages,35
1246,08/12/2020,02/01/2020,08/08/2020,Vermont,Female,Under 1 year,0
1247,08/12/2020,02/01/2020,08/08/2020,Vermont,Female,1-4 years,0
1248,08/12/2020,02/01/2020,08/08/2020,Vermont,Female,5-14 years,0
1249,08/12/2020,02/01/2020,08/08/2020,Vermont,Female,15-24 years,0
1250,08/12/2020,02/01/2020,08/08/2020,Vermont,Female,25-34 years,0
1251,08/12/2020,02/01/2020,08/08/2020,Vermont,Female,35-44 years,1048.084359
1252,08/12/2020,02/01/2020,08/08/2020,Vermont,Female,45-54 years,1048.084359
1253,08/12/2020,02/01/2020,08/08/2020,Vermont,Female,55-64 years,0
1254,08/12/2020,02/01/2020,08/08/2020,Vermont,Female,65-74 years,1048.084359
1255,08/12/2020,02/01/2020,08/08/2020,Vermont,Female,75-84 years,1048.084359
1256,08/12/2020,02/01/2020,08/08/2020,Vermont,Female,85 years and over,10
1257,08/12/2020,02/01/2020,08/08/2020,Vermont,Female,All ages,24
1258,08/12/2020,02/01/2020,08/08/2020,Vermont,Unknown,All ages,0
1259,08/12/2020,02/01/2020,08/08/2020,Vermont Total,All,All ages,59
1260,08/12/2020,02/01/2020,08/08/2020,Virginia,Male,Under 1 year,0
1261,08/12/2020,02/01/2020,08/08/2020,Virginia,Male,1-4 years,0
1262,08/12/2020,02/01/2020,08/08/2020,Virginia,Male,5-14 years,0
1263,08/12/2020,02/01/2020,08/08/2020,Virginia,Male,15-24 years,1048.084359
1264,08/12/2020,02/01/2020,08/08/2020,Virginia,Male,25-34 years,1048.084359
1265,08/12/2020,02/01/2020,08/08/2020,Virginia,Male,35-44 years,20
1266,08/12/2020,02/01/2020,08/08/2020,Virginia,Male,45-54 years,66
1267,08/12/2020,02/01/2020,08/08/2020,Virginia,Male,55-64 years,170
1268,08/12/2020,02/01/2020,08/08/2020,Virginia,Male,65-74 years,269
1269,08/12/2020,02/01/2020,08/08/2020,Virginia,Male,75-84 years,339
1270,08/12/2020,02/01/2020,08/08/2020,Virginia,Male,85 years and over,299
1271,08/12/2020,02/01/2020,08/08/2020,Virginia,Male,All ages,1170
1272,08/12/2020,02/01/2020,08/08/2020,Virginia,Female,Under 1 year,0
1273,08/12/2020,02/01/2020,08/08/2020,Virginia,Female,1-4 years,0
1274,08/12/2020,02/01/2020,08/08/2020,Virginia,Female,5-14 years,0
1275,08/12/2020,02/01/2020,08/08/2020,Virginia,Female,15-24 years,0
1276,08/12/2020,02/01/2020,08/08/2020,Virginia,Female,25-34 years,1048.084359
1277,08/12/2020,02/01/2020,08/08/2020,Virginia,Female,35-44 years,16
1278,08/12/2020,02/01/2020,08/08/2020,Virginia,Female,45-54 years,34
1279,08/12/2020,02/01/2020,08/08/2020,Virginia,Female,55-64 years,88
1280,08/12/2020,02/01/2020,08/08/2020,Virginia,Female,65-74 years,200
1281,08/12/2020,02/01/2020,08/08/2020,Virginia,Female,75-84 years,300
1282,08/12/2020,02/01/2020,08/08/2020,Virginia,Female,85 years and over,517
1283,08/12/2020,02/01/2020,08/08/2020,Virginia,Female,All ages,1157
1284,08/12/2020,02/01/2020,08/08/2020,Virginia,Unknown,All ages,1048.084359
1285,08/12/2020,02/01/2020,08/08/2020,Virginia Total,All,All ages,2328
1286,08/12/2020,02/01/2020,08/08/2020,Washington,Male,Under 1 year,0
1287,08/12/2020,02/01/2020,08/08/2020,Washington,Male,1-4 years,0
1288,08/12/2020,02/01/2020,08/08/2020,Washington,Male,5-14 years,0
1289,08/12/2020,02/01/2020,08/08/2020,Washington,Male,15-24 years,1048.084359
1290,08/12/2020,02/01/2020,08/08/2020,Washington,Male,25-34 years,1048.084359
1291,08/12/2020,02/01/2020,08/08/2020,Washington,Male,35-44 years,16
1292,08/12/2020,02/01/2020,08/08/2020,Washington,Male,45-54 years,38
1293,08/12/2020,02/01/2020,08/08/2020,Washington,Male,55-64 years,100
1294,08/12/2020,02/01/2020,08/08/2020,Washington,Male,65-74 years,172
1295,08/12/2020,02/01/2020,08/08/2020,Washington,Male,75-84 years,222
1296,08/12/2020,02/01/2020,08/08/2020,Washington,Male,85 years and over,243
1297,08/12/2020,02/01/2020,08/08/2020,Washington,Male,All ages,799
1298,08/12/2020,02/01/2020,08/08/2020,Washington,Female,Under 1 year,0
1299,08/12/2020,02/01/2020,08/08/2020,Washington,Female,1-4 years,0
1300,08/12/2020,02/01/2020,08/08/2020,Washington,Female,5-14 years,0
1301,08/12/2020,02/01/2020,08/08/2020,Washington,Female,15-24 years,0
1302,08/12/2020,02/01/2020,08/08/2020,Washington,Female,25-34 years,1048.084359
1303,08/12/2020,02/01/2020,08/08/2020,Washington,Female,35-44 years,1048.084359
1304,08/12/2020,02/01/2020,08/08/2020,Washington,Female,45-54 years,22
1305,08/12/2020,02/01/2020,08/08/2020,Washington,Female,55-64 years,49
1306,08/12/2020,02/01/2020,08/08/2020,Washington,Female,65-74 years,120
1307,08/12/2020,02/01/2020,08/08/2020,Washington,Female,75-84 years,182
1308,08/12/2020,02/01/2020,08/08/2020,Washington,Female,85 years and over,291
1309,08/12/2020,02/01/2020,08/08/2020,Washington,Female,All ages,671
1310,08/12/2020,02/01/2020,08/08/2020,Washington,Unknown,All ages,0
1311,08/12/2020,02/01/2020,08/08/2020,Washington Total,All,All ages,1470
1312,08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,Under 1 year,0
1313,08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,1-4 years,0
1314,08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,5-14 years,0
1315,08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,15-24 years,0
1316,08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,25-34 years,1048.084359
1317,08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,35-44 years,0
1318,08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,45-54 years,1048.084359
1319,08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,55-64 years,1048.084359
1320,08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,65-74 years,18
1321,08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,75-84 years,20
1322,08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,85 years and over,14
1323,08/12/2020,02/01/2020,08/08/2020,West Virginia,Male,All ages,59
1324,08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,Under 1 year,0
1325,08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,1-4 years,0
1326,08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,5-14 years,0
1327,08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,15-24 years,0
1328,08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,25-34 years,1048.084359
1329,08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,35-44 years,0
1330,08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,45-54 years,0
1331,08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,55-64 years,1048.084359
1332,08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,65-74 years,14
1333,08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,75-84 years,13
1334,08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,85 years and over,27
1335,08/12/2020,02/01/2020,08/08/2020,West Virginia,Female,All ages,57
1336,08/12/2020,02/01/2020,08/08/2020,West Virginia,Unknown,All ages,0
1337,08/12/2020,02/01/2020,08/08/2020,West Virginia Total,All,All ages,116
1338,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,Under 1 year,0
1339,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,1-4 years,0
1340,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,5-14 years,0
1341,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,15-24 years,1048.084359
1342,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,25-34 years,1048.084359
1343,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,35-44 years,11
1344,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,45-54 years,35
1345,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,55-64 years,72
1346,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,65-74 years,128
1347,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,75-84 years,131
1348,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,85 years and over,126
1349,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Male,All ages,510
1350,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,Under 1 year,0
1351,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,1-4 years,0
1352,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,5-14 years,0
1353,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,15-24 years,1048.084359
1354,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,25-34 years,1048.084359
1355,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,35-44 years,1048.084359
1356,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,45-54 years,14
1357,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,55-64 years,47
1358,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,65-74 years,83
1359,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,75-84 years,112
1360,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,85 years and over,168
1361,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Female,All ages,436
1362,08/12/2020,02/01/2020,08/08/2020,Wisconsin,Unknown,All ages,0
1363,08/12/2020,02/01/2020,08/08/2020,Wisconsin Total,All,All ages,946
1364,08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,Under 1 year,0
1365,08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,1-4 years,0
1366,08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,5-14 years,0
1367,08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,15-24 years,0
1368,08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,25-34 years,0
1369,08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,35-44 years,0
1370,08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,45-54 years,1048.084359
1371,08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,55-64 years,1048.084359
1372,08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,65-74 years,1048.084359
1373,08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,75-84 years,1048.084359
1374,08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,85 years and over,1048.084359
1375,08/12/2020,02/01/2020,08/08/2020,Wyoming,Male,All ages,12
1376,08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,Under 1 year,0
1377,08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,1-4 years,0
1378,08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,5-14 years,0
1379,08/12/2020,02/01/2020,08/08/2020,Wyoming,Female,15-24 years,0
