,Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths
349,08/12/2020,02/01/2020,08/08/2020,Hawaii Total,All,All ages,23
350,08/12/2020,02/01/2020,08/08/2020,Idaho,Male,Under 1 year,0
351,08/12/2020,02/01/2020,08/08/2020,Idaho,Male,1-4 years,0
352,08/12/2020,02/01/2020,08/08/2020,Idaho,Male,5-14 years,0
353,08/12/2020,02/01/2020,08/08/2020,Idaho,Male,15-24 years,0
354,08/12/2020,02/01/2020,08/08/2020,Idaho,Male,25-34 years,0
355,08/12/2020,02/01/2020,08/08/2020,Idaho,Male,35-44 years,1048.084359
356,08/12/2020,02/01/2020,08/08/2020,Idaho,Male,45-54 years,1048.084359
357,08/12/2020,02/01/2020,08/08/2020,Idaho,Male,55-64 years,1048.084359
358,08/12/2020,02/01/2020,08/08/2020,Idaho,Male,65-74 years,17
359,08/12/2020,02/01/2020,08/08/2020,Idaho,Male,75-84 years,43
360,08/12/2020,02/01/2020,08/08/2020,Idaho,Male,85 years and over,36
361,08/12/2020,02/01/2020,08/08/2020,Idaho,Male,All ages,110
362,08/12/2020,02/01/2020,08/08/2020,Idaho,Female,Under 1 year,0
363,08/12/2020,02/01/2020,08/08/2020,Idaho,Female,1-4 years,0
364,08/12/2020,02/01/2020,08/08/2020,Idaho,Female,5-14 years,0
365,08/12/2020,02/01/2020,08/08/2020,Idaho,Female,15-24 years,0
366,08/12/2020,02/01/2020,08/08/2020,Idaho,Female,25-34 years,0
367,08/12/2020,02/01/2020,08/08/2020,Idaho,Female,35-44 years,1048.084359
368,08/12/2020,02/01/2020,08/08/2020,Idaho,Female,45-54 years,1048.084359
369,08/12/2020,02/01/2020,08/08/2020,Idaho,Female,55-64 years,1048.084359
370,08/12/2020,02/01/2020,08/08/2020,Idaho,Female,65-74 years,17
371,08/12/2020,02/01/2020,08/08/2020,Idaho,Female,75-84 years,26
372,08/12/2020,02/01/2020,08/08/2020,Idaho,Female,85 years and over,48
373,08/12/2020,02/01/2020,08/08/2020,Idaho,Female,All ages,100
374,08/12/2020,02/01/2020,08/08/2020,Idaho,Unknown,All ages,0
375,08/12/2020,02/01/2020,08/08/2020,Idaho Total,All,All ages,210
376,08/12/2020,02/01/2020,08/08/2020,Illinois,Male,Under 1 year,1048.084359
377,08/12/2020,02/01/2020,08/08/2020,Illinois,Male,1-4 years,0
378,08/12/2020,02/01/2020,08/08/2020,Illinois,Male,5-14 years,1048.084359
379,08/12/2020,02/01/2020,08/08/2020,Illinois,Male,15-24 years,1048.084359
380,08/12/2020,02/01/2020,08/08/2020,Illinois,Male,25-34 years,42
381,08/12/2020,02/01/2020,08/08/2020,Illinois,Male,35-44 years,122
382,08/12/2020,02/01/2020,08/08/2020,Illinois,Male,45-54 years,293
383,08/12/2020,02/01/2020,08/08/2020,Illinois,Male,55-64 years,590
384,08/12/2020,02/01/2020,08/08/2020,Illinois,Male,65-74 years,968
385,08/12/2020,02/01/2020,08/08/2020,Illinois,Male,75-84 years,990
386,08/12/2020,02/01/2020,08/08/2020,Illinois,Male,85 years and over,807
387,08/12/2020,02/01/2020,08/08/2020,Illinois,Male,All ages,3821
388,08/12/2020,02/01/2020,08/08/2020,Illinois,Female,Under 1 year,1048.084359
389,08/12/2020,02/01/2020,08/08/2020,Illinois,Female,1-4 years,0
390,08/12/2020,02/01/2020,08/08/2020,Illinois,Female,5-14 years,0
391,08/12/2020,02/01/2020,08/08/2020,Illinois,Female,15-24 years,1048.084359
392,08/12/2020,02/01/2020,08/08/2020,Illinois,Female,25-34 years,19
393,08/12/2020,02/01/2020,08/08/2020,Illinois,Female,35-44 years,45
394,08/12/2020,02/01/2020,08/08/2020,Illinois,Female,45-54 years,115
395,08/12/2020,02/01/2020,08/08/2020,Illinois,Female,55-64 years,306
396,08/12/2020,02/01/2020,08/08/2020,Illinois,Female,65-74 years,543
397,08/12/2020,02/01/2020,08/08/2020,Illinois,Female,75-84 years,762
398,08/12/2020,02/01/2020,08/08/2020,Illinois,Female,85 years and over,1353
399,08/12/2020,02/01/2020,08/08/2020,Illinois,Female,All ages,3150
400,08/12/2020,02/01/2020,08/08/2020,Illinois,Unknown,All ages,0
401,08/12/2020,02/01/2020,08/08/2020,Illinois Total,All,All ages,6971
402,08/12/2020,02/01/2020,08/08/2020,Indiana,Male,Under 1 year,0
403,08/12/2020,02/01/2020,08/08/2020,Indiana,Male,1-4 years,1048.084359
404,08/12/2020,02/01/2020,08/08/2020,Indiana,Male,5-14 years,0
405,08/12/2020,02/01/2020,08/08/2020,Indiana,Male,15-24 years,1048.084359
406,08/12/2020,02/01/2020,08/08/2020,Indiana,Male,25-34 years,10
407,08/12/2020,02/01/2020,08/08/2020,Indiana,Male,35-44 years,15
408,08/12/2020,02/01/2020,08/08/2020,Indiana,Male,45-54 years,50
409,08/12/2020,02/01/2020,08/08/2020,Indiana,Male,55-64 years,179
410,08/12/2020,02/01/2020,08/08/2020,Indiana,Male,65-74 years,392
411,08/12/2020,02/01/2020,08/08/2020,Indiana,Male,75-84 years,418
412,08/12/2020,02/01/2020,08/08/2020,Indiana,Male,85 years and over,401
413,08/12/2020,02/01/2020,08/08/2020,Indiana,Male,All ages,1467
414,08/12/2020,02/01/2020,08/08/2020,Indiana,Female,Under 1 year,0
415,08/12/2020,02/01/2020,08/08/2020,Indiana,Female,1-4 years,0
416,08/12/2020,02/01/2020,08/08/2020,Indiana,Female,5-14 years,0
417,08/12/2020,02/01/2020,08/08/2020,Indiana,Female,15-24 years,1048.084359
418,08/12/2020,02/01/2020,08/08/2020,Indiana,Female,25-34 years,1048.084359
419,08/12/2020,02/01/2020,08/08/2020,Indiana,Female,35-44 years,15
420,08/12/2020,02/01/2020,08/08/2020,Indiana,Female,45-54 years,34
421,08/12/2020,02/01/2020,08/08/2020,Indiana,Female,55-64 years,103
422,08/12/2020,02/01/2020,08/08/2020,Indiana,Female,65-74 years,227
423,08/12/2020,02/01/2020,08/08/2020,Indiana,Female,75-84 years,419
424,08/12/2020,02/01/2020,08/08/2020,Indiana,Female,85 years and over,643
425,08/12/2020,02/01/2020,08/08/2020,Indiana,Female,All ages,1444
426,08/12/2020,02/01/2020,08/08/2020,Indiana,Unknown,All ages,0
427,08/12/2020,02/01/2020,08/08/2020,Indiana Total,All,All ages,2911
428,08/12/2020,02/01/2020,08/08/2020,Iowa,Male,Under 1 year,0
429,08/12/2020,02/01/2020,08/08/2020,Iowa,Male,1-4 years,0
430,08/12/2020,02/01/2020,08/08/2020,Iowa,Male,5-14 years,0
431,08/12/2020,02/01/2020,08/08/2020,Iowa,Male,15-24 years,0
432,08/12/2020,02/01/2020,08/08/2020,Iowa,Male,25-34 years,1048.084359
433,08/12/2020,02/01/2020,08/08/2020,Iowa,Male,35-44 years,1048.084359
434,08/12/2020,02/01/2020,08/08/2020,Iowa,Male,45-54 years,27
435,08/12/2020,02/01/2020,08/08/2020,Iowa,Male,55-64 years,76
436,08/12/2020,02/01/2020,08/08/2020,Iowa,Male,65-74 years,117
437,08/12/2020,02/01/2020,08/08/2020,Iowa,Male,75-84 years,112
438,08/12/2020,02/01/2020,08/08/2020,Iowa,Male,85 years and over,140
439,08/12/2020,02/01/2020,08/08/2020,Iowa,Male,All ages,485
440,08/12/2020,02/01/2020,08/08/2020,Iowa,Female,Under 1 year,1048.084359
441,08/12/2020,02/01/2020,08/08/2020,Iowa,Female,1-4 years,0
442,08/12/2020,02/01/2020,08/08/2020,Iowa,Female,5-14 years,0
443,08/12/2020,02/01/2020,08/08/2020,Iowa,Female,15-24 years,1048.084359
444,08/12/2020,02/01/2020,08/08/2020,Iowa,Female,25-34 years,1048.084359
445,08/12/2020,02/01/2020,08/08/2020,Iowa,Female,35-44 years,1048.084359
446,08/12/2020,02/01/2020,08/08/2020,Iowa,Female,45-54 years,10
447,08/12/2020,02/01/2020,08/08/2020,Iowa,Female,55-64 years,45
448,08/12/2020,02/01/2020,08/08/2020,Iowa,Female,65-74 years,78
449,08/12/2020,02/01/2020,08/08/2020,Iowa,Female,75-84 years,103
450,08/12/2020,02/01/2020,08/08/2020,Iowa,Female,85 years and over,172
451,08/12/2020,02/01/2020,08/08/2020,Iowa,Female,All ages,419
452,08/12/2020,02/01/2020,08/08/2020,Iowa,Unknown,All ages,0
453,08/12/2020,02/01/2020,08/08/2020,Iowa Total,All,All ages,904
454,08/12/2020,02/01/2020,08/08/2020,Kansas,Male,Under 1 year,0
455,08/12/2020,02/01/2020,08/08/2020,Kansas,Male,1-4 years,0
456,08/12/2020,02/01/2020,08/08/2020,Kansas,Male,5-14 years,0
457,08/12/2020,02/01/2020,08/08/2020,Kansas,Male,15-24 years,1048.084359
458,08/12/2020,02/01/2020,08/08/2020,Kansas,Male,25-34 years,1048.084359
459,08/12/2020,02/01/2020,08/08/2020,Kansas,Male,35-44 years,1048.084359
460,08/12/2020,02/01/2020,08/08/2020,Kansas,Male,45-54 years,14
461,08/12/2020,02/01/2020,08/08/2020,Kansas,Male,55-64 years,38
462,08/12/2020,02/01/2020,08/08/2020,Kansas,Male,65-74 years,46
463,08/12/2020,02/01/2020,08/08/2020,Kansas,Male,75-84 years,56
464,08/12/2020,02/01/2020,08/08/2020,Kansas,Male,85 years and over,50
465,08/12/2020,02/01/2020,08/08/2020,Kansas,Male,All ages,215
466,08/12/2020,02/01/2020,08/08/2020,Kansas,Female,Under 1 year,0
467,08/12/2020,02/01/2020,08/08/2020,Kansas,Female,1-4 years,0
468,08/12/2020,02/01/2020,08/08/2020,Kansas,Female,5-14 years,0
469,08/12/2020,02/01/2020,08/08/2020,Kansas,Female,15-24 years,1048.084359
470,08/12/2020,02/01/2020,08/08/2020,Kansas,Female,25-34 years,1048.084359
471,08/12/2020,02/01/2020,08/08/2020,Kansas,Female,35-44 years,1048.084359
472,08/12/2020,02/01/2020,08/08/2020,Kansas,Female,45-54 years,1048.084359
473,08/12/2020,02/01/2020,08/08/2020,Kansas,Female,55-64 years,18
474,08/12/2020,02/01/2020,08/08/2020,Kansas,Female,65-74 years,26
475,08/12/2020,02/01/2020,08/08/2020,Kansas,Female,75-84 years,34
476,08/12/2020,02/01/2020,08/08/2020,Kansas,Female,85 years and over,84
477,08/12/2020,02/01/2020,08/08/2020,Kansas,Female,All ages,170
478,08/12/2020,02/01/2020,08/08/2020,Kansas,Unknown,All ages,0
479,08/12/2020,02/01/2020,08/08/2020,Kansas Total,All,All ages,385
480,08/12/2020,02/01/2020,08/08/2020,Kentucky,Male,Under 1 year,0
481,08/12/2020,02/01/2020,08/08/2020,Kentucky,Male,1-4 years,0
482,08/12/2020,02/01/2020,08/08/2020,Kentucky,Male,5-14 years,0
483,08/12/2020,02/01/2020,08/08/2020,Kentucky,Male,15-24 years,0
484,08/12/2020,02/01/2020,08/08/2020,Kentucky,Male,25-34 years,1048.084359
485,08/12/2020,02/01/2020,08/08/2020,Kentucky,Male,35-44 years,11
486,08/12/2020,02/01/2020,08/08/2020,Kentucky,Male,45-54 years,17
487,08/12/2020,02/01/2020,08/08/2020,Kentucky,Male,55-64 years,45
488,08/12/2020,02/01/2020,08/08/2020,Kentucky,Male,65-74 years,106
489,08/12/2020,02/01/2020,08/08/2020,Kentucky,Male,75-84 years,80
490,08/12/2020,02/01/2020,08/08/2020,Kentucky,Male,85 years and over,78
491,08/12/2020,02/01/2020,08/08/2020,Kentucky,Male,All ages,339
492,08/12/2020,02/01/2020,08/08/2020,Kentucky,Female,Under 1 year,0
493,08/12/2020,02/01/2020,08/08/2020,Kentucky,Female,1-4 years,0
494,08/12/2020,02/01/2020,08/08/2020,Kentucky,Female,5-14 years,0
495,08/12/2020,02/01/2020,08/08/2020,Kentucky,Female,15-24 years,0
496,08/12/2020,02/01/2020,08/08/2020,Kentucky,Female,25-34 years,1048.084359
497,08/12/2020,02/01/2020,08/08/2020,Kentucky,Female,35-44 years,1048.084359
498,08/12/2020,02/01/2020,08/08/2020,Kentucky,Female,45-54 years,12
499,08/12/2020,02/01/2020,08/08/2020,Kentucky,Female,55-64 years,36
500,08/12/2020,02/01/2020,08/08/2020,Kentucky,Female,65-74 years,59
501,08/12/2020,02/01/2020,08/08/2020,Kentucky,Female,75-84 years,102
502,08/12/2020,02/01/2020,08/08/2020,Kentucky,Female,85 years and over,196
503,08/12/2020,02/01/2020,08/08/2020,Kentucky,Female,All ages,408
504,08/12/2020,02/01/2020,08/08/2020,Kentucky,Unknown,All ages,0
505,08/12/2020,02/01/2020,08/08/2020,Kentucky Total,All,All ages,747
506,08/12/2020,02/01/2020,08/08/2020,Louisiana,Male,Under 1 year,0
507,08/12/2020,02/01/2020,08/08/2020,Louisiana,Male,1-4 years,1048.084359
508,08/12/2020,02/01/2020,08/08/2020,Louisiana,Male,5-14 years,1048.084359
509,08/12/2020,02/01/2020,08/08/2020,Louisiana,Male,15-24 years,1048.084359
510,08/12/2020,02/01/2020,08/08/2020,Louisiana,Male,25-34 years,11
511,08/12/2020,02/01/2020,08/08/2020,Louisiana,Male,35-44 years,47
512,08/12/2020,02/01/2020,08/08/2020,Louisiana,Male,45-54 years,124
513,08/12/2020,02/01/2020,08/08/2020,Louisiana,Male,55-64 years,285
514,08/12/2020,02/01/2020,08/08/2020,Louisiana,Male,65-74 years,468
515,08/12/2020,02/01/2020,08/08/2020,Louisiana,Male,75-84 years,553
516,08/12/2020,02/01/2020,08/08/2020,Louisiana,Male,85 years and over,381
517,08/12/2020,02/01/2020,08/08/2020,Louisiana,Male,All ages,1876
518,08/12/2020,02/01/2020,08/08/2020,Louisiana,Female,Under 1 year,1048.084359
519,08/12/2020,02/01/2020,08/08/2020,Louisiana,Female,1-4 years,0
520,08/12/2020,02/01/2020,08/08/2020,Louisiana,Female,5-14 years,0
521,08/12/2020,02/01/2020,08/08/2020,Louisiana,Female,15-24 years,1048.084359
522,08/12/2020,02/01/2020,08/08/2020,Louisiana,Female,25-34 years,13
523,08/12/2020,02/01/2020,08/08/2020,Louisiana,Female,35-44 years,38
524,08/12/2020,02/01/2020,08/08/2020,Louisiana,Female,45-54 years,76
525,08/12/2020,02/01/2020,08/08/2020,Louisiana,Female,55-64 years,212
526,08/12/2020,02/01/2020,08/08/2020,Louisiana,Female,65-74 years,301
527,08/12/2020,02/01/2020,08/08/2020,Louisiana,Female,75-84 years,479
528,08/12/2020,02/01/2020,08/08/2020,Louisiana,Female,85 years and over,544
529,08/12/2020,02/01/2020,08/08/2020,Louisiana,Female,All ages,1666
530,08/12/2020,02/01/2020,08/08/2020,Louisiana,Unknown,All ages,0
531,08/12/2020,02/01/2020,08/08/2020,Louisiana Total,All,All ages,3542
532,08/12/2020,02/01/2020,08/08/2020,Maine,Male,Under 1 year,0
533,08/12/2020,02/01/2020,08/08/2020,Maine,Male,1-4 years,0
534,08/12/2020,02/01/2020,08/08/2020,Maine,Male,5-14 years,0
535,08/12/2020,02/01/2020,08/08/2020,Maine,Male,15-24 years,0
536,08/12/2020,02/01/2020,08/08/2020,Maine,Male,25-34 years,0
537,08/12/2020,02/01/2020,08/08/2020,Maine,Male,35-44 years,1048.084359
538,08/12/2020,02/01/2020,08/08/2020,Maine,Male,45-54 years,1048.084359
539,08/12/2020,02/01/2020,08/08/2020,Maine,Male,55-64 years,1048.084359
540,08/12/2020,02/01/2020,08/08/2020,Maine,Male,65-74 years,17
541,08/12/2020,02/01/2020,08/08/2020,Maine,Male,75-84 years,20
542,08/12/2020,02/01/2020,08/08/2020,Maine,Male,85 years and over,19
543,08/12/2020,02/01/2020,08/08/2020,Maine,Male,All ages,66
544,08/12/2020,02/01/2020,08/08/2020,Maine,Female,Under 1 year,0
545,08/12/2020,02/01/2020,08/08/2020,Maine,Female,1-4 years,0
546,08/12/2020,02/01/2020,08/08/2020,Maine,Female,5-14 years,0
547,08/12/2020,02/01/2020,08/08/2020,Maine,Female,15-24 years,0
548,08/12/2020,02/01/2020,08/08/2020,Maine,Female,25-34 years,0
549,08/12/2020,02/01/2020,08/08/2020,Maine,Female,35-44 years,1048.084359
550,08/12/2020,02/01/2020,08/08/2020,Maine,Female,45-54 years,1048.084359
551,08/12/2020,02/01/2020,08/08/2020,Maine,Female,55-64 years,1048.084359
552,08/12/2020,02/01/2020,08/08/2020,Maine,Female,65-74 years,1048.084359
553,08/12/2020,02/01/2020,08/08/2020,Maine,Female,75-84 years,22
554,08/12/2020,02/01/2020,08/08/2020,Maine,Female,85 years and over,37
555,08/12/2020,02/01/2020,08/08/2020,Maine,Female,All ages,73
556,08/12/2020,02/01/2020,08/08/2020,Maine,Unknown,All ages,0
557,08/12/2020,02/01/2020,08/08/2020,Maine Total,All,All ages,139
558,08/12/2020,02/01/2020,08/08/2020,Maryland,Male,Under 1 year,0
559,08/12/2020,02/01/2020,08/08/2020,Maryland,Male,1-4 years,0
560,08/12/2020,02/01/2020,08/08/2020,Maryland,Male,5-14 years,0
561,08/12/2020,02/01/2020,08/08/2020,Maryland,Male,15-24 years,1048.084359
562,08/12/2020,02/01/2020,08/08/2020,Maryland,Male,25-34 years,27
563,08/12/2020,02/01/2020,08/08/2020,Maryland,Male,35-44 years,61
564,08/12/2020,02/01/2020,08/08/2020,Maryland,Male,45-54 years,118
565,08/12/2020,02/01/2020,08/08/2020,Maryland,Male,55-64 years,302
566,08/12/2020,02/01/2020,08/08/2020,Maryland,Male,65-74 years,419
567,08/12/2020,02/01/2020,08/08/2020,Maryland,Male,75-84 years,551
568,08/12/2020,02/01/2020,08/08/2020,Maryland,Male,85 years and over,465
569,08/12/2020,02/01/2020,08/08/2020,Maryland,Male,All ages,1947
570,08/12/2020,02/01/2020,08/08/2020,Maryland,Female,Under 1 year,0
571,08/12/2020,02/01/2020,08/08/2020,Maryland,Female,1-4 years,0
572,08/12/2020,02/01/2020,08/08/2020,Maryland,Female,5-14 years,0
573,08/12/2020,02/01/2020,08/08/2020,Maryland,Female,15-24 years,1048.084359
574,08/12/2020,02/01/2020,08/08/2020,Maryland,Female,25-34 years,1048.084359
575,08/12/2020,02/01/2020,08/08/2020,Maryland,Female,35-44 years,22
576,08/12/2020,02/01/2020,08/08/2020,Maryland,Female,45-54 years,72
577,08/12/2020,02/01/2020,08/08/2020,Maryland,Female,55-64 years,165
578,08/12/2020,02/01/2020,08/08/2020,Maryland,Female,65-74 years,332
579,08/12/2020,02/01/2020,08/08/2020,Maryland,Female,75-84 years,494
580,08/12/2020,02/01/2020,08/08/2020,Maryland,Female,85 years and over,779
581,08/12/2020,02/01/2020,08/08/2020,Maryland,Female,All ages,1875
582,08/12/2020,02/01/2020,08/08/2020,Maryland,Unknown,All ages,0
583,08/12/2020,02/01/2020,08/08/2020,Maryland Total,All,All ages,3822
584,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Male,Under 1 year,0
585,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Male,1-4 years,0
586,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Male,5-14 years,0
587,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Male,15-24 years,1048.084359
588,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Male,25-34 years,12
589,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Male,35-44 years,30
590,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Male,45-54 years,96
591,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Male,55-64 years,334
592,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Male,65-74 years,723
593,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Male,75-84 years,1124
594,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Male,85 years and over,1358
595,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Male,All ages,3682
596,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Female,Under 1 year,0
597,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Female,1-4 years,0
598,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Female,5-14 years,0
599,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Female,15-24 years,1048.084359
600,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Female,25-34 years,1048.084359
601,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Female,35-44 years,13
602,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Female,45-54 years,64
603,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Female,55-64 years,198
604,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Female,65-74 years,485
605,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Female,75-84 years,1034
606,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Female,85 years and over,2388
607,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Female,All ages,4190
608,08/12/2020,02/01/2020,08/08/2020,Massachusetts,Unknown,All ages,0
609,08/12/2020,02/01/2020,08/08/2020,Massachusetts Total,All,All ages,7872
610,08/12/2020,02/01/2020,08/08/2020,Michigan,Male,Under 1 year,0
611,08/12/2020,02/01/2020,08/08/2020,Michigan,Male,1-4 years,0
612,08/12/2020,02/01/2020,08/08/2020,Michigan,Male,5-14 years,0
613,08/12/2020,02/01/2020,08/08/2020,Michigan,Male,15-24 years,1048.084359
614,08/12/2020,02/01/2020,08/08/2020,Michigan,Male,25-34 years,27
615,08/12/2020,02/01/2020,08/08/2020,Michigan,Male,35-44 years,58
616,08/12/2020,02/01/2020,08/08/2020,Michigan,Male,45-54 years,208
617,08/12/2020,02/01/2020,08/08/2020,Michigan,Male,55-64 years,436
618,08/12/2020,02/01/2020,08/08/2020,Michigan,Male,65-74 years,811
619,08/12/2020,02/01/2020,08/08/2020,Michigan,Male,75-84 years,840
620,08/12/2020,02/01/2020,08/08/2020,Michigan,Male,85 years and over,655
621,08/12/2020,02/01/2020,08/08/2020,Michigan,Male,All ages,3038
622,08/12/2020,02/01/2020,08/08/2020,Michigan,Female,Under 1 year,0
623,08/12/2020,02/01/2020,08/08/2020,Michigan,Female,1-4 years,0
624,08/12/2020,02/01/2020,08/08/2020,Michigan,Female,5-14 years,1048.084359
625,08/12/2020,02/01/2020,08/08/2020,Michigan,Female,15-24 years,1048.084359
626,08/12/2020,02/01/2020,08/08/2020,Michigan,Female,25-34 years,13
627,08/12/2020,02/01/2020,08/08/2020,Michigan,Female,35-44 years,34
628,08/12/2020,02/01/2020,08/08/2020,Michigan,Female,45-54 years,119
629,08/12/2020,02/01/2020,08/08/2020,Michigan,Female,55-64 years,279
630,08/12/2020,02/01/2020,08/08/2020,Michigan,Female,65-74 years,578
631,08/12/2020,02/01/2020,08/08/2020,Michigan,Female,75-84 years,692
632,08/12/2020,02/01/2020,08/08/2020,Michigan,Female,85 years and over,1064
633,08/12/2020,02/01/2020,08/08/2020,Michigan,Female,All ages,2784
634,08/12/2020,02/01/2020,08/08/2020,Michigan,Unknown,All ages,1048.084359
635,08/12/2020,02/01/2020,08/08/2020,Michigan Total,All,All ages,5823
636,08/12/2020,02/01/2020,08/08/2020,Minnesota,Male,Under 1 year,0
637,08/12/2020,02/01/2020,08/08/2020,Minnesota,Male,1-4 years,0
638,08/12/2020,02/01/2020,08/08/2020,Minnesota,Male,5-14 years,0
639,08/12/2020,02/01/2020,08/08/2020,Minnesota,Male,15-24 years,1048.084359
640,08/12/2020,02/01/2020,08/08/2020,Minnesota,Male,25-34 years,1048.084359
641,08/12/2020,02/01/2020,08/08/2020,Minnesota,Male,35-44 years,1048.084359
642,08/12/2020,02/01/2020,08/08/2020,Minnesota,Male,45-54 years,27
643,08/12/2020,02/01/2020,08/08/2020,Minnesota,Male,55-64 years,83
644,08/12/2020,02/01/2020,08/08/2020,Minnesota,Male,65-74 years,149
645,08/12/2020,02/01/2020,08/08/2020,Minnesota,Male,75-84 years,233
646,08/12/2020,02/01/2020,08/08/2020,Minnesota,Male,85 years and over,275
647,08/12/2020,02/01/2020,08/08/2020,Minnesota,Male,All ages,780
648,08/12/2020,02/01/2020,08/08/2020,Minnesota,Female,Under 1 year,1048.084359
649,08/12/2020,02/01/2020,08/08/2020,Minnesota,Female,1-4 years,0
650,08/12/2020,02/01/2020,08/08/2020,Minnesota,Female,5-14 years,0
651,08/12/2020,02/01/2020,08/08/2020,Minnesota,Female,15-24 years,0
652,08/12/2020,02/01/2020,08/08/2020,Minnesota,Female,25-34 years,1048.084359
653,08/12/2020,02/01/2020,08/08/2020,Minnesota,Female,35-44 years,1048.084359
654,08/12/2020,02/01/2020,08/08/2020,Minnesota,Female,45-54 years,15
655,08/12/2020,02/01/2020,08/08/2020,Minnesota,Female,55-64 years,42
656,08/12/2020,02/01/2020,08/08/2020,Minnesota,Female,65-74 years,117
657,08/12/2020,02/01/2020,08/08/2020,Minnesota,Female,75-84 years,202
658,08/12/2020,02/01/2020,08/08/2020,Minnesota,Female,85 years and over,447
659,08/12/2020,02/01/2020,08/08/2020,Minnesota,Female,All ages,832
660,08/12/2020,02/01/2020,08/08/2020,Minnesota,Unknown,All ages,0
661,08/12/2020,02/01/2020,08/08/2020,Minnesota Total,All,All ages,1612
662,08/12/2020,02/01/2020,08/08/2020,Mississippi,Male,Under 1 year,0
663,08/12/2020,02/01/2020,08/08/2020,Mississippi,Male,1-4 years,0
664,08/12/2020,02/01/2020,08/08/2020,Mississippi,Male,5-14 years,0
665,08/12/2020,02/01/2020,08/08/2020,Mississippi,Male,15-24 years,1048.084359
666,08/12/2020,02/01/2020,08/08/2020,Mississippi,Male,25-34 years,1048.084359
667,08/12/2020,02/01/2020,08/08/2020,Mississippi,Male,35-44 years,24
668,08/12/2020,02/01/2020,08/08/2020,Mississippi,Male,45-54 years,60
669,08/12/2020,02/01/2020,08/08/2020,Mississippi,Male,55-64 years,130
670,08/12/2020,02/01/2020,08/08/2020,Mississippi,Male,65-74 years,217
671,08/12/2020,02/01/2020,08/08/2020,Mississippi,Male,75-84 years,220
672,08/12/2020,02/01/2020,08/08/2020,Mississippi,Male,85 years and over,139
673,08/12/2020,02/01/2020,08/08/2020,Mississippi,Male,All ages,800
674,08/12/2020,02/01/2020,08/08/2020,Mississippi,Female,Under 1 year,0
675,08/12/2020,02/01/2020,08/08/2020,Mississippi,Female,1-4 years,0
676,08/12/2020,02/01/2020,08/08/2020,Mississippi,Female,5-14 years,0
677,08/12/2020,02/01/2020,08/08/2020,Mississippi,Female,15-24 years,1048.084359
678,08/12/2020,02/01/2020,08/08/2020,Mississippi,Female,25-34 years,1048.084359
679,08/12/2020,02/01/2020,08/08/2020,Mississippi,Female,35-44 years,21
680,08/12/2020,02/01/2020,08/08/2020,Mississippi,Female,45-54 years,58
681,08/12/2020,02/01/2020,08/08/2020,Mississippi,Female,55-64 years,129
682,08/12/2020,02/01/2020,08/08/2020,Mississippi,Female,65-74 years,163
683,08/12/2020,02/01/2020,08/08/2020,Mississippi,Female,75-84 years,206
684,08/12/2020,02/01/2020,08/08/2020,Mississippi,Female,85 years and over,259
685,08/12/2020,02/01/2020,08/08/2020,Mississippi,Female,All ages,846
686,08/12/2020,02/01/2020,08/08/2020,Mississippi,Unknown,All ages,1048.084359
687,08/12/2020,02/01/2020,08/08/2020,Mississippi Total,All,All ages,1647
688,08/12/2020,02/01/2020,08/08/2020,Missouri,Male,Under 1 year,0
689,08/12/2020,02/01/2020,08/08/2020,Missouri,Male,1-4 years,0
690,08/12/2020,02/01/2020,08/08/2020,Missouri,Male,5-14 years,0
691,08/12/2020,02/01/2020,08/08/2020,Missouri,Male,15-24 years,0
692,08/12/2020,02/01/2020,08/08/2020,Missouri,Male,25-34 years,1048.084359
693,08/12/2020,02/01/2020,08/08/2020,Missouri,Male,35-44 years,1048.084359
694,08/12/2020,02/01/2020,08/08/2020,Missouri,Male,45-54 years,28
695,08/12/2020,02/01/2020,08/08/2020,Missouri,Male,55-64 years,78
696,08/12/2020,02/01/2020,08/08/2020,Missouri,Male,65-74 years,145
