,index,Confirmed,Deaths,clusters
1281,1281,19,0,1
1282,1282,743,7,1
1283,1283,151,14,1
1284,1284,68,0,1
1285,1285,69,3,1
1286,1286,20,0,1
1287,1287,283,3,1
1288,1288,985,48,1
1289,1289,80,2,1
1290,1290,1832,74,1
1291,1291,594,5,1
1292,1292,1265,45,1
1293,1293,547,16,1
1294,1294,101,3,1
1295,1295,90,2,1
1296,1296,76,0,1
1297,1297,112,4,1
1298,1298,658,13,1
1299,1299,123,5,1
1300,1300,327,7,1
1301,1301,114,2,1
1302,1302,634,10,1
1303,1303,156,4,1
1304,1304,195,5,1
1305,1305,4393,308,1
1306,1306,91,2,1
1307,1307,156,1,1
1308,1308,467,7,1
1309,1309,262,15,1
1310,1310,334,27,1
1311,1311,388,2,1
1312,1312,219,5,1
1313,1313,3362,47,1
1314,1314,350,7,1
1315,1315,209,12,1
1316,1316,114,1,1
1317,1317,683,13,1
1318,1318,1037,44,1
1319,1319,2707,92,1
1320,1320,82,4,1
1321,1321,9594,174,1
1322,1322,8,0,1
1323,1323,32,0,1
1324,1324,593,36,1
1325,1325,111,1,1
1326,1326,787,17,1
1327,1327,1335,30,1
1328,1328,12,0,1
1329,1329,57,0,1
1330,1330,14229,1015,1
1331,1331,71,2,1
1332,1332,341,12,1
1333,1333,136,0,1
1334,1334,195,3,1
1335,1335,339,1,1
1336,1336,5589,73,1
1337,1337,585,11,1
1338,1338,59,1,1
1339,1339,1486,29,1
1340,1340,304,5,1
1341,1341,14,0,1
1342,1342,1475,70,1
1343,1343,339,1,1
1344,1344,20235,1196,0
1345,1345,514,6,1
1346,1346,65,5,1
1347,1347,42,0,1
1348,1348,93,0,1
1349,1349,30,1,1
1350,1350,172,11,1
1351,1351,3296,66,1
1352,1352,206,3,1
1353,1353,26,1,1
1354,1354,93,4,1
1355,1355,2894,139,1
1356,1356,147,7,1
1357,1357,24,0,1
1358,1358,499,31,1
1359,1359,980,55,1
1360,1360,735,11,1
1361,1361,497,31,1
1362,1362,18,0,1
1363,1363,744,17,1
1364,1364,3419,115,1
1365,1365,34582,2968,0
1366,1366,120,4,1
1367,1367,74,1,1
1368,1368,5870,132,1
1369,1369,257,2,1
1370,1370,388,5,1
1371,1371,522,3,1
1372,1372,73,0,1
1373,1373,1632,6,1
1374,1374,182,2,1
1375,1375,246,1,1
1376,1376,1375,7,1
1377,1377,142,3,1
1378,1378,203,1,1
1379,1379,466,1,1
1380,1380,1316,40,1
1381,1381,26,0,1
1382,1382,6,0,1
1383,1383,219,0,1
1384,1384,464,18,1
1385,1385,7280,125,1
1386,1386,214,0,1
1387,1387,278,2,1
1388,1388,132,0,1
1389,1389,111,0,1
1390,1390,529,3,1
1391,1391,344,9,1
1392,1392,59,4,1
1393,1393,26264,926,0
1394,1394,117,0,1
1395,1395,88,1,1
1396,1396,271,0,1
1397,1397,299,14,1
1398,1398,137,1,1
1399,1399,116,8,1
1400,1400,955,2,1
1401,1401,12,0,1
1402,1402,117,3,1
1403,1403,47,1,1
1404,1404,57,0,1
1405,1405,21,1,1
1406,1406,446,4,1
1407,1407,105,0,1
1408,1408,661,4,1
1409,1409,46,1,1
1410,1410,50,1,1
1411,1411,357,10,1
1412,1412,470,2,1
1413,1413,189,2,1
1414,1414,153,3,1
1415,1415,216,1,1
1416,1416,1308,5,1
1417,1417,156,2,1
1418,1418,515,16,1
1419,1419,1943,16,1
1420,1420,52,0,1
1421,1421,2346,27,1
1422,1422,407,4,1
1423,1423,0,0,1
1424,1424,115,1,1
1425,1425,307,0,1
1426,1426,216,10,1
1427,1427,294,4,1
1428,1428,90,0,1
1429,1429,10635,318,1
1430,1430,40,1,1
1431,1431,151,1,1
1432,1432,136,7,1
1433,1433,1311,8,1
1434,1434,162,0,1
1435,1435,117,0,1
1436,1436,2487,33,1
1437,1437,1114,14,1
1438,1438,189,3,1
1439,1439,1451,38,1
1440,1440,3865,24,1
1441,1441,530,2,1
1442,1442,94,1,1
1443,1443,123,1,1
1444,1444,483,2,1
1445,1445,29,0,1
1446,1446,218,52,1
1447,1447,180,0,1
1448,1448,67,0,1
1449,1449,566,8,1
1450,1450,3652,55,1
1451,1451,514,4,1
1452,1452,58,3,1
1453,1453,855,18,1
1454,1454,1553,7,1
1455,1455,169,2,1
1456,1456,926,37,1
1457,1457,786,11,1
1458,1458,321,10,1
1459,1459,653,25,1
1460,1460,223,2,1
1461,1461,1813,66,1
1462,1462,508,12,1
1463,1463,314,12,1
1464,1464,667,24,1
1465,1465,181,6,1
1466,1466,459,16,1
1467,1467,570,45,1
1468,1468,585,18,1
1469,1469,1144,28,1
1470,1470,1166,33,1
1471,1471,813,22,1
1472,1472,5477,59,1
1473,1473,2425,71,1
1474,1474,192,3,1
1475,1475,759,13,1
1476,1476,359,17,1
1477,1477,1072,36,1
1478,1478,572,21,1
1479,1479,3805,73,1
1480,1480,7032,159,1
1481,1481,1095,58,1
1482,1482,375,15,1
1483,1483,104,3,1
1484,1484,787,21,1
1485,1485,3430,69,1
1486,1486,562,15,1
1487,1487,244,9,1
1488,1488,335,11,1
1489,1489,2452,79,1
1490,1490,288,15,1
1491,1491,2137,39,1
1492,1492,1655,34,1
1493,1493,2038,125,1
1494,1494,429,12,1
1495,1495,946,38,1
1496,1496,2654,68,1
1497,1497,1383,81,1
1498,1498,1075,53,1
1499,1499,1449,58,1
1500,1500,3233,86,1
1501,1501,845,35,1
1502,1502,1085,16,1
1503,1503,1207,68,1
1504,1504,458,20,1
1505,1505,1556,104,1
1506,1506,767,23,1
1507,1507,546,16,1
1508,1508,1763,50,1
1509,1509,0,0,1
1510,1510,1455,27,1
1511,1511,870,53,1
1512,1512,416,18,1
1513,1513,1224,50,1
1514,1514,1249,16,1
1515,1515,834,17,1
1516,1516,373,5,1
1517,1517,3225,77,1
1518,1518,1171,26,1
1519,1519,265,13,1
1520,1520,1018,44,1
1521,1521,529,14,1
1522,1522,365,12,1
1523,1523,1439,46,1
1524,1524,764,21,1
1525,1525,962,37,1
1526,1526,654,17,1
1527,1527,667,38,1
1528,1528,482,13,1
1529,1529,0,0,1
1530,1530,988,24,1
1531,1531,595,25,1
1532,1532,1384,50,1
1533,1533,2197,72,1
1534,1534,888,21,1
1535,1535,333,13,1
1536,1536,302,18,1
1537,1537,735,19,1
1538,1538,423,14,1
1539,1539,1046,30,1
1540,1540,326,0,1
1541,1541,238,2,1
1542,1542,50,0,1
1543,1543,413,2,1
1544,1544,460,6,1
1545,1545,178,0,1
1546,1546,101,2,1
1547,1547,275,3,1
1548,1548,322,1,1
1549,1549,4504,8,1
1550,1550,1834,15,1
1551,1551,610,6,1
1552,1552,79,1,1
1553,1553,602,2,1
1554,1554,884,10,1
1555,1555,1588,12,1
1556,1556,137,1,1
1557,1557,87,1,1
1558,1558,1434,23,1
1559,1559,95,0,1
1560,1560,44,0,1
1561,1561,1314,5,1
1562,1562,61,0,1
1563,1563,1760,41,1
1564,1564,210,0,1
1565,1565,1434,11,1
1566,1566,404,2,1
1567,1567,369,4,1
1568,1568,54,0,1
1569,1569,182,1,1
1570,1570,98,1,1
1571,1571,126,2,1
1572,1572,132,1,1
1573,1573,174,3,1
1574,1574,764,7,1
1575,1575,1610,28,1
1576,1576,158,18,1
1577,1577,121,9,1
1578,1578,5701,24,1
1579,1579,181,3,1
1580,1580,103,1,1
1581,1581,178,4,1
1582,1582,88,2,1
1583,1583,75,1,1
1584,1584,167,2,1
1585,1585,556,3,1
1586,1586,57,0,1
1587,1587,7064,92,1
1588,1588,3634,48,1
1589,1589,4021,57,1
1590,1590,1046,4,1
1591,1591,10823,122,1
1592,1592,49,1,1
1593,1593,584,4,1
1594,1594,486,2,1
1595,1595,571,2,1
1596,1596,81,2,1
1597,1597,733,3,1
1598,1598,67,1,1
1599,1599,391,1,1
1600,1600,149,0,1
1601,1601,285,0,1
1602,1602,74,0,1
1603,1603,643,14,1
1604,1604,1052,11,1
1605,1605,28,0,1
1606,1606,463,1,1
1607,1607,291,3,1
1608,1608,289,4,1
1609,1609,86,0,1
1610,1610,82,1,1
1611,1611,315,1,1
1612,1612,511,16,1
1613,1613,1407,14,1
1614,1614,729,9,1
1615,1615,102,0,1
1616,1616,136,2,1
1617,1617,0,0,1
1618,1618,117,0,1
1619,1619,497,9,1
1620,1620,610,4,1
1621,1621,1065,10,1
1622,1622,440,7,1
1623,1623,233,3,1
1624,1624,656,10,1
1625,1625,503,3,1
1626,1626,612,5,1
1627,1627,33,1,1
1628,1628,145,0,1
1629,1629,227,3,1
1630,1630,159,0,1
1631,1631,38,0,1
1632,1632,153,1,1
1633,1633,693,9,1
1634,1634,22,0,1
1635,1635,31,1,1
1636,1636,837,16,1
1637,1637,89,1,1
1638,1638,61,1,1
1639,1639,7399,115,1
1640,1640,57,0,1
1641,1641,1959,9,1
1642,1642,23297,788,0
1643,1643,6934,195,1
1644,1644,187,1,1
1645,1645,478,12,1
1646,1646,418,4,1
1647,1647,185,0,1
1648,1648,1157,31,1
1649,1649,298,2,1
1650,1650,0,0,1
1651,1651,167,1,1
1652,1652,460,0,1
1653,1653,367,10,1
1654,1654,200,0,1
1655,1655,593,3,1
1656,1656,20,0,1
1657,1657,278,0,1
1658,1658,78,1,1
1659,1659,866,22,1
1660,1660,21,0,1
1661,1661,17,0,1
1662,1662,115,0,1
1663,1663,0,0,1
1664,1664,624,5,1
1665,1665,26,0,1
1666,1666,110,2,1
1667,1667,5,0,1
1668,1668,76,1,1
1669,1669,114,0,1
1670,1670,5,0,1
1671,1671,60,1,1
1672,1672,923,16,1
1673,1673,1247,4,1
1674,1674,16,0,1
1675,1675,208,1,1
1676,1676,3,0,1
1677,1677,22,0,1
1678,1678,143,3,1
1679,1679,67,0,1
1680,1680,6,0,1
1681,1681,260,1,1
1682,1682,235,3,1
1683,1683,16,0,1
1684,1684,106,3,1
1685,1685,97,1,1
1686,1686,19,0,1
1687,1687,25,2,1
1688,1688,2,0,1
1689,1689,584,3,1
1690,1690,35,1,1
1691,1691,0,0,1
1692,1692,92,0,1
1693,1693,0,0,1
1694,1694,119,0,1
1695,1695,23,0,1
1696,1696,5,0,1
1697,1697,10,0,1
1698,1698,1,0,1
1699,1699,129,2,1
1700,1700,77,2,1
1701,1701,213,1,1
1702,1702,614,18,1
1703,1703,45,1,1
1704,1704,13,0,1
1705,1705,241,0,1
1706,1706,56,2,1
1707,1707,40,1,1
1708,1708,21,0,1
1709,1709,71,6,1
1710,1710,3,0,1
1711,1711,0,0,1
1712,1712,61,0,1
1713,1713,11,0,1
1714,1714,9,0,1
1715,1715,2927,62,1
1716,1716,520,12,1
1717,1717,65,1,1
1718,1718,1,0,1
1719,1719,2,0,1
1720,1720,0,0,1
1721,1721,73,0,1
1722,1722,70,1,1
1723,1723,19,0,1
1724,1724,26,0,1
1725,1725,1014,4,1
1726,1726,76,0,1
1727,1727,111,1,1
1728,1728,319,2,1
1729,1729,80,0,1
1730,1730,23,0,1
1731,1731,46,4,1
1732,1732,36,0,1
1733,1733,71,0,1
1734,1734,767,5,1
1735,1735,124,0,1
1736,1736,83,4,1
1737,1737,2176,43,1
1738,1738,119,0,1
1739,1739,1071,12,1
1740,1740,4,0,1
1741,1741,85,2,1
1742,1742,1123,11,1
1743,1743,15495,190,0
1744,1744,11,1,1
1745,1745,54,1,1
1746,1746,24,0,1
1747,1747,7,0,1
1748,1748,38,1,1
1749,1749,212,5,1
1750,1750,9,0,1
1751,1751,8,0,1
1752,1752,34,0,1
1753,1753,1,0,1
1754,1754,25,0,1
1755,1755,1979,47,1
1756,1756,126,12,1
1757,1757,19,0,1
1758,1758,0,0,1
1759,1759,4,0,1
1760,1760,63,1,1
1761,1761,7,0,1
1762,1762,94,5,1
1763,1763,28,0,1
1764,1764,42,0,1
1765,1765,139,0,1
1766,1766,62,0,1
1767,1767,4,0,1
1768,1768,15,0,1
1769,1769,152,0,1
1770,1770,5906,24,1
1771,1771,362,2,1
1772,1772,6,0,1
1773,1773,3,0,1
1774,1774,800,5,1
1775,1775,6,0,1
1776,1776,81,1,1
1777,1777,76,0,1
1778,1778,39,0,1
1779,1779,119,0,1
1780,1780,15,0,1
1781,1781,144,1,1
1782,1782,0,0,1
1783,1783,17,0,1
1784,1784,34,10,1
1785,1785,106,0,1
1786,1786,101,8,1
1787,1787,1043,3,1
1788,1788,54,1,1
1789,1789,30,0,1
1790,1790,53,1,1
1791,1791,40,1,1
1792,1792,709,2,1
1793,1793,3489,15,1
1794,1794,436,3,1
1795,1795,407,8,1
1796,1796,216,3,1
1797,1797,48,0,1
1798,1798,23,1,1
1799,1799,7,0,1
1800,1800,39,0,1
1801,1801,29,0,1
1802,1802,5,0,1
1803,1803,247,4,1
1804,1804,246,0,1
1805,1805,30,0,1
1806,1806,253,2,1
1807,1807,126,0,1
1808,1808,17,0,1
1809,1809,1,0,1
1810,1810,159,2,1
1811,1811,529,8,1
1812,1812,139,3,1
1813,1813,64895,1353,0
1814,1814,296,1,1
1815,1815,925,9,1
1816,1816,0,0,1
1817,1817,10,0,1
1818,1818,121,4,1
1819,1819,70,1,1
1820,1820,7,0,1
1821,1821,420,7,1
1822,1822,13,0,1
1823,1823,498,15,1
1824,1824,0,0,1
1825,1825,21,0,1
1826,1826,9,0,1
1827,1827,0,0,1
1828,1828,8797,154,1
1829,1829,57,1,1
1830,1830,146,4,1
1831,1831,122,2,1
1832,1832,143,3,1
1833,1833,22,0,1
1834,1834,137,1,1
1835,1835,4310,288,1
1836,1836,565,23,1
1837,1837,0,0,1
1838,1838,1992,103,1
1839,1839,515,13,1
1840,1840,52,1,1
1841,1841,3,0,1
1842,1842,3990,256,1
1843,1843,22276,2044,0
1844,1844,7006,494,1
1845,1845,9765,606,1
1846,1846,1008,95,1
1847,1847,3757,157,1
1848,1848,20898,2127,0
1849,1849,4389,226,1
1850,1850,20547,1513,0
1851,1851,1296,125,1
1852,1852,8596,635,1
1853,1853,19210,1425,0
1854,1854,11605,865,1
1855,1855,7795,831,1
1856,1856,12436,1044,1
1857,1857,0,0,1
1858,1858,18877,1252,0
1859,1859,1052,90,1
1860,1860,5725,572,1
1861,1861,1461,198,1
1862,1862,346,0,1
1863,1863,17517,1356,0
1864,1864,1436,171,1
1865,1865,6270,173,1
1866,1866,9,1,1
1867,1867,1066,11,1
1868,1868,413,20,1
1869,1869,29,1,1
1870,1870,759,5,1
1871,1871,1,0,1
1872,1872,3198,54,1
1873,1873,735,7,1
1874,1874,112,2,1
1875,1875,34,1,1
1876,1876,2,0,1
1877,1877,99,2,1
1878,1878,1349,22,1
1879,1879,196,3,1
1880,1880,32,0,1
1881,1881,411,6,1
1882,1882,4304,256,1
1883,1883,7,0,1
1884,1884,251,13,1
1885,1885,0,0,1
1886,1886,74,2,1
1887,1887,386,13,1
1888,1888,275,3,1
1889,1889,3280,197,1
1890,1890,103,0,1
1891,1891,1320,41,1
1892,1892,961,6,1
1893,1893,44,1,1
1894,1894,97,6,1
1895,1895,133,4,1
1896,1896,66,1,1
1897,1897,1373,0,1
1898,1898,31,2,1
1899,1899,567,4,1
1900,1900,3043,134,1
1901,1901,99,1,1
1902,1902,52710,4943,0
1903,1903,1480,69,1
1904,1904,258,6,1
1905,1905,204,2,1
1906,1906,551,9,1
1907,1907,361,3,1
1908,1908,248,7,1
1909,1909,156,5,1
1910,1910,585,37,1
1911,1911,164,0,1
1912,1912,132,4,1
1913,1913,5089,153,1
1914,1914,11112,689,1
1915,1915,161,0,1
1916,1916,65,0,1
1917,1917,332,24,1
1918,1918,317,5,1
1919,1919,321,18,1
1920,1920,15,0,1
1921,1921,327,10,1
1922,1922,164,0,1
1923,1923,67510,7319,0
1924,1924,50,0,1
1925,1925,202,8,1
1926,1926,489,17,1
1927,1927,5940,289,1
1928,1928,230,4,1
1929,1929,46388,2201,0
1930,1930,33187,3173,0
1931,1931,1741,101,1
1932,1932,2387,123,1
1933,1933,4270,205,1
1934,1934,466,35,1
1935,1935,11851,498,1
1936,1936,325,54,1
1937,1937,468,3,1
1938,1938,333,5,1
1939,1939,0,0,1
1940,1940,1587,63,1
1941,1941,71881,7244,0
1942,1942,902,42,1
1943,1943,15799,1085,0
1944,1944,14954,675,0
1945,1945,1014,17,1
1946,1946,1388,48,1
1947,1947,83,0,1
1948,1948,40,0,1
1949,1949,105,3,1
1950,1950,320,4,1
1951,1951,366,42,1
1952,1952,46208,2011,0
1953,1953,1576,48,1
1954,1954,225,25,1
1955,1955,405,0,1
1956,1956,2244,95,1
1957,1957,0,16,1
1958,1958,366,33,1
1959,1959,289,14,1
1960,1960,312,5,1
1961,1961,37903,1454,0
1962,1962,132,5,1
1963,1963,62,7,1
1964,1964,3793,54,1
1965,1965,495,6,1
1966,1966,220,0,1
1967,1967,558,4,1
1968,1968,252,1,1
1969,1969,330,0,1
1970,1970,869,17,1
1971,1971,555,8,1
1972,1972,831,14,1
1973,1973,1555,26,1
1974,1974,2923,80,1
1975,1975,2033,36,1
1976,1976,3836,63,1
1977,1977,1581,18,1
1978,1978,111,3,1
1979,1979,621,5,1
1980,1980,325,3,1
1981,1981,3014,52,1
1982,1982,1618,57,1
1983,1983,587,10,1
1984,1984,320,3,1
1985,1985,113,2,1
1986,1986,2095,60,1
1987,1987,1328,54,1
1988,1988,1307,33,1
1989,1989,5238,75,1
1990,1990,177,1,1
1991,1991,265,3,1
1992,1992,2651,34,1
1993,1993,537,6,1
1994,1994,2152,53,1
1995,1995,7589,92,1
1996,1996,1289,44,1
1997,1997,6886,96,1
1998,1998,1199,31,1
1999,1999,4923,77,1
2000,2000,134,3,1
2001,2001,128,2,1
2002,2002,1704,49,1
2003,2003,507,5,1
2004,2004,8244,179,1
2005,2005,980,18,1
2006,2006,2104,52,1
2007,2007,587,31,1
2008,2008,1927,64,1
2009,2009,718,27,1
2010,2010,1088,17,1
2011,2011,124,5,1
2012,2012,2708,27,1
2013,2013,538,7,1
2014,2014,4270,55,1
2015,2015,148,11,1
2016,2016,1588,13,1
2017,2017,946,29,1
2018,2018,1513,14,1
2019,2019,585,2,1
2020,2020,91,1,1
2021,2021,428,10,1
2022,2022,886,26,1
2023,2023,27768,343,0
2024,2024,104,3,1
2025,2025,1029,26,1
2026,2026,1540,27,1
2027,2027,2233,39,1
2028,2028,3949,29,1
2029,2029,412,17,1
2030,2030,1899,23,1
2031,2031,2603,55,1
2032,2032,0,0,1
2033,2033,235,2,1
2034,2034,688,30,1
2035,2035,909,5,1
2036,2036,179,3,1
2037,2037,417,6,1
2038,2038,4640,27,1
2039,2039,260,8,1
2040,2040,2696,51,1
2041,2041,940,15,1
2042,2042,4273,72,1
2043,2043,1170,14,1
2044,2044,3224,88,1
2045,2045,1135,31,1
2046,2046,1769,24,1
2047,2047,984,12,1
2048,2048,1840,56,1
2049,2049,414,3,1
2050,2050,1279,21,1
2051,2051,139,3,1
2052,2052,319,7,1
2053,2053,113,2,1
2054,2054,0,0,1
2055,2055,4629,58,1
2056,2056,1026,44,1
2057,2057,17070,235,0
2058,2058,325,7,1
2059,2059,201,8,1
2060,2060,613,1,1
2061,2061,3217,66,1
2062,2062,1175,33,1
2063,2063,2128,47,1
2064,2064,716,7,1
2065,2065,118,0,1
2066,2066,19,0,1
2067,2067,215,0,1
2068,2068,325,5,1
2069,2069,15,0,1
2070,2070,52,1,1
2071,2071,34,0,1
2072,2072,31,1,1
2073,2073,3280,38,1
2074,2074,4849,77,1
2075,2075,53,0,1
2076,2076,52,0,1
2077,2077,6,0,1
2078,2078,96,1,1
2079,2079,68,3,1
2080,2080,133,1,1
2081,2081,59,0,1
2082,2082,41,0,1
2083,2083,2119,13,1
2084,2084,15,0,1
2085,2085,56,1,1
2086,2086,55,0,1
2087,2087,43,0,1
2088,2088,47,0,1
2089,2089,40,0,1
2090,2090,58,1,1
2091,2091,61,3,1
2092,2092,201,2,1
2093,2093,257,2,1
2094,2094,125,0,1
2095,2095,1155,20,1
2096,2096,233,2,1
2097,2097,44,0,1
2098,2098,20,0,1
2099,2099,0,0,1
2100,2100,63,0,1
2101,2101,31,0,1
2102,2102,192,2,1
2103,2103,75,0,1
2104,2104,46,0,1
2105,2105,217,1,1
2106,2106,168,4,1
2107,2107,58,0,1
2108,2108,9,0,1
2109,2109,144,3,1
2110,2110,7,0,1
2111,2111,1391,7,1
2112,2112,28,0,1
2113,2113,499,3,1
2114,2114,16,0,1
2115,2115,107,0,1
2116,2116,0,0,1
2117,2117,174,1,1
2118,2118,961,4,1
2119,2119,33,0,1
2120,2120,905,7,1
2121,2121,69,2,1
2122,2122,126,4,1
2123,2123,1393,69,1
2124,2124,231,4,1
2125,2125,653,48,1
2126,2126,636,2,1
2127,2127,576,9,1
2128,2128,714,27,1
2129,2129,283,2,1
2130,2130,5771,106,1
2131,2131,151,7,1
2132,2132,300,3,1
2133,2133,1764,39,1
2134,2134,1665,21,1
2135,2135,284,13,1
2136,2136,1923,80,1
2137,2137,232,11,1
2138,2138,228,6,1
2139,2139,17262,654,0
2140,2140,780,41,1
2141,2141,286,10,1
2142,2142,2188,20,1
2143,2143,926,45,1
2144,2144,2058,52,1
2145,2145,227,6,1
2146,2146,26393,606,0
2147,2147,239,1,1
2148,2148,188,12,1
2149,2149,709,48,1
2150,2150,1397,32,1
2151,2151,160,8,1
2152,2152,12913,312,1
2153,2153,676,10,1
2154,2154,252,13,1
2155,2155,62,2,1
2156,2156,307,13,1
2157,2157,222,3,1
2158,2158,161,9,1
2159,2159,378,7,1
2160,2160,538,7,1
2161,2161,241,4,1
2162,2162,333,4,1
2163,2163,282,15,1
2164,2164,1596,50,1
2165,2165,627,22,1
2166,2166,1883,62,1
2167,2167,305,3,1
2168,2168,2293,86,1
2169,2169,7205,361,1
2170,2170,792,12,1
2171,2171,3014,280,1
2172,2172,3075,47,1
2173,2173,1442,39,1
2174,2174,174,10,1
2175,2175,1085,17,1
2176,2176,1394,51,1
2177,2177,110,18,1
2178,2178,7623,157,1
2179,2179,47,0,1
2180,2180,255,2,1
2181,2181,386,2,1
2182,2182,27,0,1
2183,2183,466,30,1
2184,2184,0,0,1
2185,2185,106,0,1
2186,2186,292,9,1
2187,2187,2641,44,1
2188,2188,174,0,1
2189,2189,1110,66,1
2190,2190,425,15,1
2191,2191,568,23,1
2192,2192,815,19,1
2193,2193,865,23,1
2194,2194,558,20,1
2195,2195,482,6,1
2196,2196,464,14,1
2197,2197,597,10,1
2198,2198,2790,170,1
2199,2199,5202,250,1
2200,2200,1861,131,1
2201,2201,920,20,1
2202,2202,0,0,1
2203,2203,509,2,1
2204,2204,114,3,1
2205,2205,45,3,1
2206,2206,2978,48,1
2207,2207,255,23,1
2208,2208,913,67,1
2209,2209,205,3,1
2210,2210,1752,72,1
2211,2211,205,12,1
2212,2212,599,10,1
2213,2213,62,0,1
2214,2214,289,1,1
2215,2215,50,0,1
2216,2216,349,1,1
2217,2217,117,1,1
2218,2218,890,4,1
2219,2219,727,20,1
2220,2220,2087,17,1
2221,2221,528,8,1
2222,2222,1042,8,1
2223,2223,304,2,1
2224,2224,24,0,1
2225,2225,5782,68,1
2226,2226,71,0,1
2227,2227,1531,12,1
2228,2228,67,3,1
2229,2229,494,1,1
2230,2230,1095,33,1
2231,2231,583,0,1
2232,2232,705,24,1
2233,2233,63,1,1
2234,2234,10,0,1
2235,2235,1552,18,1
2236,2236,349,4,1
2237,2237,972,11,1
2238,2238,41,0,1
2239,2239,106,8,1
2240,2240,43,0,1
2241,2241,27,1,1
2242,2242,270,4,1
2243,2243,289,4,1
2244,2244,729,10,1
2245,2245,42,0,1
2246,2246,153,4,1
2247,2247,544,13,1
2248,2248,330,2,1
2249,2249,71,2,1
2250,2250,133,2,1
2251,2251,1046,17,1
2252,2252,408,10,1
2253,2253,433,1,1
2254,2254,169,1,1
2255,2255,78,1,1
2256,2256,178,1,1
2257,2257,565,11,1
2258,2258,809,7,1
2259,2259,1247,34,1
2260,2260,298,5,1
2261,2261,127,1,1
2262,2262,1731,21,1
2263,2263,142,2,1
2264,2264,135,3,1
2265,2265,133,4,1
2266,2266,17135,186,0
2267,2267,795,5,1
2268,2268,804,13,1
2269,2269,819,4,1
2270,2270,0,0,1
2271,2271,247,3,1
2272,2272,2101,6,1
2273,2273,901,19,1
2274,2274,370,3,1
2275,2275,1256,10,1
2276,2276,149,1,1
2277,2277,42,1,1
2278,2278,1757,49,1
2279,2279,423,6,1
2280,2280,826,11,1
2281,2281,393,5,1
2282,2282,1455,8,1
2283,2283,87,2,1
2284,2284,16363,155,0
2285,2285,54,0,1
2286,2286,1430,26,1
2287,2287,967,40,1
2288,2288,68,0,1
2289,2289,99,0,1
2290,2290,1001,1,1
2291,2291,91,2,1
2292,2292,288,6,1
2293,2293,2314,61,1
2294,2294,127,0,1
2295,2295,155,1,1
2296,2296,147,0,1
2297,2297,61,1,1
2298,2298,31,0,1
2299,2299,789,12,1
2300,2300,221,3,1
2301,2301,8,0,1
2302,2302,8,0,1
2303,2303,12,0,1
2304,2304,248,0,1
2305,2305,1091,4,1
2306,2306,516,8,1
2307,2307,194,2,1
2308,2308,277,2,1
2309,2309,28,0,1
2310,2310,1059,16,1
2311,2311,475,13,1
2312,2312,480,13,1
2313,2313,1575,25,1
2314,2314,4522,92,1
2315,2315,490,6,1
2316,2316,6938,136,1
2317,2317,0,0,1
2318,2318,511,15,1
2319,2319,18,0,1
2320,2320,51,0,1
2321,2321,2928,41,1
2322,2322,0,0,1
2323,2323,435,2,1
2324,2324,28,1,1
2325,2325,273,3,1
2326,2326,4369,59,1
2327,2327,0,0,1
2328,2328,745,14,1
2329,2329,810,25,1
2330,2330,11867,354,1
2331,2331,424,18,1
2332,2332,1845,120,1
2333,2333,235,6,1
2334,2334,6939,393,1
2335,2335,609,16,1
2336,2336,132,3,1
2337,2337,8626,607,1
2338,2338,1024,23,1
2339,2339,553,7,1
2340,2340,8,0,1
2341,2341,455,28,1
2342,2342,2078,11,1
2343,2343,6701,367,1
2344,2344,116,3,1
2345,2345,313,2,1
2346,2346,200,6,1
2347,2347,873,35,1
2348,2348,298,3,1
2349,2349,1783,76,1
2350,2350,3735,179,1
2351,2351,11233,753,1
2352,2352,69,2,1
2353,2353,1504,38,1
2354,2354,778,7,1
2355,2355,15,0,1
2356,2356,1747,50,1
2357,2357,45,2,1
2358,2358,181,1,1
2359,2359,399,6,1
2360,2360,668,12,1
2361,2361,109,3,1
2362,2362,183,7,1
2363,2363,2417,216,1
2364,2364,7700,458,1
2365,2365,505,23,1
2366,2366,1971,59,1
2367,2367,5530,352,1
2368,2368,4050,189,1
2369,2369,641,25,1
2370,2370,57,2,1
2371,2371,705,16,1
2372,2372,218,2,1
2373,2373,1780,132,1
2374,2374,12028,878,1
2375,2375,164,5,1
2376,2376,4421,305,1
2377,2377,919,50,1
2378,2378,0,0,1
2379,2379,212,6,1
2380,2380,36004,1789,0
2381,2381,571,22,1
2382,2382,26,0,1
2383,2383,1076,52,1
2384,2384,283,4,1
2385,2385,211,3,1
2386,2386,11,0,1
2387,2387,293,28,1
2388,2388,65,3,1
2389,2389,0,0,1
2390,2390,453,6,1
2391,2391,83,1,1
2392,2392,42,1,1
2393,2393,1310,29,1
2394,2394,222,10,1
2395,2395,2135,52,1
2396,2396,72,8,1
2397,2397,4606,149,1
2398,2398,143,0,1
2399,2399,314,0,1
2400,2400,412,0,1
2401,2401,254,0,1
2402,2402,147,0,1
2403,2403,219,0,1
2404,2404,756,0,1
2405,2405,160,0,1
2406,2406,218,0,1
2407,2407,414,0,1
2408,2408,3444,0,1
2409,2409,321,0,1
2410,2410,1440,0,1
2411,2411,249,0,1
2412,2412,635,0,1
2413,2413,2415,0,1
2414,2414,407,0,1
2415,2415,331,0,1
2416,2416,112,0,1
2417,2417,220,0,1
2418,2418,296,0,1
2419,2419,265,0,1
