,State,Deaths
1476,Mississippi,17
1477,Mississippi,36
1478,Mississippi,21
1479,Mississippi,73
1480,Mississippi,159
1481,Mississippi,58
1482,Mississippi,15
1483,Mississippi,3
1484,Mississippi,21
1485,Mississippi,69
1486,Mississippi,15
1487,Mississippi,9
1488,Mississippi,11
1489,Mississippi,79
1490,Mississippi,15
1491,Mississippi,39
1492,Mississippi,34
1493,Mississippi,125
1494,Mississippi,12
1495,Mississippi,38
1496,Mississippi,68
1497,Mississippi,81
1498,Mississippi,53
1499,Mississippi,58
1500,Mississippi,86
1501,Mississippi,35
1502,Mississippi,16
1503,Mississippi,68
1504,Mississippi,20
1505,Mississippi,104
1506,Mississippi,23
1507,Mississippi,16
1508,Mississippi,50
1509,Mississippi,0
1510,Mississippi,27
1511,Mississippi,53
1512,Mississippi,18
1513,Mississippi,50
1514,Mississippi,16
1515,Mississippi,17
1516,Mississippi,5
1517,Mississippi,77
1518,Mississippi,26
1519,Mississippi,13
1520,Mississippi,44
1521,Mississippi,14
1522,Mississippi,12
1523,Mississippi,46
1524,Mississippi,21
1525,Mississippi,37
1526,Mississippi,17
1527,Mississippi,38
1528,Mississippi,13
1529,Mississippi,0
1530,Mississippi,24
1531,Mississippi,25
1532,Mississippi,50
1533,Mississippi,72
1534,Mississippi,21
1535,Mississippi,13
1536,Mississippi,18
1537,Mississippi,19
1538,Mississippi,14
1539,Mississippi,30
1540,Missouri,0
1541,Missouri,2
1542,Missouri,0
1543,Missouri,2
1544,Missouri,6
1545,Missouri,0
1546,Missouri,2
1547,Missouri,3
1548,Missouri,1
1549,Missouri,8
1550,Missouri,15
1551,Missouri,6
1552,Missouri,1
1553,Missouri,2
1554,Missouri,10
1555,Missouri,12
1556,Missouri,1
1557,Missouri,1
1558,Missouri,23
1559,Missouri,0
1560,Missouri,0
1561,Missouri,5
1562,Missouri,0
1563,Missouri,41
1564,Missouri,0
1565,Missouri,11
1566,Missouri,2
1567,Missouri,4
1568,Missouri,0
1569,Missouri,1
1570,Missouri,1
1571,Missouri,2
1572,Missouri,1
1573,Missouri,3
1574,Missouri,7
1575,Missouri,28
1576,Missouri,18
1577,Missouri,9
1578,Missouri,24
1579,Missouri,3
1580,Missouri,1
1581,Missouri,4
1582,Missouri,2
1583,Missouri,1
1584,Missouri,2
1585,Missouri,3
1586,Missouri,0
1587,Missouri,92
1588,Missouri,48
1589,Missouri,57
1590,Missouri,4
1591,Missouri,122
1592,Missouri,1
1593,Missouri,4
1594,Missouri,2
1595,Missouri,2
1596,Missouri,2
1597,Missouri,3
1598,Missouri,1
1599,Missouri,1
1600,Missouri,0
1601,Missouri,0
1602,Missouri,0
1603,Missouri,14
1604,Missouri,11
1605,Missouri,0
1606,Missouri,1
1607,Missouri,3
1608,Missouri,4
1609,Missouri,0
1610,Missouri,1
1611,Missouri,1
1612,Missouri,16
1613,Missouri,14
1614,Missouri,9
1615,Missouri,0
1616,Missouri,2
1617,Missouri,0
1618,Missouri,0
1619,Missouri,9
1620,Missouri,4
1621,Missouri,10
1622,Missouri,7
1623,Missouri,3
1624,Missouri,10
1625,Missouri,3
1626,Missouri,5
1627,Missouri,1
1628,Missouri,0
1629,Missouri,3
1630,Missouri,0
1631,Missouri,0
1632,Missouri,1
1633,Missouri,9
1634,Missouri,0
1635,Missouri,1
1636,Missouri,16
1637,Missouri,1
1638,Missouri,1
1639,Missouri,115
1640,Missouri,0
1641,Missouri,9
1642,Missouri,788
1643,Missouri,195
1644,Missouri,1
1645,Missouri,12
1646,Missouri,4
1647,Missouri,0
1648,Missouri,31
1649,Missouri,2
1650,Missouri,0
1651,Missouri,1
1652,Missouri,0
1653,Missouri,10
1654,Missouri,0
1655,Missouri,3
1656,Missouri,0
1657,Missouri,0
1658,Montana,1
1659,Montana,22
1660,Montana,0
1661,Montana,0
1662,Montana,0
1663,Montana,0
1664,Montana,5
1665,Montana,0
1666,Montana,2
1667,Montana,0
1668,Montana,1
1669,Montana,0
1670,Montana,0
1671,Montana,1
1672,Montana,16
1673,Montana,4
1674,Montana,0
1675,Montana,1
1676,Montana,0
1677,Montana,0
1678,Montana,3
1679,Montana,0
1680,Montana,0
1681,Montana,1
1682,Montana,3
1683,Montana,0
1684,Montana,3
1685,Montana,1
1686,Montana,0
1687,Montana,2
1688,Montana,0
1689,Montana,3
1690,Montana,1
1691,Montana,0
1692,Montana,0
1693,Montana,0
1694,Montana,0
1695,Montana,0
1696,Montana,0
1697,Montana,0
1698,Montana,0
1699,Montana,2
1700,Montana,2
1701,Montana,1
1702,Montana,18
1703,Montana,1
1704,Montana,0
1705,Montana,0
1706,Montana,2
1707,Montana,1
1708,Montana,0
1709,Montana,6
1710,Montana,0
1711,Montana,0
1712,Montana,0
1713,Montana,0
1714,Montana,0
1715,Montana,62
1716,Nebraska,12
1717,Nebraska,1
1718,Nebraska,0
1719,Nebraska,0
1720,Nebraska,0
1721,Nebraska,0
1722,Nebraska,1
1723,Nebraska,0
1724,Nebraska,0
1725,Nebraska,4
1726,Nebraska,0
1727,Nebraska,1
1728,Nebraska,2
1729,Nebraska,0
1730,Nebraska,0
1731,Nebraska,4
1732,Nebraska,0
1733,Nebraska,0
1734,Nebraska,5
1735,Nebraska,0
1736,Nebraska,4
1737,Nebraska,43
1738,Nebraska,0
1739,Nebraska,12
1740,Nebraska,0
1741,Nebraska,2
1742,Nebraska,11
1743,Nebraska,190
1744,Nebraska,1
1745,Nebraska,1
1746,Nebraska,0
1747,Nebraska,0
1748,Nebraska,1
1749,Nebraska,5
1750,Nebraska,0
1751,Nebraska,0
1752,Nebraska,0
1753,Nebraska,0
1754,Nebraska,0
1755,Nebraska,47
1756,Nebraska,12
1757,Nebraska,0
1758,Nebraska,0
1759,Nebraska,0
1760,Nebraska,1
1761,Nebraska,0
1762,Nebraska,5
1763,Nebraska,0
1764,Nebraska,0
1765,Nebraska,0
1766,Nebraska,0
1767,Nebraska,0
1768,Nebraska,0
1769,Nebraska,0
1770,Nebraska,24
1771,Nebraska,2
1772,Nebraska,0
1773,Nebraska,0
1774,Nebraska,5
1775,Nebraska,0
1776,Nebraska,1
1777,Nebraska,0
1778,Nebraska,0
1779,Nebraska,0
1780,Nebraska,0
1781,Nebraska,1
1782,Nebraska,0
1783,Nebraska,0
1784,Nebraska,10
1785,Nebraska,0
1786,Nebraska,8
1787,Nebraska,3
1788,Nebraska,1
1789,Nebraska,0
1790,Nebraska,1
1791,Nebraska,1
1792,Nebraska,2
1793,Nebraska,15
1794,Nebraska,3
1795,Nebraska,8
1796,Nebraska,3
1797,Nebraska,0
1798,Nebraska,1
1799,Nebraska,0
1800,Nebraska,0
1801,Nebraska,0
1802,Nebraska,0
1803,Nebraska,4
1804,Nebraska,0
1805,Nebraska,0
1806,Nebraska,2
1807,Nebraska,0
1808,Nebraska,0
1809,Nebraska,0
1810,Nebraska,2
1811,Nevada,8
1812,Nevada,3
1813,Nevada,1353
1814,Nevada,1
1815,Nevada,9
1816,Nevada,0
1817,Nevada,0
1818,Nevada,4
1819,Nevada,1
1820,Nevada,0
1821,Nevada,7
1822,Nevada,0
1823,Nevada,15
1824,Nevada,0
1825,Nevada,0
1826,Nevada,0
1827,Nevada,0
1828,Nevada,154
1829,Nevada,1
1830,New Hampshire,4
1831,New Hampshire,2
1832,New Hampshire,3
1833,New Hampshire,0
1834,New Hampshire,1
1835,New Hampshire,288
1836,New Hampshire,23
1837,New Hampshire,0
1838,New Hampshire,103
1839,New Hampshire,13
1840,New Hampshire,1
1841,New Hampshire,0
1842,New Jersey,256
1843,New Jersey,2044
1844,New Jersey,494
1845,New Jersey,606
1846,New Jersey,95
1847,New Jersey,157
1848,New Jersey,2127
1849,New Jersey,226
1850,New Jersey,1513
1851,New Jersey,125
1852,New Jersey,635
1853,New Jersey,1425
1854,New Jersey,865
1855,New Jersey,831
1856,New Jersey,1044
1857,New Jersey,0
1858,New Jersey,1252
1859,New Jersey,90
1860,New Jersey,572
1861,New Jersey,198
1862,New Jersey,0
1863,New Jersey,1356
1864,New Jersey,171
1865,New Mexico,173
1866,New Mexico,1
1867,New Mexico,11
1868,New Mexico,20
1869,New Mexico,1
1870,New Mexico,5
1871,New Mexico,0
1872,New Mexico,54
1873,New Mexico,7
1874,New Mexico,2
1875,New Mexico,1
1876,New Mexico,0
1877,New Mexico,2
1878,New Mexico,22
1879,New Mexico,3
1880,New Mexico,0
1881,New Mexico,6
1882,New Mexico,256
1883,New Mexico,0
1884,New Mexico,13
1885,New Mexico,0
1886,New Mexico,2
1887,New Mexico,13
1888,New Mexico,3
1889,New Mexico,197
1890,New Mexico,0
1891,New Mexico,41
1892,New Mexico,6
1893,New Mexico,1
1894,New Mexico,6
1895,New Mexico,4
1896,New Mexico,1
1897,New Mexico,0
1898,New Mexico,2
1899,New Mexico,4
1900,New York,134
1901,New York,1
1902,New York,4943
1903,New York,69
1904,New York,6
1905,New York,2
1906,New York,9
1907,New York,3
1908,New York,7
1909,New York,5
1910,New York,37
1911,New York,0
1912,New York,4
1913,New York,153
1914,New York,689
1915,New York,0
1916,New York,0
1917,New York,24
1918,New York,5
1919,New York,18
1920,New York,0
1921,New York,10
1922,New York,0
1923,New York,7319
1924,New York,0
1925,New York,8
1926,New York,17
1927,New York,289
1928,New York,4
1929,New York,2201
1930,New York,3173
1931,New York,101
1932,New York,123
1933,New York,205
1934,New York,35
1935,New York,498
1936,New York,54
1937,New York,3
1938,New York,5
1939,New York,0
1940,New York,63
1941,New York,7244
1942,New York,42
1943,New York,1085
1944,New York,675
1945,New York,17
1946,New York,48
1947,New York,0
1948,New York,0
1949,New York,3
1950,New York,4
1951,New York,42
1952,New York,2011
1953,New York,48
1954,New York,25
1955,New York,0
1956,New York,95
1957,New York,16
1958,New York,33
1959,New York,14
1960,New York,5
1961,New York,1454
1962,New York,5
1963,New York,7
1964,North Carolina,54
1965,North Carolina,6
1966,North Carolina,0
1967,North Carolina,4
1968,North Carolina,1
1969,North Carolina,0
1970,North Carolina,17
1971,North Carolina,8
1972,North Carolina,14
1973,North Carolina,26
1974,North Carolina,80
1975,North Carolina,36
1976,North Carolina,63
1977,North Carolina,18
1978,North Carolina,3
1979,North Carolina,5
1980,North Carolina,3
1981,North Carolina,52
1982,North Carolina,57
1983,North Carolina,10
1984,North Carolina,3
1985,North Carolina,2
1986,North Carolina,60
1987,North Carolina,54
1988,North Carolina,33
1989,North Carolina,75
1990,North Carolina,1
1991,North Carolina,3
1992,North Carolina,34
1993,North Carolina,6
1994,North Carolina,53
1995,North Carolina,92
1996,North Carolina,44
1997,North Carolina,96
1998,North Carolina,31
1999,North Carolina,77
2000,North Carolina,3
2001,North Carolina,2
2002,North Carolina,49
2003,North Carolina,5
2004,North Carolina,179
2005,North Carolina,18
2006,North Carolina,52
2007,North Carolina,31
2008,North Carolina,64
2009,North Carolina,27
2010,North Carolina,17
2011,North Carolina,5
2012,North Carolina,27
2013,North Carolina,7
2014,North Carolina,55
2015,North Carolina,11
2016,North Carolina,13
2017,North Carolina,29
2018,North Carolina,14
2019,North Carolina,2
2020,North Carolina,1
2021,North Carolina,10
2022,North Carolina,26
2023,North Carolina,343
2024,North Carolina,3
2025,North Carolina,26
2026,North Carolina,27
2027,North Carolina,39
2028,North Carolina,29
2029,North Carolina,17
2030,North Carolina,23
2031,North Carolina,55
2032,North Carolina,0
2033,North Carolina,2
2034,North Carolina,30
2035,North Carolina,5
2036,North Carolina,3
2037,North Carolina,6
2038,North Carolina,27
2039,North Carolina,8
2040,North Carolina,51
2041,North Carolina,15
2042,North Carolina,72
2043,North Carolina,14
2044,North Carolina,88
2045,North Carolina,31
2046,North Carolina,24
2047,North Carolina,12
2048,North Carolina,56
2049,North Carolina,3
2050,North Carolina,21
2051,North Carolina,3
2052,North Carolina,7
2053,North Carolina,2
2054,North Carolina,0
2055,North Carolina,58
2056,North Carolina,44
2057,North Carolina,235
2058,North Carolina,7
2059,North Carolina,8
2060,North Carolina,1
2061,North Carolina,66
2062,North Carolina,33
2063,North Carolina,47
2064,North Carolina,7
2065,North Carolina,0
2066,North Dakota,0
2067,North Dakota,0
2068,North Dakota,5
2069,North Dakota,0
2070,North Dakota,1
2071,North Dakota,0
2072,North Dakota,1
2073,North Dakota,38
2074,North Dakota,77
2075,North Dakota,0
2076,North Dakota,0
2077,North Dakota,0
2078,North Dakota,1
2079,North Dakota,3
2080,North Dakota,1
2081,North Dakota,0
2082,North Dakota,0
2083,North Dakota,13
2084,North Dakota,0
2085,North Dakota,1
2086,North Dakota,0
2087,North Dakota,0
2088,North Dakota,0
2089,North Dakota,0
2090,North Dakota,1
2091,North Dakota,3
2092,North Dakota,2
2093,North Dakota,2
2094,North Dakota,0
2095,North Dakota,20
2096,North Dakota,2
2097,North Dakota,0
2098,North Dakota,0
2099,North Dakota,0
2100,North Dakota,0
2101,North Dakota,0
2102,North Dakota,2
2103,North Dakota,0
2104,North Dakota,0
2105,North Dakota,1
2106,North Dakota,4
2107,North Dakota,0
2108,North Dakota,0
2109,North Dakota,3
2110,North Dakota,0
2111,North Dakota,7
2112,North Dakota,0
2113,North Dakota,3
2114,North Dakota,0
2115,North Dakota,0
2116,North Dakota,0
2117,North Dakota,1
2118,North Dakota,4
2119,North Dakota,0
2120,North Dakota,7
2121,Northern Mariana Islands,2
2122,Ohio,4
2123,Ohio,69
2124,Ohio,4
2125,Ohio,48
2126,Ohio,2
2127,Ohio,9
2128,Ohio,27
2129,Ohio,2
2130,Ohio,106
2131,Ohio,7
2132,Ohio,3
2133,Ohio,39
2134,Ohio,21
2135,Ohio,13
2136,Ohio,80
2137,Ohio,11
2138,Ohio,6
2139,Ohio,654
2140,Ohio,41
2141,Ohio,10
2142,Ohio,20
2143,Ohio,45
2144,Ohio,52
2145,Ohio,6
2146,Ohio,606
2147,Ohio,1
2148,Ohio,12
2149,Ohio,48
2150,Ohio,32
2151,Ohio,8
2152,Ohio,312
2153,Ohio,10
2154,Ohio,13
2155,Ohio,2
2156,Ohio,13
2157,Ohio,3
2158,Ohio,9
2159,Ohio,7
2160,Ohio,7
2161,Ohio,4
2162,Ohio,4
2163,Ohio,15
2164,Ohio,50
2165,Ohio,22
2166,Ohio,62
2167,Ohio,3
2168,Ohio,86
2169,Ohio,361
2170,Ohio,12
2171,Ohio,280
2172,Ohio,47
2173,Ohio,39
2174,Ohio,10
2175,Ohio,17
2176,Ohio,51
2177,Ohio,18
2178,Ohio,157
2179,Ohio,0
2180,Ohio,2
2181,Ohio,2
2182,Ohio,0
2183,Ohio,30
2184,Ohio,0
2185,Ohio,0
2186,Ohio,9
2187,Ohio,44
2188,Ohio,0
2189,Ohio,66
2190,Ohio,15
2191,Ohio,23
2192,Ohio,19
2193,Ohio,23
2194,Ohio,20
2195,Ohio,6
2196,Ohio,14
2197,Ohio,10
2198,Ohio,170
2199,Ohio,250
2200,Ohio,131
2201,Ohio,20
2202,Ohio,0
2203,Ohio,2
2204,Ohio,3
2205,Ohio,3
2206,Ohio,48
2207,Ohio,23
2208,Ohio,67
2209,Ohio,3
2210,Ohio,72
2211,Ohio,12
2212,Oklahoma,10
2213,Oklahoma,0
2214,Oklahoma,1
2215,Oklahoma,0
2216,Oklahoma,1
2217,Oklahoma,1
2218,Oklahoma,4
2219,Oklahoma,20
2220,Oklahoma,17
2221,Oklahoma,8
2222,Oklahoma,8
2223,Oklahoma,2
2224,Oklahoma,0
2225,Oklahoma,68
2226,Oklahoma,0
2227,Oklahoma,12
2228,Oklahoma,3
2229,Oklahoma,1
2230,Oklahoma,33
2231,Oklahoma,0
2232,Oklahoma,24
2233,Oklahoma,1
2234,Oklahoma,0
2235,Oklahoma,18
2236,Oklahoma,4
2237,Oklahoma,11
2238,Oklahoma,0
2239,Oklahoma,8
2240,Oklahoma,0
2241,Oklahoma,1
2242,Oklahoma,4
2243,Oklahoma,4
2244,Oklahoma,10
2245,Oklahoma,0
2246,Oklahoma,4
2247,Oklahoma,13
2248,Oklahoma,2
2249,Oklahoma,2
2250,Oklahoma,2
2251,Oklahoma,17
2252,Oklahoma,10
2253,Oklahoma,1
2254,Oklahoma,1
2255,Oklahoma,1
2256,Oklahoma,1
2257,Oklahoma,11
2258,Oklahoma,7
2259,Oklahoma,34
2260,Oklahoma,5
2261,Oklahoma,1
2262,Oklahoma,21
2263,Oklahoma,2
2264,Oklahoma,3
2265,Oklahoma,4
2266,Oklahoma,186
2267,Oklahoma,5
2268,Oklahoma,13
2269,Oklahoma,4
2270,Oklahoma,0
2271,Oklahoma,3
2272,Oklahoma,6
2273,Oklahoma,19
2274,Oklahoma,3
2275,Oklahoma,10
2276,Oklahoma,1
2277,Oklahoma,1
2278,Oklahoma,49
2279,Oklahoma,6
2280,Oklahoma,11
2281,Oklahoma,5
2282,Oklahoma,8
2283,Oklahoma,2
2284,Oklahoma,155
2285,Oklahoma,0
2286,Oklahoma,26
2287,Oklahoma,40
2288,Oklahoma,0
2289,Oklahoma,0
2290,Oklahoma,1
2291,Oregon,2
2292,Oregon,6
2293,Oregon,61
2294,Oregon,0
2295,Oregon,1
2296,Oregon,0
2297,Oregon,1
2298,Oregon,0
2299,Oregon,12
2300,Oregon,3
2301,Oregon,0
2302,Oregon,0
2303,Oregon,0
2304,Oregon,0
2305,Oregon,4
2306,Oregon,8
2307,Oregon,2
2308,Oregon,2
2309,Oregon,0
2310,Oregon,16
2311,Oregon,13
2312,Oregon,13
2313,Oregon,25
2314,Oregon,92
2315,Oregon,6
2316,Oregon,136
2317,Oregon,0
2318,Oregon,15
2319,Oregon,0
2320,Oregon,0
2321,Oregon,41
2322,Oregon,0
2323,Oregon,2
2324,Oregon,1
2325,Oregon,3
2326,Oregon,59
2327,Oregon,0
2328,Oregon,14
2329,Pennsylvania,25
2330,Pennsylvania,354
2331,Pennsylvania,18
2332,Pennsylvania,120
2333,Pennsylvania,6
2334,Pennsylvania,393
2335,Pennsylvania,16
2336,Pennsylvania,3
2337,Pennsylvania,607
2338,Pennsylvania,23
2339,Pennsylvania,7
2340,Pennsylvania,0
2341,Pennsylvania,28
2342,Pennsylvania,11
2343,Pennsylvania,367
2344,Pennsylvania,3
2345,Pennsylvania,2
2346,Pennsylvania,6
2347,Pennsylvania,35
2348,Pennsylvania,3
2349,Pennsylvania,76
2350,Pennsylvania,179
2351,Pennsylvania,753
2352,Pennsylvania,2
2353,Pennsylvania,38
2354,Pennsylvania,7
2355,Pennsylvania,0
2356,Pennsylvania,50
2357,Pennsylvania,2
2358,Pennsylvania,1
2359,Pennsylvania,6
2360,Pennsylvania,12
2361,Pennsylvania,3
2362,Pennsylvania,7
2363,Pennsylvania,216
2364,Pennsylvania,458
2365,Pennsylvania,23
2366,Pennsylvania,59
2367,Pennsylvania,352
2368,Pennsylvania,189
2369,Pennsylvania,25
2370,Pennsylvania,2
2371,Pennsylvania,16
2372,Pennsylvania,2
2373,Pennsylvania,132
2374,Pennsylvania,878
2375,Pennsylvania,5
2376,Pennsylvania,305
2377,Pennsylvania,50
2378,Pennsylvania,0
2379,Pennsylvania,6
2380,Pennsylvania,1789
2381,Pennsylvania,22
2382,Pennsylvania,0
2383,Pennsylvania,52
2384,Pennsylvania,4
2385,Pennsylvania,3
2386,Pennsylvania,0
2387,Pennsylvania,28
2388,Pennsylvania,3
2389,Pennsylvania,0
2390,Pennsylvania,6
2391,Pennsylvania,1
2392,Pennsylvania,1
2393,Pennsylvania,29
2394,Pennsylvania,10
2395,Pennsylvania,52
2396,Pennsylvania,8
2397,Pennsylvania,149
2398,Puerto Rico,0
2399,Puerto Rico,0
2400,Puerto Rico,0
2401,Puerto Rico,0
2402,Puerto Rico,0
2403,Puerto Rico,0
2404,Puerto Rico,0
2405,Puerto Rico,0
2406,Puerto Rico,0
2407,Puerto Rico,0
2408,Puerto Rico,0
2409,Puerto Rico,0
2410,Puerto Rico,0
2411,Puerto Rico,0
2412,Puerto Rico,0
2413,Puerto Rico,0
2414,Puerto Rico,0
2415,Puerto Rico,0
2416,Puerto Rico,0
2417,Puerto Rico,0
2418,Puerto Rico,0
2419,Puerto Rico,0
2420,Puerto Rico,0
2421,Puerto Rico,0
2422,Puerto Rico,0
2423,Puerto Rico,0
2424,Puerto Rico,0
2425,Puerto Rico,0
2426,Puerto Rico,0
2427,Puerto Rico,0
2428,Puerto Rico,0
2429,Puerto Rico,0
2430,Puerto Rico,0
2431,Puerto Rico,0
2432,Puerto Rico,0
2433,Puerto Rico,0
2434,Puerto Rico,0
2435,Puerto Rico,0
2436,Puerto Rico,0
2437,Puerto Rico,0
2438,Puerto Rico,0
2439,Puerto Rico,0
2440,Puerto Rico,0
2441,Puerto Rico,0
2442,Puerto Rico,0
2443,Puerto Rico,0
2444,Puerto Rico,0
2445,Puerto Rico,0
2446,Puerto Rico,0
2447,Puerto Rico,0
2448,Puerto Rico,0
2449,Puerto Rico,0
2450,Puerto Rico,0
2451,Puerto Rico,0
2452,Puerto Rico,0
2453,Puerto Rico,0
2454,Puerto Rico,0
2455,Puerto Rico,0
2456,Puerto Rico,0
2457,Puerto Rico,0
2458,Puerto Rico,0
2459,Puerto Rico,0
2460,Puerto Rico,0
2461,Puerto Rico,0
2462,Puerto Rico,0
2463,Puerto Rico,0
2464,Puerto Rico,0
2465,Puerto Rico,0
2466,Puerto Rico,0
2467,Puerto Rico,0
2468,Puerto Rico,0
2469,Puerto Rico,0
2470,Puerto Rico,617
2471,Puerto Rico,0
2472,Puerto Rico,0
2473,Puerto Rico,0
2474,Puerto Rico,0
2475,Puerto Rico,0
2476,Puerto Rico,0
2477,Puerto Rico,0
2478,Rhode Island,0
2479,Rhode Island,0
2480,Rhode Island,0
2481,Rhode Island,0
2482,Rhode Island,0
2483,Rhode Island,1102
2484,Rhode Island,0
2485,South Carolina,12
2486,South Carolina,79
2487,South Carolina,6
2488,South Carolina,170
2489,South Carolina,33
2490,South Carolina,16
2491,South Carolina,81
2492,South Carolina,88
2493,South Carolina,17
2494,South Carolina,259
2495,South Carolina,35
2496,South Carolina,21
2497,South Carolina,36
2498,South Carolina,66
2499,South Carolina,42
2500,South Carolina,52
2501,South Carolina,36
2502,South Carolina,88
2503,South Carolina,17
2504,South Carolina,34
2505,South Carolina,187
2506,South Carolina,45
2507,South Carolina,298
2508,South Carolina,72
2509,South Carolina,25
2510,South Carolina,196
2511,South Carolina,20
2512,South Carolina,37
2513,South Carolina,48
2514,South Carolina,56
2515,South Carolina,34
2516,South Carolina,157
2517,South Carolina,23
2518,South Carolina,11
2519,South Carolina,6
2520,South Carolina,23
2521,South Carolina,26
2522,South Carolina,123
2523,South Carolina,0
2524,South Carolina,45
2525,South Carolina,230
2526,South Carolina,20
2527,South Carolina,192
2528,South Carolina,77
2529,South Carolina,0
2530,South Carolina,12
2531,South Carolina,43
2532,South Carolina,68
2533,South Dakota,0
2534,South Dakota,9
2535,South Dakota,1
2536,South Dakota,1
2537,South Dakota,2
2538,South Dakota,3
2539,South Dakota,0
2540,South Dakota,3
2541,South Dakota,1
2542,South Dakota,0
2543,South Dakota,0
2544,South Dakota,0
2545,South Dakota,5
2546,South Dakota,3
2547,South Dakota,1
2548,South Dakota,2
2549,South Dakota,2
2550,South Dakota,0
2551,South Dakota,0
2552,South Dakota,0
2553,South Dakota,0
2554,South Dakota,0
2555,South Dakota,3
2556,South Dakota,1
2557,South Dakota,1
2558,South Dakota,1
2559,South Dakota,0
2560,South Dakota,0
2561,South Dakota,0
2562,South Dakota,0
2563,South Dakota,0
2564,South Dakota,4
2565,South Dakota,2
2566,South Dakota,0
2567,South Dakota,1
2568,South Dakota,1
2569,South Dakota,0
2570,South Dakota,0
2571,South Dakota,7
2572,South Dakota,4
2573,South Dakota,2
2574,South Dakota,3
2575,South Dakota,0
2576,South Dakota,1
2577,South Dakota,0
2578,South Dakota,4
2579,South Dakota,0
2580,South Dakota,0
2581,South Dakota,78
2582,South Dakota,0
2583,South Dakota,3
2584,South Dakota,0
2585,South Dakota,35
2586,South Dakota,0
2587,South Dakota,0
2588,South Dakota,1
2589,South Dakota,0
2590,South Dakota,0
2591,South Dakota,0
2592,South Dakota,0
2593,South Dakota,5
2594,South Dakota,0
2595,South Dakota,2
2596,South Dakota,0
2597,South Dakota,6
2598,South Dakota,0
2599,South Dakota,4
2600,South Dakota,0
2601,Tennessee,11
2602,Tennessee,17
2603,Tennessee,9
2604,Tennessee,4
2605,Tennessee,23
2606,Tennessee,17
2607,Tennessee,3
2608,Tennessee,0
2609,Tennessee,18
2610,Tennessee,28
2611,Tennessee,10
2612,Tennessee,10
2613,Tennessee,4
2614,Tennessee,5
2615,Tennessee,9
2616,Tennessee,12
2617,Tennessee,19
2618,Tennessee,18
2619,Tennessee,297
2620,Tennessee,13
2621,Tennessee,6
2622,Tennessee,14
2623,Tennessee,13
2624,Tennessee,18
2625,Tennessee,3
2626,Tennessee,8
2627,Tennessee,20
2628,Tennessee,17
2629,Tennessee,3
2630,Tennessee,39
2631,Tennessee,5
2632,Tennessee,25
2633,Tennessee,92
2634,Tennessee,3
2635,Tennessee,25
2636,Tennessee,15
2637,Tennessee,16
2638,Tennessee,16
2639,Tennessee,21
2640,Tennessee,9
2641,Tennessee,5
2642,Tennessee,1
2643,Tennessee,3
2644,Tennessee,5
2645,Tennessee,14
2646,Tennessee,2
2647,Tennessee,75
2648,Tennessee,2
2649,Tennessee,15
2650,Tennessee,11
2651,Tennessee,1
2652,Tennessee,1
2653,Tennessee,6
2654,Tennessee,20
2655,Tennessee,60
2656,Tennessee,7
2657,Tennessee,5
2658,Tennessee,23
2659,Tennessee,24
2660,Tennessee,18
2661,Tennessee,3
2662,Tennessee,17
2663,Tennessee,43
2664,Tennessee,1
2665,Tennessee,3
2666,Tennessee,9
2667,Tennessee,25
2668,Tennessee,5
2669,Tennessee,0
2670,Tennessee,2
2671,Tennessee,10
2672,Tennessee,38
2673,Tennessee,11
2674,Tennessee,3
2675,Tennessee,35
2676,Tennessee,88
2677,Tennessee,2
2678,Tennessee,2
2679,Tennessee,15
2680,Tennessee,449
2681,Tennessee,10
2682,Tennessee,2
2683,Tennessee,32
2684,Tennessee,93
2685,Tennessee,17
2686,Tennessee,7
2687,Tennessee,6
2688,Tennessee,1
2689,Tennessee,1
2690,Tennessee,0
2691,Tennessee,7
2692,Tennessee,34
2693,Tennessee,6
2694,Tennessee,19
2695,Tennessee,9
2696,Tennessee,36
2697,Tennessee,43
2698,Texas,31
2699,Texas,8
2700,Texas,80
2701,Texas,18
2702,Texas,1
2703,Texas,1
2704,Texas,30
2705,Texas,9
2706,Texas,5
2707,Texas,8
2708,Texas,29
2709,Texas,0
2710,Texas,30
2711,Texas,84
2712,Texas,1264
2713,Texas,5
2714,Texas,0
2715,Texas,6
2716,Texas,50
2717,Texas,161
2718,Texas,62
2719,Texas,2
2720,Texas,1
2721,Texas,22
2722,Texas,23
2723,Texas,6
2724,Texas,12
2725,Texas,35
2726,Texas,7
2727,Texas,3
2728,Texas,886
2729,Texas,11
2730,Texas,0
2731,Texas,15
2732,Texas,5
2733,Texas,8
2734,Texas,28
2735,Texas,0
2736,Texas,1
2737,Texas,1
2738,Texas,3
2739,Texas,3
2740,Texas,141
2741,Texas,0
2742,Texas,4
2743,Texas,102
2744,Texas,3
2745,Texas,2
2746,Texas,5
2747,Texas,12
2748,Texas,2
2749,Texas,2
2750,Texas,6
2751,Texas,3
2752,Texas,2
2753,Texas,9
2754,Texas,1106
2755,Texas,9
2756,Texas,33
2757,Texas,21
2758,Texas,0
2759,Texas,151
2760,Texas,2
2761,Texas,7
2762,Texas,1
2763,Texas,14
2764,Texas,3
2765,Texas,96
2766,Texas,1
2767,Texas,510
2768,Texas,67
2769,Texas,12
2770,Texas,5
2771,Texas,14
2772,Texas,18
2773,Texas,3
2774,Texas,9
2775,Texas,0
