,State,Confirmed
1438,Minnesota,189
1439,Minnesota,1451
1440,Minnesota,3865
1441,Minnesota,530
1442,Minnesota,94
1443,Minnesota,123
1444,Minnesota,483
1445,Minnesota,29
1446,Minnesota,218
1447,Minnesota,180
1448,Minnesota,67
1449,Minnesota,566
1450,Minnesota,3652
1451,Minnesota,514
1452,Minnesota,58
1453,Minnesota,855
1454,Minnesota,1553
1455,Minnesota,169
1456,Mississippi,926
1457,Mississippi,786
1458,Mississippi,321
1459,Mississippi,653
1460,Mississippi,223
1461,Mississippi,1813
1462,Mississippi,508
1463,Mississippi,314
1464,Mississippi,667
1465,Mississippi,181
1466,Mississippi,459
1467,Mississippi,570
1468,Mississippi,585
1469,Mississippi,1144
1470,Mississippi,1166
1471,Mississippi,813
1472,Mississippi,5477
1473,Mississippi,2425
1474,Mississippi,192
1475,Mississippi,759
1476,Mississippi,359
1477,Mississippi,1072
1478,Mississippi,572
1479,Mississippi,3805
1480,Mississippi,7032
1481,Mississippi,1095
1482,Mississippi,375
1483,Mississippi,104
1484,Mississippi,787
1485,Mississippi,3430
1486,Mississippi,562
1487,Mississippi,244
1488,Mississippi,335
1489,Mississippi,2452
1490,Mississippi,288
1491,Mississippi,2137
1492,Mississippi,1655
1493,Mississippi,2038
1494,Mississippi,429
1495,Mississippi,946
1496,Mississippi,2654
1497,Mississippi,1383
1498,Mississippi,1075
1499,Mississippi,1449
1500,Mississippi,3233
1501,Mississippi,845
1502,Mississippi,1085
1503,Mississippi,1207
1504,Mississippi,458
1505,Mississippi,1556
1506,Mississippi,767
1507,Mississippi,546
1508,Mississippi,1763
1509,Mississippi,0
1510,Mississippi,1455
1511,Mississippi,870
1512,Mississippi,416
1513,Mississippi,1224
1514,Mississippi,1249
1515,Mississippi,834
1516,Mississippi,373
1517,Mississippi,3225
1518,Mississippi,1171
1519,Mississippi,265
1520,Mississippi,1018
1521,Mississippi,529
1522,Mississippi,365
1523,Mississippi,1439
1524,Mississippi,764
1525,Mississippi,962
1526,Mississippi,654
1527,Mississippi,667
1528,Mississippi,482
1529,Mississippi,0
1530,Mississippi,988
1531,Mississippi,595
1532,Mississippi,1384
1533,Mississippi,2197
1534,Mississippi,888
1535,Mississippi,333
1536,Mississippi,302
1537,Mississippi,735
1538,Mississippi,423
1539,Mississippi,1046
1540,Missouri,326
1541,Missouri,238
1542,Missouri,50
1543,Missouri,413
1544,Missouri,460
1545,Missouri,178
1546,Missouri,101
1547,Missouri,275
1548,Missouri,322
1549,Missouri,4504
1550,Missouri,1834
1551,Missouri,610
1552,Missouri,79
1553,Missouri,602
1554,Missouri,884
1555,Missouri,1588
1556,Missouri,137
1557,Missouri,87
1558,Missouri,1434
1559,Missouri,95
1560,Missouri,44
1561,Missouri,1314
1562,Missouri,61
1563,Missouri,1760
1564,Missouri,210
1565,Missouri,1434
1566,Missouri,404
1567,Missouri,369
1568,Missouri,54
1569,Missouri,182
1570,Missouri,98
1571,Missouri,126
1572,Missouri,132
1573,Missouri,174
1574,Missouri,764
1575,Missouri,1610
1576,Missouri,158
1577,Missouri,121
1578,Missouri,5701
1579,Missouri,181
1580,Missouri,103
1581,Missouri,178
1582,Missouri,88
1583,Missouri,75
1584,Missouri,167
1585,Missouri,556
1586,Missouri,57
1587,Missouri,7064
1588,Missouri,3634
1589,Missouri,4021
1590,Missouri,1046
1591,Missouri,10823
1592,Missouri,49
1593,Missouri,584
1594,Missouri,486
1595,Missouri,571
1596,Missouri,81
1597,Missouri,733
1598,Missouri,67
1599,Missouri,391
1600,Missouri,149
1601,Missouri,285
1602,Missouri,74
1603,Missouri,643
1604,Missouri,1052
1605,Missouri,28
1606,Missouri,463
1607,Missouri,291
1608,Missouri,289
1609,Missouri,86
1610,Missouri,82
1611,Missouri,315
1612,Missouri,511
1613,Missouri,1407
1614,Missouri,729
1615,Missouri,102
1616,Missouri,136
1617,Missouri,0
1618,Missouri,117
1619,Missouri,497
1620,Missouri,610
1621,Missouri,1065
1622,Missouri,440
1623,Missouri,233
1624,Missouri,656
1625,Missouri,503
1626,Missouri,612
1627,Missouri,33
1628,Missouri,145
1629,Missouri,227
1630,Missouri,159
1631,Missouri,38
1632,Missouri,153
1633,Missouri,693
1634,Missouri,22
1635,Missouri,31
1636,Missouri,837
1637,Missouri,89
1638,Missouri,61
1639,Missouri,7399
1640,Missouri,57
1641,Missouri,1959
1642,Missouri,23297
1643,Missouri,6934
1644,Missouri,187
1645,Missouri,478
1646,Missouri,418
1647,Missouri,185
1648,Missouri,1157
1649,Missouri,298
1650,Missouri,0
1651,Missouri,167
1652,Missouri,460
1653,Missouri,367
1654,Missouri,200
1655,Missouri,593
1656,Missouri,20
1657,Missouri,278
1658,Montana,78
1659,Montana,866
1660,Montana,21
1661,Montana,17
1662,Montana,115
1663,Montana,0
1664,Montana,624
1665,Montana,26
1666,Montana,110
1667,Montana,5
1668,Montana,76
1669,Montana,114
1670,Montana,5
1671,Montana,60
1672,Montana,923
1673,Montana,1247
1674,Montana,16
1675,Montana,208
1676,Montana,3
1677,Montana,22
1678,Montana,143
1679,Montana,67
1680,Montana,6
1681,Montana,260
1682,Montana,235
1683,Montana,16
1684,Montana,106
1685,Montana,97
1686,Montana,19
1687,Montana,25
1688,Montana,2
1689,Montana,584
1690,Montana,35
1691,Montana,0
1692,Montana,92
1693,Montana,0
1694,Montana,119
1695,Montana,23
1696,Montana,5
1697,Montana,10
1698,Montana,1
1699,Montana,129
1700,Montana,77
1701,Montana,213
1702,Montana,614
1703,Montana,45
1704,Montana,13
1705,Montana,241
1706,Montana,56
1707,Montana,40
1708,Montana,21
1709,Montana,71
1710,Montana,3
1711,Montana,0
1712,Montana,61
1713,Montana,11
1714,Montana,9
1715,Montana,2927
1716,Nebraska,520
1717,Nebraska,65
1718,Nebraska,1
1719,Nebraska,2
1720,Nebraska,0
1721,Nebraska,73
1722,Nebraska,70
1723,Nebraska,19
1724,Nebraska,26
1725,Nebraska,1014
1726,Nebraska,76
1727,Nebraska,111
1728,Nebraska,319
1729,Nebraska,80
1730,Nebraska,23
1731,Nebraska,46
1732,Nebraska,36
1733,Nebraska,71
1734,Nebraska,767
1735,Nebraska,124
1736,Nebraska,83
1737,Nebraska,2176
1738,Nebraska,119
1739,Nebraska,1071
1740,Nebraska,4
1741,Nebraska,85
1742,Nebraska,1123
1743,Nebraska,15495
1744,Nebraska,11
1745,Nebraska,54
1746,Nebraska,24
1747,Nebraska,7
1748,Nebraska,38
1749,Nebraska,212
1750,Nebraska,9
1751,Nebraska,8
1752,Nebraska,34
1753,Nebraska,1
1754,Nebraska,25
1755,Nebraska,1979
1756,Nebraska,126
1757,Nebraska,19
1758,Nebraska,0
1759,Nebraska,4
1760,Nebraska,63
1761,Nebraska,7
1762,Nebraska,94
1763,Nebraska,28
1764,Nebraska,42
1765,Nebraska,139
1766,Nebraska,62
1767,Nebraska,4
1768,Nebraska,15
1769,Nebraska,152
1770,Nebraska,5906
1771,Nebraska,362
1772,Nebraska,6
1773,Nebraska,3
1774,Nebraska,800
1775,Nebraska,6
1776,Nebraska,81
1777,Nebraska,76
1778,Nebraska,39
1779,Nebraska,119
1780,Nebraska,15
1781,Nebraska,144
1782,Nebraska,0
1783,Nebraska,17
1784,Nebraska,34
1785,Nebraska,106
1786,Nebraska,101
1787,Nebraska,1043
1788,Nebraska,54
1789,Nebraska,30
1790,Nebraska,53
1791,Nebraska,40
1792,Nebraska,709
1793,Nebraska,3489
1794,Nebraska,436
1795,Nebraska,407
1796,Nebraska,216
1797,Nebraska,48
1798,Nebraska,23
1799,Nebraska,7
1800,Nebraska,39
1801,Nebraska,29
1802,Nebraska,5
1803,Nebraska,247
1804,Nebraska,246
1805,Nebraska,30
1806,Nebraska,253
1807,Nebraska,126
1808,Nebraska,17
1809,Nebraska,1
1810,Nebraska,159
1811,Nevada,529
1812,Nevada,139
1813,Nevada,64895
1814,Nevada,296
1815,Nevada,925
1816,Nevada,0
1817,Nevada,10
1818,Nevada,121
1819,Nevada,70
1820,Nevada,7
1821,Nevada,420
1822,Nevada,13
1823,Nevada,498
1824,Nevada,0
1825,Nevada,21
1826,Nevada,9
1827,Nevada,0
1828,Nevada,8797
1829,Nevada,57
1830,New Hampshire,146
1831,New Hampshire,122
1832,New Hampshire,143
1833,New Hampshire,22
1834,New Hampshire,137
1835,New Hampshire,4310
1836,New Hampshire,565
1837,New Hampshire,0
1838,New Hampshire,1992
1839,New Hampshire,515
1840,New Hampshire,52
1841,New Hampshire,3
1842,New Jersey,3990
1843,New Jersey,22276
1844,New Jersey,7006
1845,New Jersey,9765
1846,New Jersey,1008
1847,New Jersey,3757
1848,New Jersey,20898
1849,New Jersey,4389
1850,New Jersey,20547
1851,New Jersey,1296
1852,New Jersey,8596
1853,New Jersey,19210
1854,New Jersey,11605
1855,New Jersey,7795
1856,New Jersey,12436
1857,New Jersey,0
1858,New Jersey,18877
1859,New Jersey,1052
1860,New Jersey,5725
1861,New Jersey,1461
1862,New Jersey,346
1863,New Jersey,17517
1864,New Jersey,1436
1865,New Mexico,6270
1866,New Mexico,9
1867,New Mexico,1066
1868,New Mexico,413
1869,New Mexico,29
1870,New Mexico,759
1871,New Mexico,1
1872,New Mexico,3198
1873,New Mexico,735
1874,New Mexico,112
1875,New Mexico,34
1876,New Mexico,2
1877,New Mexico,99
1878,New Mexico,1349
1879,New Mexico,196
1880,New Mexico,32
1881,New Mexico,411
1882,New Mexico,4304
1883,New Mexico,7
1884,New Mexico,251
1885,New Mexico,0
1886,New Mexico,74
1887,New Mexico,386
1888,New Mexico,275
1889,New Mexico,3280
1890,New Mexico,103
1891,New Mexico,1320
1892,New Mexico,961
1893,New Mexico,44
1894,New Mexico,97
1895,New Mexico,133
1896,New Mexico,66
1897,New Mexico,1373
1898,New Mexico,31
1899,New Mexico,567
1900,New York,3043
1901,New York,99
1902,New York,52710
1903,New York,1480
1904,New York,258
1905,New York,204
1906,New York,551
1907,New York,361
1908,New York,248
1909,New York,156
1910,New York,585
1911,New York,164
1912,New York,132
1913,New York,5089
1914,New York,11112
1915,New York,161
1916,New York,65
1917,New York,332
1918,New York,317
1919,New York,321
1920,New York,15
1921,New York,327
1922,New York,164
1923,New York,67510
1924,New York,50
1925,New York,202
1926,New York,489
1927,New York,5940
1928,New York,230
1929,New York,46388
1930,New York,33187
1931,New York,1741
1932,New York,2387
1933,New York,4270
1934,New York,466
1935,New York,11851
1936,New York,325
1937,New York,468
1938,New York,333
1939,New York,0
1940,New York,1587
1941,New York,71881
1942,New York,902
1943,New York,15799
1944,New York,14954
1945,New York,1014
1946,New York,1388
1947,New York,83
1948,New York,40
1949,New York,105
1950,New York,320
1951,New York,366
1952,New York,46208
1953,New York,1576
1954,New York,225
1955,New York,405
1956,New York,2244
1957,New York,0
1958,New York,366
1959,New York,289
1960,New York,312
1961,New York,37903
1962,New York,132
1963,New York,62
1964,North Carolina,3793
1965,North Carolina,495
1966,North Carolina,220
1967,North Carolina,558
1968,North Carolina,252
1969,North Carolina,330
1970,North Carolina,869
1971,North Carolina,555
1972,North Carolina,831
1973,North Carolina,1555
1974,North Carolina,2923
1975,North Carolina,2033
1976,North Carolina,3836
1977,North Carolina,1581
1978,North Carolina,111
1979,North Carolina,621
1980,North Carolina,325
1981,North Carolina,3014
1982,North Carolina,1618
1983,North Carolina,587
1984,North Carolina,320
1985,North Carolina,113
1986,North Carolina,2095
1987,North Carolina,1328
1988,North Carolina,1307
1989,North Carolina,5238
1990,North Carolina,177
1991,North Carolina,265
1992,North Carolina,2651
1993,North Carolina,537
1994,North Carolina,2152
1995,North Carolina,7589
1996,North Carolina,1289
1997,North Carolina,6886
1998,North Carolina,1199
1999,North Carolina,4923
2000,North Carolina,134
2001,North Carolina,128
2002,North Carolina,1704
2003,North Carolina,507
2004,North Carolina,8244
2005,North Carolina,980
2006,North Carolina,2104
2007,North Carolina,587
2008,North Carolina,1927
2009,North Carolina,718
2010,North Carolina,1088
2011,North Carolina,124
2012,North Carolina,2708
2013,North Carolina,538
2014,North Carolina,4270
2015,North Carolina,148
2016,North Carolina,1588
2017,North Carolina,946
2018,North Carolina,1513
2019,North Carolina,585
2020,North Carolina,91
2021,North Carolina,428
2022,North Carolina,886
2023,North Carolina,27768
2024,North Carolina,104
2025,North Carolina,1029
2026,North Carolina,1540
2027,North Carolina,2233
2028,North Carolina,3949
2029,North Carolina,412
2030,North Carolina,1899
2031,North Carolina,2603
2032,North Carolina,0
2033,North Carolina,235
2034,North Carolina,688
2035,North Carolina,909
2036,North Carolina,179
2037,North Carolina,417
2038,North Carolina,4640
2039,North Carolina,260
2040,North Carolina,2696
2041,North Carolina,940
2042,North Carolina,4273
2043,North Carolina,1170
2044,North Carolina,3224
2045,North Carolina,1135
2046,North Carolina,1769
2047,North Carolina,984
2048,North Carolina,1840
2049,North Carolina,414
2050,North Carolina,1279
2051,North Carolina,139
2052,North Carolina,319
2053,North Carolina,113
2054,North Carolina,0
2055,North Carolina,4629
2056,North Carolina,1026
2057,North Carolina,17070
2058,North Carolina,325
2059,North Carolina,201
2060,North Carolina,613
2061,North Carolina,3217
2062,North Carolina,1175
2063,North Carolina,2128
2064,North Carolina,716
2065,North Carolina,118
2066,North Dakota,19
2067,North Dakota,215
2068,North Dakota,325
2069,North Dakota,15
2070,North Dakota,52
2071,North Dakota,34
2072,North Dakota,31
2073,North Dakota,3280
2074,North Dakota,4849
2075,North Dakota,53
2076,North Dakota,52
2077,North Dakota,6
2078,North Dakota,96
2079,North Dakota,68
2080,North Dakota,133
2081,North Dakota,59
2082,North Dakota,41
2083,North Dakota,2119
2084,North Dakota,15
2085,North Dakota,56
2086,North Dakota,55
2087,North Dakota,43
2088,North Dakota,47
2089,North Dakota,40
2090,North Dakota,58
2091,North Dakota,61
2092,North Dakota,201
2093,North Dakota,257
2094,North Dakota,125
2095,North Dakota,1155
2096,North Dakota,233
2097,North Dakota,44
2098,North Dakota,20
2099,North Dakota,0
2100,North Dakota,63
2101,North Dakota,31
2102,North Dakota,192
2103,North Dakota,75
2104,North Dakota,46
2105,North Dakota,217
2106,North Dakota,168
2107,North Dakota,58
2108,North Dakota,9
2109,North Dakota,144
2110,North Dakota,7
2111,North Dakota,1391
2112,North Dakota,28
2113,North Dakota,499
2114,North Dakota,16
2115,North Dakota,107
2116,North Dakota,0
2117,North Dakota,174
2118,North Dakota,961
2119,North Dakota,33
2120,North Dakota,905
2121,Northern Mariana Islands,69
2122,Ohio,126
2123,Ohio,1393
2124,Ohio,231
2125,Ohio,653
2126,Ohio,636
2127,Ohio,576
2128,Ohio,714
2129,Ohio,283
2130,Ohio,5771
2131,Ohio,151
2132,Ohio,300
2133,Ohio,1764
2134,Ohio,1665
2135,Ohio,284
2136,Ohio,1923
2137,Ohio,232
2138,Ohio,228
2139,Ohio,17262
2140,Ohio,780
2141,Ohio,286
2142,Ohio,2188
2143,Ohio,926
2144,Ohio,2058
2145,Ohio,227
2146,Ohio,26393
2147,Ohio,239
2148,Ohio,188
2149,Ohio,709
2150,Ohio,1397
2151,Ohio,160
2152,Ohio,12913
2153,Ohio,676
2154,Ohio,252
2155,Ohio,62
2156,Ohio,307
2157,Ohio,222
2158,Ohio,161
2159,Ohio,378
2160,Ohio,538
2161,Ohio,241
2162,Ohio,333
2163,Ohio,282
2164,Ohio,1596
2165,Ohio,627
2166,Ohio,1883
2167,Ohio,305
2168,Ohio,2293
2169,Ohio,7205
2170,Ohio,792
2171,Ohio,3014
2172,Ohio,3075
2173,Ohio,1442
2174,Ohio,174
2175,Ohio,1085
2176,Ohio,1394
2177,Ohio,110
2178,Ohio,7623
2179,Ohio,47
2180,Ohio,255
2181,Ohio,386
2182,Ohio,27
2183,Ohio,466
2184,Ohio,0
2185,Ohio,106
2186,Ohio,292
2187,Ohio,2641
2188,Ohio,174
2189,Ohio,1110
2190,Ohio,425
2191,Ohio,568
2192,Ohio,815
2193,Ohio,865
2194,Ohio,558
2195,Ohio,482
2196,Ohio,464
2197,Ohio,597
2198,Ohio,2790
2199,Ohio,5202
2200,Ohio,1861
2201,Ohio,920
2202,Ohio,0
2203,Ohio,509
2204,Ohio,114
2205,Ohio,45
2206,Ohio,2978
2207,Ohio,255
2208,Ohio,913
2209,Ohio,205
2210,Ohio,1752
2211,Ohio,205
2212,Oklahoma,599
2213,Oklahoma,62
2214,Oklahoma,289
2215,Oklahoma,50
2216,Oklahoma,349
2217,Oklahoma,117
2218,Oklahoma,890
2219,Oklahoma,727
2220,Oklahoma,2087
2221,Oklahoma,528
2222,Oklahoma,1042
2223,Oklahoma,304
2224,Oklahoma,24
2225,Oklahoma,5782
2226,Oklahoma,71
2227,Oklahoma,1531
2228,Oklahoma,67
2229,Oklahoma,494
2230,Oklahoma,1095
2231,Oklahoma,583
2232,Oklahoma,705
2233,Oklahoma,63
2234,Oklahoma,10
2235,Oklahoma,1552
2236,Oklahoma,349
2237,Oklahoma,972
2238,Oklahoma,41
2239,Oklahoma,106
2240,Oklahoma,43
2241,Oklahoma,27
2242,Oklahoma,270
2243,Oklahoma,289
2244,Oklahoma,729
2245,Oklahoma,42
2246,Oklahoma,153
2247,Oklahoma,544
2248,Oklahoma,330
2249,Oklahoma,71
2250,Oklahoma,133
2251,Oklahoma,1046
2252,Oklahoma,408
2253,Oklahoma,433
2254,Oklahoma,169
2255,Oklahoma,78
2256,Oklahoma,178
2257,Oklahoma,565
2258,Oklahoma,809
2259,Oklahoma,1247
2260,Oklahoma,298
2261,Oklahoma,127
2262,Oklahoma,1731
2263,Oklahoma,142
2264,Oklahoma,135
2265,Oklahoma,133
2266,Oklahoma,17135
2267,Oklahoma,795
2268,Oklahoma,804
2269,Oklahoma,819
2270,Oklahoma,0
2271,Oklahoma,247
2272,Oklahoma,2101
2273,Oklahoma,901
2274,Oklahoma,370
2275,Oklahoma,1256
2276,Oklahoma,149
2277,Oklahoma,42
2278,Oklahoma,1757
2279,Oklahoma,423
2280,Oklahoma,826
2281,Oklahoma,393
2282,Oklahoma,1455
2283,Oklahoma,87
2284,Oklahoma,16363
2285,Oklahoma,54
2286,Oklahoma,1430
2287,Oklahoma,967
2288,Oklahoma,68
2289,Oklahoma,99
2290,Oklahoma,1001
2291,Oregon,91
2292,Oregon,288
2293,Oregon,2314
2294,Oregon,127
2295,Oregon,155
2296,Oregon,147
2297,Oregon,61
2298,Oregon,31
2299,Oregon,789
2300,Oregon,221
2301,Oregon,8
2302,Oregon,8
2303,Oregon,12
2304,Oregon,248
2305,Oregon,1091
2306,Oregon,516
2307,Oregon,194
2308,Oregon,277
2309,Oregon,28
2310,Oregon,1059
2311,Oregon,475
2312,Oregon,480
2313,Oregon,1575
2314,Oregon,4522
2315,Oregon,490
2316,Oregon,6938
2317,Oregon,0
2318,Oregon,511
2319,Oregon,18
2320,Oregon,51
2321,Oregon,2928
2322,Oregon,0
2323,Oregon,435
2324,Oregon,28
2325,Oregon,273
2326,Oregon,4369
2327,Oregon,0
2328,Oregon,745
2329,Pennsylvania,810
2330,Pennsylvania,11867
2331,Pennsylvania,424
2332,Pennsylvania,1845
2333,Pennsylvania,235
2334,Pennsylvania,6939
2335,Pennsylvania,609
2336,Pennsylvania,132
2337,Pennsylvania,8626
2338,Pennsylvania,1024
2339,Pennsylvania,553
2340,Pennsylvania,8
2341,Pennsylvania,455
2342,Pennsylvania,2078
2343,Pennsylvania,6701
2344,Pennsylvania,116
2345,Pennsylvania,313
2346,Pennsylvania,200
2347,Pennsylvania,873
2348,Pennsylvania,298
2349,Pennsylvania,1783
2350,Pennsylvania,3735
2351,Pennsylvania,11233
2352,Pennsylvania,69
2353,Pennsylvania,1504
2354,Pennsylvania,778
2355,Pennsylvania,15
2356,Pennsylvania,1747
2357,Pennsylvania,45
2358,Pennsylvania,181
2359,Pennsylvania,399
2360,Pennsylvania,668
2361,Pennsylvania,109
2362,Pennsylvania,183
2363,Pennsylvania,2417
2364,Pennsylvania,7700
2365,Pennsylvania,505
2366,Pennsylvania,1971
2367,Pennsylvania,5530
2368,Pennsylvania,4050
2369,Pennsylvania,641
2370,Pennsylvania,57
2371,Pennsylvania,705
2372,Pennsylvania,218
2373,Pennsylvania,1780
2374,Pennsylvania,12028
2375,Pennsylvania,164
2376,Pennsylvania,4421
2377,Pennsylvania,919
2378,Pennsylvania,0
2379,Pennsylvania,212
2380,Pennsylvania,36004
2381,Pennsylvania,571
2382,Pennsylvania,26
2383,Pennsylvania,1076
2384,Pennsylvania,283
2385,Pennsylvania,211
2386,Pennsylvania,11
2387,Pennsylvania,293
2388,Pennsylvania,65
2389,Pennsylvania,0
2390,Pennsylvania,453
2391,Pennsylvania,83
2392,Pennsylvania,42
2393,Pennsylvania,1310
2394,Pennsylvania,222
2395,Pennsylvania,2135
2396,Pennsylvania,72
2397,Pennsylvania,4606
2398,Puerto Rico,143
2399,Puerto Rico,314
2400,Puerto Rico,412
2401,Puerto Rico,254
2402,Puerto Rico,147
2403,Puerto Rico,219
2404,Puerto Rico,756
2405,Puerto Rico,160
2406,Puerto Rico,218
2407,Puerto Rico,414
2408,Puerto Rico,3444
2409,Puerto Rico,321
2410,Puerto Rico,1440
2411,Puerto Rico,249
2412,Puerto Rico,635
2413,Puerto Rico,2415
2414,Puerto Rico,407
2415,Puerto Rico,331
2416,Puerto Rico,112
2417,Puerto Rico,220
2418,Puerto Rico,296
2419,Puerto Rico,265
2420,Puerto Rico,236
2421,Puerto Rico,566
2422,Puerto Rico,22
2423,Puerto Rico,723
2424,Puerto Rico,473
2425,Puerto Rico,251
2426,Puerto Rico,97
2427,Puerto Rico,279
2428,Puerto Rico,164
2429,Puerto Rico,1555
2430,Puerto Rico,481
2431,Puerto Rico,268
2432,Puerto Rico,162
2433,Puerto Rico,455
2434,Puerto Rico,252
2435,Puerto Rico,225
2436,Puerto Rico,327
2437,Puerto Rico,343
2438,Puerto Rico,143
2439,Puerto Rico,306
2440,Puerto Rico,103
2441,Puerto Rico,440
2442,Puerto Rico,252
2443,Puerto Rico,230
2444,Puerto Rico,502
2445,Puerto Rico,79
2446,Puerto Rico,107
2447,Puerto Rico,773
2448,Puerto Rico,325
2449,Puerto Rico,498
2450,Puerto Rico,190
2451,Puerto Rico,572
2452,Puerto Rico,317
2453,Puerto Rico,790
2454,Puerto Rico,167
2455,Puerto Rico,114
2456,Puerto Rico,827
2457,Puerto Rico,161
2458,Puerto Rico,166
2459,Puerto Rico,544
2460,Puerto Rico,192
2461,Puerto Rico,395
2462,Puerto Rico,239
2463,Puerto Rico,6758
2464,Puerto Rico,438
2465,Puerto Rico,344
2466,Puerto Rico,165
2467,Puerto Rico,1187
2468,Puerto Rico,1228
2469,Puerto Rico,969
2470,Puerto Rico,525
2471,Puerto Rico,129
2472,Puerto Rico,683
2473,Puerto Rico,895
2474,Puerto Rico,86
2475,Puerto Rico,128
2476,Puerto Rico,267
2477,Puerto Rico,375
2478,Rhode Island,404
2479,Rhode Island,1867
2480,Rhode Island,518
2481,Rhode Island,0
2482,Rhode Island,18437
2483,Rhode Island,2148
2484,Rhode Island,803
2485,South Carolina,548
2486,South Carolina,4025
2487,South Carolina,371
2488,South Carolina,4215
2489,South Carolina,629
2490,South Carolina,674
2491,South Carolina,5508
2492,South Carolina,5390
2493,South Carolina,446
2494,South Carolina,15613
2495,South Carolina,1119
2496,South Carolina,1019
2497,South Carolina,1203
2498,South Carolina,1081
2499,South Carolina,1006
2500,South Carolina,1994
2501,South Carolina,993
2502,South Carolina,4065
2503,South Carolina,797
2504,South Carolina,755
2505,South Carolina,4851
2506,South Carolina,1869
2507,South Carolina,13957
2508,South Carolina,2170
2509,South Carolina,629
2510,South Carolina,10176
2511,South Carolina,782
2512,South Carolina,1892
2513,South Carolina,2086
2514,South Carolina,1626
2515,South Carolina,701
2516,South Carolina,6948
2517,South Carolina,853
2518,South Carolina,899
2519,South Carolina,228
2520,South Carolina,1202
2521,South Carolina,1363
2522,South Carolina,3056
2523,South Carolina,0
2524,South Carolina,2800
2525,South Carolina,14691
2526,South Carolina,684
2527,South Carolina,6565
2528,South Carolina,3150
2529,South Carolina,0
2530,South Carolina,551
2531,South Carolina,1319
2532,South Carolina,5187
2533,South Dakota,45
2534,South Dakota,723
2535,South Dakota,62
2536,South Dakota,79
2537,South Dakota,704
2538,South Dakota,1067
2539,South Dakota,104
2540,South Dakota,123
2541,South Dakota,82
2542,South Dakota,16
2543,South Dakota,156
2544,South Dakota,34
2545,South Dakota,540
2546,South Dakota,757
2547,South Dakota,89
2548,South Dakota,179
2549,South Dakota,230
2550,South Dakota,65
2551,South Dakota,79
2552,South Dakota,125
2553,South Dakota,72
2554,South Dakota,90
2555,South Dakota,88
2556,South Dakota,65
2557,South Dakota,98
2558,South Dakota,110
2559,South Dakota,19
2560,South Dakota,80
2561,South Dakota,32
2562,South Dakota,32
2563,South Dakota,5
2564,South Dakota,349
2565,South Dakota,78
2566,South Dakota,18
2567,South Dakota,29
2568,South Dakota,76
2569,South Dakota,7
2570,South Dakota,47
2571,South Dakota,175
2572,South Dakota,362
2573,South Dakota,1251
2574,South Dakota,120
2575,South Dakota,38
2576,South Dakota,88
2577,South Dakota,29
2578,South Dakota,487
2579,South Dakota,30
2580,South Dakota,19
2581,South Dakota,6383
2582,South Dakota,78
2583,South Dakota,235
2584,South Dakota,0
2585,South Dakota,2091
2586,South Dakota,36
2587,South Dakota,40
2588,South Dakota,167
2589,South Dakota,23
2590,South Dakota,115
2591,South Dakota,34
2592,South Dakota,9
2593,South Dakota,112
2594,South Dakota,114
2595,South Dakota,143
2596,South Dakota,0
2597,South Dakota,367
2598,South Dakota,102
2599,South Dakota,372
2600,South Dakota,60
2601,Tennessee,1153
2602,Tennessee,1317
2603,Tennessee,334
2604,Tennessee,848
2605,Tennessee,2461
2606,Tennessee,2883
2607,Tennessee,424
2608,Tennessee,281
2609,Tennessee,849
2610,Tennessee,1141
2611,Tennessee,805
2612,Tennessee,605
2613,Tennessee,438
2614,Tennessee,215
2615,Tennessee,737
2616,Tennessee,1156
2617,Tennessee,529
2618,Tennessee,1169
2619,Tennessee,26194
2620,Tennessee,550
2621,Tennessee,495
2622,Tennessee,1230
2623,Tennessee,1314
2624,Tennessee,1167
2625,Tennessee,462
2626,Tennessee,945
2627,Tennessee,1586
2628,Tennessee,576
2629,Tennessee,360
2630,Tennessee,1118
2631,Tennessee,263
2632,Tennessee,1873
2633,Tennessee,9263
2634,Tennessee,107
2635,Tennessee,1546
2636,Tennessee,991
2637,Tennessee,780
2638,Tennessee,933
2639,Tennessee,1151
2640,Tennessee,612
2641,Tennessee,553
2642,Tennessee,198
2643,Tennessee,243
2644,Tennessee,314
2645,Tennessee,1085
2646,Tennessee,662
2647,Tennessee,9115
2648,Tennessee,919
2649,Tennessee,949
2650,Tennessee,1003
2651,Tennessee,179
2652,Tennessee,596
2653,Tennessee,1131
2654,Tennessee,1033
2655,Tennessee,2780
2656,Tennessee,516
2657,Tennessee,733
2658,Tennessee,2289
2659,Tennessee,1094
2660,Tennessee,824
2661,Tennessee,221
2662,Tennessee,1010
2663,Tennessee,3015
2664,Tennessee,161
2665,Tennessee,310
2666,Tennessee,1112
2667,Tennessee,2968
2668,Tennessee,708
2669,Tennessee,149
2670,Tennessee,107
2671,Tennessee,380
2672,Tennessee,3170
2673,Tennessee,791
2674,Tennessee,864
2675,Tennessee,2188
2676,Tennessee,9113
2677,Tennessee,208
2678,Tennessee,226
2679,Tennessee,2553
2680,Tennessee,30397
2681,Tennessee,697
2682,Tennessee,182
2683,Tennessee,2093
2684,Tennessee,4750
2685,Tennessee,1766
2686,Tennessee,1651
2687,Tennessee,2904
2688,Tennessee,281
2689,Tennessee,345
2690,Tennessee,159
2691,Tennessee,1019
2692,Tennessee,2232
2693,Tennessee,1489
