,State_x,Confirmed,Deaths
1209,Louisiana,193,182
1210,Louisiana,959,42
1211,Louisiana,2028,60
1212,Louisiana,1042,46
1213,Louisiana,1608,65
1214,Louisiana,1217,22
1215,Louisiana,900,41
1216,Louisiana,343,10
1217,Louisiana,711,25
1218,Louisiana,616,18
1219,Maine,693,10
1220,Maine,43,1
1221,Maine,2290,70
1222,Maine,60,1
1223,Maine,53,1
1224,Maine,207,11
1225,Maine,36,1
1226,Maine,41,1
1227,Maine,0,0
1228,Maine,132,1
1229,Maine,252,6
1230,Maine,9,0
1231,Maine,65,0
1232,Maine,85,8
1233,Maine,0,0
1234,Maine,73,14
1235,Maine,16,0
1236,Maine,1115,15
1237,Maryland,454,22
1238,Maryland,9759,245
1239,Maryland,17579,621
1240,Maryland,15329,483
1241,Maryland,920,28
1242,Maryland,638,5
1243,Maryland,1920,125
1244,Maryland,1025,33
1245,Maryland,2725,99
1246,Maryland,578,10
1247,Maryland,3958,131
1248,Maryland,72,1
1249,Maryland,2945,76
1250,Maryland,4983,123
1251,Maryland,298,24
1252,Maryland,22002,841
1253,Maryland,0,0
1254,Maryland,28784,821
1255,Maryland,645,26
1256,Maryland,251,4
1257,Maryland,1259,57
1258,Maryland,543,6
1259,Maryland,0,10
1260,Maryland,1691,37
1261,Maryland,1919,48
1262,Maryland,1020,26
1263,Massachusetts,1722,174
1264,Massachusetts,706,49
1265,Massachusetts,9858,690
1266,Massachusetts,0,0
1267,Massachusetts,151,1
1268,Massachusetts,19305,1273
1269,Massachusetts,404,67
1270,Massachusetts,8075,773
1271,Massachusetts,1208,142
1272,Massachusetts,26943,2133
1273,Massachusetts,0,0
1274,Massachusetts,10107,1050
1275,Massachusetts,0,0
1276,Massachusetts,9567,764
1277,Massachusetts,23891,1131
1278,Massachusetts,2416,5
1279,Massachusetts,14159,1095
1280,Michigan,41,2
1281,Michigan,19,0
1282,Michigan,743,7
1283,Michigan,151,14
1284,Michigan,68,0
1285,Michigan,69,3
1286,Michigan,20,0
1287,Michigan,283,3
1288,Michigan,985,48
1289,Michigan,80,2
1290,Michigan,1832,74
1291,Michigan,594,5
1292,Michigan,1265,45
1293,Michigan,547,16
1294,Michigan,101,3
1295,Michigan,90,2
1296,Michigan,76,0
1297,Michigan,112,4
1298,Michigan,658,13
1299,Michigan,123,5
1300,Michigan,327,7
1301,Michigan,114,2
1302,Michigan,634,10
1303,Michigan,156,4
1304,Michigan,195,5
1305,Michigan,4393,308
1306,Michigan,91,2
1307,Michigan,156,1
1308,Michigan,467,7
1309,Michigan,262,15
1310,Michigan,334,27
1311,Michigan,388,2
1312,Michigan,219,5
1313,Michigan,3362,47
1314,Michigan,350,7
1315,Michigan,209,12
1316,Michigan,114,1
1317,Michigan,683,13
1318,Michigan,1037,44
1319,Michigan,2707,92
1320,Michigan,82,4
1321,Michigan,9594,174
1322,Michigan,8,0
1323,Michigan,32,0
1324,Michigan,593,36
1325,Michigan,111,1
1326,Michigan,787,17
1327,Michigan,1335,30
1328,Michigan,12,0
1329,Michigan,57,0
1330,Michigan,14229,1015
1331,Michigan,71,2
1332,Michigan,341,12
1333,Michigan,136,0
1334,Michigan,195,3
1335,Michigan,339,1
1336,Michigan,5589,73
1337,Michigan,585,11
1338,Michigan,59,1
1339,Michigan,1486,29
1340,Michigan,304,5
1341,Michigan,14,0
1342,Michigan,1475,70
1343,Michigan,339,1
1344,Michigan,20235,1196
1345,Michigan,514,6
1346,Michigan,65,5
1347,Michigan,42,0
1348,Michigan,93,0
1349,Michigan,30,1
1350,Michigan,172,11
1351,Michigan,3296,66
1352,Michigan,206,3
1353,Michigan,26,1
1354,Michigan,93,4
1355,Michigan,2894,139
1356,Michigan,147,7
1357,Michigan,24,0
1358,Michigan,499,31
1359,Michigan,980,55
1360,Michigan,735,11
1361,Michigan,497,31
1362,Michigan,18,0
1363,Michigan,744,17
1364,Michigan,3419,115
1365,Michigan,34582,2968
1366,Michigan,120,4
1367,Minnesota,74,1
1368,Minnesota,5870,132
1369,Minnesota,257,2
1370,Minnesota,388,5
1371,Minnesota,522,3
1372,Minnesota,73,0
1373,Minnesota,1632,6
1374,Minnesota,182,2
1375,Minnesota,246,1
1376,Minnesota,1375,7
1377,Minnesota,142,3
1378,Minnesota,203,1
1379,Minnesota,466,1
1380,Minnesota,1316,40
1381,Minnesota,26,0
1382,Minnesota,6,0
1383,Minnesota,219,0
1384,Minnesota,464,18
1385,Minnesota,7280,125
1386,Minnesota,214,0
1387,Minnesota,278,2
1388,Minnesota,132,0
1389,Minnesota,111,0
1390,Minnesota,529,3
1391,Minnesota,344,9
1392,Minnesota,59,4
1393,Minnesota,26264,926
1394,Minnesota,117,0
1395,Minnesota,88,1
1396,Minnesota,271,0
1397,Minnesota,299,14
1398,Minnesota,137,1
1399,Minnesota,116,8
1400,Minnesota,955,2
1401,Minnesota,12,0
1402,Minnesota,117,3
1403,Minnesota,47,1
1404,Minnesota,57,0
1405,Minnesota,21,1
1406,Minnesota,446,4
1407,Minnesota,105,0
1408,Minnesota,661,4
1409,Minnesota,46,1
1410,Minnesota,50,1
1411,Minnesota,357,10
1412,Minnesota,470,2
1413,Minnesota,189,2
1414,Minnesota,153,3
1415,Minnesota,216,1
1416,Minnesota,1308,5
1417,Minnesota,156,2
1418,Minnesota,515,16
1419,Minnesota,1943,16
1420,Minnesota,52,0
1421,Minnesota,2346,27
1422,Minnesota,407,4
1423,Minnesota,0,0
1424,Minnesota,115,1
1425,Minnesota,307,0
1426,Minnesota,216,10
1427,Minnesota,294,4
1428,Minnesota,90,0
1429,Minnesota,10635,318
1430,Minnesota,40,1
1431,Minnesota,151,1
1432,Minnesota,136,7
1433,Minnesota,1311,8
1434,Minnesota,162,0
1435,Minnesota,117,0
1436,Minnesota,2487,33
1437,Minnesota,1114,14
1438,Minnesota,189,3
1439,Minnesota,1451,38
1440,Minnesota,3865,24
1441,Minnesota,530,2
1442,Minnesota,94,1
1443,Minnesota,123,1
1444,Minnesota,483,2
1445,Minnesota,29,0
1446,Minnesota,218,52
1447,Minnesota,180,0
1448,Minnesota,67,0
1449,Minnesota,566,8
1450,Minnesota,3652,55
1451,Minnesota,514,4
1452,Minnesota,58,3
1453,Minnesota,855,18
1454,Minnesota,1553,7
1455,Minnesota,169,2
1456,Mississippi,926,37
1457,Mississippi,786,11
1458,Mississippi,321,10
1459,Mississippi,653,25
1460,Mississippi,223,2
1461,Mississippi,1813,66
1462,Mississippi,508,12
1463,Mississippi,314,12
1464,Mississippi,667,24
1465,Mississippi,181,6
1466,Mississippi,459,16
1467,Mississippi,570,45
1468,Mississippi,585,18
1469,Mississippi,1144,28
1470,Mississippi,1166,33
1471,Mississippi,813,22
1472,Mississippi,5477,59
1473,Mississippi,2425,71
1474,Mississippi,192,3
1475,Mississippi,759,13
1476,Mississippi,359,17
1477,Mississippi,1072,36
1478,Mississippi,572,21
1479,Mississippi,3805,73
1480,Mississippi,7032,159
1481,Mississippi,1095,58
1482,Mississippi,375,15
1483,Mississippi,104,3
1484,Mississippi,787,21
1485,Mississippi,3430,69
1486,Mississippi,562,15
1487,Mississippi,244,9
1488,Mississippi,335,11
1489,Mississippi,2452,79
1490,Mississippi,288,15
1491,Mississippi,2137,39
1492,Mississippi,1655,34
1493,Mississippi,2038,125
1494,Mississippi,429,12
1495,Mississippi,946,38
1496,Mississippi,2654,68
1497,Mississippi,1383,81
1498,Mississippi,1075,53
1499,Mississippi,1449,58
1500,Mississippi,3233,86
1501,Mississippi,845,35
1502,Mississippi,1085,16
1503,Mississippi,1207,68
1504,Mississippi,458,20
1505,Mississippi,1556,104
1506,Mississippi,767,23
1507,Mississippi,546,16
1508,Mississippi,1763,50
1509,Mississippi,0,0
1510,Mississippi,1455,27
1511,Mississippi,870,53
1512,Mississippi,416,18
1513,Mississippi,1224,50
1514,Mississippi,1249,16
1515,Mississippi,834,17
1516,Mississippi,373,5
1517,Mississippi,3225,77
1518,Mississippi,1171,26
1519,Mississippi,265,13
1520,Mississippi,1018,44
1521,Mississippi,529,14
1522,Mississippi,365,12
1523,Mississippi,1439,46
1524,Mississippi,764,21
1525,Mississippi,962,37
1526,Mississippi,654,17
1527,Mississippi,667,38
1528,Mississippi,482,13
1529,Mississippi,0,0
1530,Mississippi,988,24
1531,Mississippi,595,25
1532,Mississippi,1384,50
1533,Mississippi,2197,72
1534,Mississippi,888,21
1535,Mississippi,333,13
1536,Mississippi,302,18
1537,Mississippi,735,19
1538,Mississippi,423,14
1539,Mississippi,1046,30
1540,Missouri,326,0
1541,Missouri,238,2
1542,Missouri,50,0
1543,Missouri,413,2
1544,Missouri,460,6
1545,Missouri,178,0
1546,Missouri,101,2
1547,Missouri,275,3
1548,Missouri,322,1
1549,Missouri,4504,8
1550,Missouri,1834,15
1551,Missouri,610,6
1552,Missouri,79,1
1553,Missouri,602,2
1554,Missouri,884,10
1555,Missouri,1588,12
1556,Missouri,137,1
1557,Missouri,87,1
1558,Missouri,1434,23
1559,Missouri,95,0
1560,Missouri,44,0
1561,Missouri,1314,5
1562,Missouri,61,0
1563,Missouri,1760,41
1564,Missouri,210,0
1565,Missouri,1434,11
1566,Missouri,404,2
1567,Missouri,369,4
1568,Missouri,54,0
1569,Missouri,182,1
1570,Missouri,98,1
1571,Missouri,126,2
1572,Missouri,132,1
1573,Missouri,174,3
1574,Missouri,764,7
1575,Missouri,1610,28
1576,Missouri,158,18
1577,Missouri,121,9
1578,Missouri,5701,24
1579,Missouri,181,3
1580,Missouri,103,1
1581,Missouri,178,4
1582,Missouri,88,2
1583,Missouri,75,1
1584,Missouri,167,2
1585,Missouri,556,3
1586,Missouri,57,0
1587,Missouri,7064,92
1588,Missouri,3634,48
1589,Missouri,4021,57
1590,Missouri,1046,4
1591,Missouri,10823,122
1592,Missouri,49,1
1593,Missouri,584,4
1594,Missouri,486,2
1595,Missouri,571,2
1596,Missouri,81,2
1597,Missouri,733,3
1598,Missouri,67,1
1599,Missouri,391,1
1600,Missouri,149,0
1601,Missouri,285,0
1602,Missouri,74,0
1603,Missouri,643,14
1604,Missouri,1052,11
1605,Missouri,28,0
1606,Missouri,463,1
1607,Missouri,291,3
1608,Missouri,289,4
1609,Missouri,86,0
1610,Missouri,82,1
1611,Missouri,315,1
1612,Missouri,511,16
1613,Missouri,1407,14
1614,Missouri,729,9
1615,Missouri,102,0
1616,Missouri,136,2
1617,Missouri,0,0
1618,Missouri,117,0
1619,Missouri,497,9
1620,Missouri,610,4
1621,Missouri,1065,10
1622,Missouri,440,7
1623,Missouri,233,3
1624,Missouri,656,10
1625,Missouri,503,3
1626,Missouri,612,5
1627,Missouri,33,1
1628,Missouri,145,0
1629,Missouri,227,3
1630,Missouri,159,0
1631,Missouri,38,0
1632,Missouri,153,1
1633,Missouri,693,9
1634,Missouri,22,0
1635,Missouri,31,1
1636,Missouri,837,16
1637,Missouri,89,1
1638,Missouri,61,1
1639,Missouri,7399,115
1640,Missouri,57,0
1641,Missouri,1959,9
1642,Missouri,23297,788
1643,Missouri,6934,195
1644,Missouri,187,1
1645,Missouri,478,12
1646,Missouri,418,4
1647,Missouri,185,0
1648,Missouri,1157,31
1649,Missouri,298,2
1650,Missouri,0,0
1651,Missouri,167,1
1652,Missouri,460,0
1653,Missouri,367,10
1654,Missouri,200,0
1655,Missouri,593,3
1656,Missouri,20,0
1657,Missouri,278,0
1658,Montana,78,1
1659,Montana,866,22
1660,Montana,21,0
1661,Montana,17,0
1662,Montana,115,0
1663,Montana,0,0
1664,Montana,624,5
1665,Montana,26,0
1666,Montana,110,2
1667,Montana,5,0
1668,Montana,76,1
1669,Montana,114,0
1670,Montana,5,0
1671,Montana,60,1
1672,Montana,923,16
1673,Montana,1247,4
1674,Montana,16,0
1675,Montana,208,1
1676,Montana,3,0
1677,Montana,22,0
1678,Montana,143,3
1679,Montana,67,0
1680,Montana,6,0
1681,Montana,260,1
1682,Montana,235,3
1683,Montana,16,0
1684,Montana,106,3
1685,Montana,97,1
1686,Montana,19,0
1687,Montana,25,2
1688,Montana,2,0
1689,Montana,584,3
1690,Montana,35,1
1691,Montana,0,0
1692,Montana,92,0
1693,Montana,0,0
1694,Montana,119,0
1695,Montana,23,0
1696,Montana,5,0
1697,Montana,10,0
1698,Montana,1,0
1699,Montana,129,2
1700,Montana,77,2
1701,Montana,213,1
1702,Montana,614,18
1703,Montana,45,1
1704,Montana,13,0
1705,Montana,241,0
1706,Montana,56,2
1707,Montana,40,1
1708,Montana,21,0
1709,Montana,71,6
1710,Montana,3,0
1711,Montana,0,0
1712,Montana,61,0
1713,Montana,11,0
1714,Montana,9,0
1715,Montana,2927,62
1716,Nebraska,520,12
1717,Nebraska,65,1
1718,Nebraska,1,0
1719,Nebraska,2,0
1720,Nebraska,0,0
1721,Nebraska,73,0
1722,Nebraska,70,1
1723,Nebraska,19,0
1724,Nebraska,26,0
1725,Nebraska,1014,4
1726,Nebraska,76,0
1727,Nebraska,111,1
1728,Nebraska,319,2
1729,Nebraska,80,0
1730,Nebraska,23,0
1731,Nebraska,46,4
1732,Nebraska,36,0
1733,Nebraska,71,0
1734,Nebraska,767,5
1735,Nebraska,124,0
1736,Nebraska,83,4
1737,Nebraska,2176,43
1738,Nebraska,119,0
1739,Nebraska,1071,12
1740,Nebraska,4,0
1741,Nebraska,85,2
1742,Nebraska,1123,11
1743,Nebraska,15495,190
1744,Nebraska,11,1
1745,Nebraska,54,1
1746,Nebraska,24,0
1747,Nebraska,7,0
1748,Nebraska,38,1
1749,Nebraska,212,5
1750,Nebraska,9,0
1751,Nebraska,8,0
1752,Nebraska,34,0
1753,Nebraska,1,0
1754,Nebraska,25,0
1755,Nebraska,1979,47
1756,Nebraska,126,12
1757,Nebraska,19,0
1758,Nebraska,0,0
1759,Nebraska,4,0
1760,Nebraska,63,1
1761,Nebraska,7,0
1762,Nebraska,94,5
1763,Nebraska,28,0
1764,Nebraska,42,0
1765,Nebraska,139,0
1766,Nebraska,62,0
1767,Nebraska,4,0
1768,Nebraska,15,0
1769,Nebraska,152,0
1770,Nebraska,5906,24
1771,Nebraska,362,2
1772,Nebraska,6,0
1773,Nebraska,3,0
1774,Nebraska,800,5
1775,Nebraska,6,0
1776,Nebraska,81,1
1777,Nebraska,76,0
1778,Nebraska,39,0
1779,Nebraska,119,0
1780,Nebraska,15,0
1781,Nebraska,144,1
1782,Nebraska,0,0
1783,Nebraska,17,0
1784,Nebraska,34,10
1785,Nebraska,106,0
1786,Nebraska,101,8
1787,Nebraska,1043,3
1788,Nebraska,54,1
1789,Nebraska,30,0
1790,Nebraska,53,1
1791,Nebraska,40,1
1792,Nebraska,709,2
1793,Nebraska,3489,15
1794,Nebraska,436,3
1795,Nebraska,407,8
1796,Nebraska,216,3
1797,Nebraska,48,0
1798,Nebraska,23,1
1799,Nebraska,7,0
1800,Nebraska,39,0
1801,Nebraska,29,0
1802,Nebraska,5,0
1803,Nebraska,247,4
1804,Nebraska,246,0
1805,Nebraska,30,0
1806,Nebraska,253,2
1807,Nebraska,126,0
1808,Nebraska,17,0
1809,Nebraska,1,0
1810,Nebraska,159,2
1811,Nevada,529,8
1812,Nevada,139,3
1813,Nevada,64895,1353
1814,Nevada,296,1
1815,Nevada,925,9
1816,Nevada,0,0
1817,Nevada,10,0
1818,Nevada,121,4
1819,Nevada,70,1
1820,Nevada,7,0
1821,Nevada,420,7
1822,Nevada,13,0
1823,Nevada,498,15
1824,Nevada,0,0
1825,Nevada,21,0
1826,Nevada,9,0
1827,Nevada,0,0
1828,Nevada,8797,154
1829,Nevada,57,1
1830,New Hampshire,146,4
1831,New Hampshire,122,2
1832,New Hampshire,143,3
1833,New Hampshire,22,0
1834,New Hampshire,137,1
1835,New Hampshire,4310,288
1836,New Hampshire,565,23
1837,New Hampshire,0,0
1838,New Hampshire,1992,103
1839,New Hampshire,515,13
1840,New Hampshire,52,1
1841,New Hampshire,3,0
1842,New Jersey,3990,256
1843,New Jersey,22276,2044
1844,New Jersey,7006,494
1845,New Jersey,9765,606
1846,New Jersey,1008,95
1847,New Jersey,3757,157
1848,New Jersey,20898,2127
1849,New Jersey,4389,226
1850,New Jersey,20547,1513
1851,New Jersey,1296,125
1852,New Jersey,8596,635
1853,New Jersey,19210,1425
1854,New Jersey,11605,865
1855,New Jersey,7795,831
1856,New Jersey,12436,1044
1857,New Jersey,0,0
1858,New Jersey,18877,1252
1859,New Jersey,1052,90
1860,New Jersey,5725,572
1861,New Jersey,1461,198
1862,New Jersey,346,0
1863,New Jersey,17517,1356
1864,New Jersey,1436,171
1865,New Mexico,6270,173
1866,New Mexico,9,1
1867,New Mexico,1066,11
1868,New Mexico,413,20
1869,New Mexico,29,1
1870,New Mexico,759,5
1871,New Mexico,1,0
1872,New Mexico,3198,54
1873,New Mexico,735,7
1874,New Mexico,112,2
1875,New Mexico,34,1
1876,New Mexico,2,0
1877,New Mexico,99,2
1878,New Mexico,1349,22
1879,New Mexico,196,3
1880,New Mexico,32,0
1881,New Mexico,411,6
1882,New Mexico,4304,256
1883,New Mexico,7,0
1884,New Mexico,251,13
1885,New Mexico,0,0
1886,New Mexico,74,2
1887,New Mexico,386,13
1888,New Mexico,275,3
1889,New Mexico,3280,197
1890,New Mexico,103,0
1891,New Mexico,1320,41
1892,New Mexico,961,6
1893,New Mexico,44,1
1894,New Mexico,97,6
1895,New Mexico,133,4
1896,New Mexico,66,1
1897,New Mexico,1373,0
1898,New Mexico,31,2
1899,New Mexico,567,4
1900,New York,3043,134
1901,New York,99,1
1902,New York,52710,4943
1903,New York,1480,69
1904,New York,258,6
1905,New York,204,2
1906,New York,551,9
1907,New York,361,3
1908,New York,248,7
1909,New York,156,5
1910,New York,585,37
1911,New York,164,0
1912,New York,132,4
1913,New York,5089,153
1914,New York,11112,689
1915,New York,161,0
1916,New York,65,0
1917,New York,332,24
1918,New York,317,5
1919,New York,321,18
1920,New York,15,0
1921,New York,327,10
1922,New York,164,0
1923,New York,67510,7319
1924,New York,50,0
1925,New York,202,8
1926,New York,489,17
1927,New York,5940,289
1928,New York,230,4
1929,New York,46388,2201
1930,New York,33187,3173
1931,New York,1741,101
1932,New York,2387,123
1933,New York,4270,205
1934,New York,466,35
1935,New York,11851,498
1936,New York,325,54
1937,New York,468,3
1938,New York,333,5
1939,New York,0,0
1940,New York,1587,63
1941,New York,71881,7244
1942,New York,902,42
1943,New York,15799,1085
1944,New York,14954,675
1945,New York,1014,17
1946,New York,1388,48
1947,New York,83,0
1948,New York,40,0
1949,New York,105,3
1950,New York,320,4
1951,New York,366,42
1952,New York,46208,2011
1953,New York,1576,48
1954,New York,225,25
1955,New York,405,0
1956,New York,2244,95
1957,New York,0,16
1958,New York,366,33
1959,New York,289,14
1960,New York,312,5
1961,New York,37903,1454
1962,New York,132,5
1963,New York,62,7
1964,North Carolina,3793,54
1965,North Carolina,495,6
1966,North Carolina,220,0
1967,North Carolina,558,4
1968,North Carolina,252,1
1969,North Carolina,330,0
1970,North Carolina,869,17
1971,North Carolina,555,8
1972,North Carolina,831,14
1973,North Carolina,1555,26
1974,North Carolina,2923,80
1975,North Carolina,2033,36
1976,North Carolina,3836,63
1977,North Carolina,1581,18
1978,North Carolina,111,3
1979,North Carolina,621,5
1980,North Carolina,325,3
1981,North Carolina,3014,52
1982,North Carolina,1618,57
1983,North Carolina,587,10
1984,North Carolina,320,3
1985,North Carolina,113,2
1986,North Carolina,2095,60
1987,North Carolina,1328,54
1988,North Carolina,1307,33
1989,North Carolina,5238,75
1990,North Carolina,177,1
1991,North Carolina,265,3
1992,North Carolina,2651,34
1993,North Carolina,537,6
1994,North Carolina,2152,53
1995,North Carolina,7589,92
1996,North Carolina,1289,44
1997,North Carolina,6886,96
1998,North Carolina,1199,31
1999,North Carolina,4923,77
2000,North Carolina,134,3
2001,North Carolina,128,2
2002,North Carolina,1704,49
2003,North Carolina,507,5
2004,North Carolina,8244,179
2005,North Carolina,980,18
2006,North Carolina,2104,52
2007,North Carolina,587,31
2008,North Carolina,1927,64
2009,North Carolina,718,27
2010,North Carolina,1088,17
2011,North Carolina,124,5
2012,North Carolina,2708,27
2013,North Carolina,538,7
2014,North Carolina,4270,55
2015,North Carolina,148,11
2016,North Carolina,1588,13
2017,North Carolina,946,29
2018,North Carolina,1513,14
2019,North Carolina,585,2
2020,North Carolina,91,1
2021,North Carolina,428,10
2022,North Carolina,886,26
2023,North Carolina,27768,343
2024,North Carolina,104,3
2025,North Carolina,1029,26
2026,North Carolina,1540,27
2027,North Carolina,2233,39
2028,North Carolina,3949,29
2029,North Carolina,412,17
2030,North Carolina,1899,23
2031,North Carolina,2603,55
2032,North Carolina,0,0
2033,North Carolina,235,2
2034,North Carolina,688,30
2035,North Carolina,909,5
2036,North Carolina,179,3
2037,North Carolina,417,6
2038,North Carolina,4640,27
2039,North Carolina,260,8
2040,North Carolina,2696,51
2041,North Carolina,940,15
2042,North Carolina,4273,72
2043,North Carolina,1170,14
2044,North Carolina,3224,88
2045,North Carolina,1135,31
2046,North Carolina,1769,24
2047,North Carolina,984,12
2048,North Carolina,1840,56
2049,North Carolina,414,3
2050,North Carolina,1279,21
2051,North Carolina,139,3
2052,North Carolina,319,7
2053,North Carolina,113,2
2054,North Carolina,0,0
2055,North Carolina,4629,58
2056,North Carolina,1026,44
2057,North Carolina,17070,235
2058,North Carolina,325,7
2059,North Carolina,201,8
2060,North Carolina,613,1
2061,North Carolina,3217,66
2062,North Carolina,1175,33
2063,North Carolina,2128,47
2064,North Carolina,716,7
2065,North Carolina,118,0
2066,North Dakota,19,0
2067,North Dakota,215,0
2068,North Dakota,325,5
2069,North Dakota,15,0
2070,North Dakota,52,1
2071,North Dakota,34,0
2072,North Dakota,31,1
2073,North Dakota,3280,38
2074,North Dakota,4849,77
2075,North Dakota,53,0
2076,North Dakota,52,0
2077,North Dakota,6,0
2078,North Dakota,96,1
2079,North Dakota,68,3
2080,North Dakota,133,1
2081,North Dakota,59,0
2082,North Dakota,41,0
2083,North Dakota,2119,13
2084,North Dakota,15,0
2085,North Dakota,56,1
2086,North Dakota,55,0
2087,North Dakota,43,0
2088,North Dakota,47,0
2089,North Dakota,40,0
2090,North Dakota,58,1
2091,North Dakota,61,3
2092,North Dakota,201,2
2093,North Dakota,257,2
2094,North Dakota,125,0
2095,North Dakota,1155,20
2096,North Dakota,233,2
2097,North Dakota,44,0
2098,North Dakota,20,0
2099,North Dakota,0,0
2100,North Dakota,63,0
2101,North Dakota,31,0
2102,North Dakota,192,2
2103,North Dakota,75,0
2104,North Dakota,46,0
2105,North Dakota,217,1
2106,North Dakota,168,4
2107,North Dakota,58,0
2108,North Dakota,9,0
2109,North Dakota,144,3
2110,North Dakota,7,0
2111,North Dakota,1391,7
2112,North Dakota,28,0
2113,North Dakota,499,3
2114,North Dakota,16,0
2115,North Dakota,107,0
2116,North Dakota,0,0
2117,North Dakota,174,1
2118,North Dakota,961,4
2119,North Dakota,33,0
2120,North Dakota,905,7
2121,Northern Mariana Islands,69,2
2122,Ohio,126,4
2123,Ohio,1393,69
2124,Ohio,231,4
2125,Ohio,653,48
2126,Ohio,636,2
2127,Ohio,576,9
2128,Ohio,714,27
2129,Ohio,283,2
2130,Ohio,5771,106
2131,Ohio,151,7
2132,Ohio,300,3
2133,Ohio,1764,39
2134,Ohio,1665,21
2135,Ohio,284,13
2136,Ohio,1923,80
2137,Ohio,232,11
2138,Ohio,228,6
2139,Ohio,17262,654
2140,Ohio,780,41
2141,Ohio,286,10
2142,Ohio,2188,20
2143,Ohio,926,45
2144,Ohio,2058,52
2145,Ohio,227,6
2146,Ohio,26393,606
2147,Ohio,239,1
2148,Ohio,188,12
2149,Ohio,709,48
2150,Ohio,1397,32
2151,Ohio,160,8
2152,Ohio,12913,312
2153,Ohio,676,10
2154,Ohio,252,13
2155,Ohio,62,2
2156,Ohio,307,13
2157,Ohio,222,3
2158,Ohio,161,9
2159,Ohio,378,7
2160,Ohio,538,7
2161,Ohio,241,4
2162,Ohio,333,4
2163,Ohio,282,15
2164,Ohio,1596,50
2165,Ohio,627,22
2166,Ohio,1883,62
2167,Ohio,305,3
2168,Ohio,2293,86
2169,Ohio,7205,361
2170,Ohio,792,12
2171,Ohio,3014,280
2172,Ohio,3075,47
2173,Ohio,1442,39
2174,Ohio,174,10
2175,Ohio,1085,17
2176,Ohio,1394,51
2177,Ohio,110,18
2178,Ohio,7623,157
2179,Ohio,47,0
2180,Ohio,255,2
2181,Ohio,386,2
2182,Ohio,27,0
2183,Ohio,466,30
2184,Ohio,0,0
2185,Ohio,106,0
2186,Ohio,292,9
2187,Ohio,2641,44
2188,Ohio,174,0
2189,Ohio,1110,66
2190,Ohio,425,15
2191,Ohio,568,23
2192,Ohio,815,19
2193,Ohio,865,23
2194,Ohio,558,20
2195,Ohio,482,6
2196,Ohio,464,14
2197,Ohio,597,10
2198,Ohio,2790,170
2199,Ohio,5202,250
2200,Ohio,1861,131
2201,Ohio,920,20
2202,Ohio,0,0
2203,Ohio,509,2
2204,Ohio,114,3
2205,Ohio,45,3
2206,Ohio,2978,48
2207,Ohio,255,23
2208,Ohio,913,67
2209,Ohio,205,3
2210,Ohio,1752,72
2211,Ohio,205,12
2212,Oklahoma,599,10
2213,Oklahoma,62,0
2214,Oklahoma,289,1
2215,Oklahoma,50,0
2216,Oklahoma,349,1
2217,Oklahoma,117,1
2218,Oklahoma,890,4
2219,Oklahoma,727,20
2220,Oklahoma,2087,17
2221,Oklahoma,528,8
2222,Oklahoma,1042,8
2223,Oklahoma,304,2
2224,Oklahoma,24,0
2225,Oklahoma,5782,68
2226,Oklahoma,71,0
2227,Oklahoma,1531,12
2228,Oklahoma,67,3
2229,Oklahoma,494,1
2230,Oklahoma,1095,33
2231,Oklahoma,583,0
2232,Oklahoma,705,24
2233,Oklahoma,63,1
2234,Oklahoma,10,0
2235,Oklahoma,1552,18
2236,Oklahoma,349,4
2237,Oklahoma,972,11
2238,Oklahoma,41,0
2239,Oklahoma,106,8
2240,Oklahoma,43,0
2241,Oklahoma,27,1
2242,Oklahoma,270,4
2243,Oklahoma,289,4
2244,Oklahoma,729,10
2245,Oklahoma,42,0
2246,Oklahoma,153,4
2247,Oklahoma,544,13
2248,Oklahoma,330,2
2249,Oklahoma,71,2
2250,Oklahoma,133,2
2251,Oklahoma,1046,17
2252,Oklahoma,408,10
2253,Oklahoma,433,1
2254,Oklahoma,169,1
2255,Oklahoma,78,1
2256,Oklahoma,178,1
2257,Oklahoma,565,11
2258,Oklahoma,809,7
2259,Oklahoma,1247,34
2260,Oklahoma,298,5
2261,Oklahoma,127,1
2262,Oklahoma,1731,21
2263,Oklahoma,142,2
2264,Oklahoma,135,3
2265,Oklahoma,133,4
2266,Oklahoma,17135,186
2267,Oklahoma,795,5
2268,Oklahoma,804,13
2269,Oklahoma,819,4
2270,Oklahoma,0,0
2271,Oklahoma,247,3
2272,Oklahoma,2101,6
2273,Oklahoma,901,19
2274,Oklahoma,370,3
2275,Oklahoma,1256,10
2276,Oklahoma,149,1
2277,Oklahoma,42,1
2278,Oklahoma,1757,49
2279,Oklahoma,423,6
2280,Oklahoma,826,11
2281,Oklahoma,393,5
2282,Oklahoma,1455,8
2283,Oklahoma,87,2
2284,Oklahoma,16363,155
2285,Oklahoma,54,0
2286,Oklahoma,1430,26
2287,Oklahoma,967,40
2288,Oklahoma,68,0
2289,Oklahoma,99,0
2290,Oklahoma,1001,1
2291,Oregon,91,2
2292,Oregon,288,6
2293,Oregon,2314,61
2294,Oregon,127,0
2295,Oregon,155,1
2296,Oregon,147,0
2297,Oregon,61,1
2298,Oregon,31,0
2299,Oregon,789,12
2300,Oregon,221,3
2301,Oregon,8,0
2302,Oregon,8,0
2303,Oregon,12,0
2304,Oregon,248,0
