Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Total Cases/1M pop,Deaths /1M pop,Total Tests,Tests /1M pop,Continent,Date
Russia,467673,8984.0,5859 ,134.0,226731.0,235083.0,2300.0,3205.0,40.0,12721549.0,87175.0,Europe,06-07-2020
Spain,288630,240.0,27136 ,1.0,,,617.0,6173.0,580.0,4063843.0,86920.0,Europe,06-07-2020
UK,286194,1326.0,40542 ,77.0,,,604.0,4217.0,597.0,5581073.0,82241.0,Europe,06-07-2020
India,257157,10535.0,7206 ,260.0,123785.0,126166.0,8944.0,186.0,5.0,4666386.0,3384.0,Asia,06-07-2020
Italy,234998,197.0,33899 ,53.0,165837.0,35262.0,287.0,3886.0,561.0,4236535.0,70063.0,Europe,06-07-2020
Peru,191758,,5301 ,,82731.0,103726.0,1062.0,5821.0,161.0,1173003.0,35611.0,South America,06-07-2020
Germany,185759,63.0,8770  ,1.0,169100.0,7889.0,568.0,2218.0,105.0,4348880.0,51917.0,Europe,06-07-2020
Iran,171789,2364.0,8281 ,72.0,134349.0,29159.0,2596.0,2047.0,99.0,1084857.0,12928.0,Asia,06-07-2020
Turkey,170132,914.0,4692 ,23.0,137969.0,27471.0,613.0,2019.0,56.0,2338593.0,27749.0,Asia,06-07-2020
France,153634,,29142 ,,70806.0,53686.0,1059.0,2354.0,447.0,1384633.0,21216.0,Europe,06-07-2020
Chile,127745,,1541 ,,95631.0,30573.0,1524.0,6686.0,81.0,687510.0,35985.0,South America,06-07-2020
Mexico,113619,3593.0,13511 ,341.0,81544.0,18564.0,378.0,882.0,105.0,332326.0,2579.0,North America,06-07-2020
Saudi Arabia,101914,3045.0,712 ,36.0,72817.0,28385.0,1564.0,2931.0,20.0,958237.0,27555.0,Asia,06-07-2020
Pakistan,98943,4960.0,2002 ,67.0,33465.0,63476.0,111.0,449.0,9.0,683608.0,3099.0,Asia,06-07-2020
Canada,95698,641.0,7800 ,27.0,54221.0,33677.0,1738.0,2537.0,207.0,1868277.0,49530.0,North America,06-07-2020
Qatar,68790,1595.0,54 ,3.0,44338.0,24398.0,245.0,24500.0,19.0,255533.0,91008.0,Asia,06-07-2020
Bangladesh,65769,2743.0,888 ,42.0,13903.0,50978.0,1.0,400.0,5.0,397987.0,2418.0,Asia,06-07-2020
Belgium,59226,154.0,9595 ,15.0,16291.0,33340.0,111.0,5112.0,828.0,935670.0,80756.0,Europe,06-07-2020
Belarus,48630,879.0,269 ,6.0,23647.0,24714.0,92.0,5146.0,28.0,622313.0,65857.0,Europe,06-07-2020
Netherlands,47574,239.0,6013 ,2.0,,,97.0,2777.0,351.0,388113.0,22654.0,Europe,06-07-2020
South Africa,45973,,952 ,,24258.0,20763.0,208.0,776.0,16.0,891668.0,15047.0,Africa,06-07-2020
Sweden,44730,81.0,4659 ,3.0,,,198.0,4431.0,462.0,275500.0,27290.0,Europe,06-07-2020
Ecuador,43120,392.0,3621 ,13.0,21020.0,18479.0,222.0,2447.0,205.0,127414.0,7230.0,South America,06-07-2020
UAE,38808,540.0,276 ,1.0,21806.0,16726.0,1.0,3927.0,28.0,2500000.0,252981.0,Asia,06-07-2020
Colombia,38027,,1205 ,,14382.0,22440.0,335.0,748.0,24.0,399505.0,7857.0,South America,06-07-2020
Singapore,37910,383.0,25 ,,24886.0,12999.0,3.0,6483.0,4.0,408495.0,69861.0,Asia,06-07-2020
Portugal,34693,342.0,1479 ,5.0,20995.0,12219.0,58.0,3402.0,145.0,873998.0,85698.0,Europe,06-07-2020
Egypt,32612,,1198 ,,8538.0,22876.0,41.0,319.0,12.0,135000.0,1321.0,Africa,06-07-2020
Kuwait,31848,717.0,264 ,10.0,20205.0,11379.0,196.0,7465.0,62.0,315285.0,73904.0,Asia,06-07-2020
Indonesia,31186,672.0,1851 ,50.0,10498.0,18837.0,,114.0,7.0,405992.0,1485.0,Asia,06-07-2020
Switzerland,30965,9.0,1921 ,,28700.0,344.0,28.0,3580.0,222.0,423468.0,48953.0,Europe,06-07-2020
Ukraine,26999,485.0,788 ,11.0,12054.0,14157.0,304.0,617.0,18.0,424046.0,9693.0,Europe,06-07-2020
Poland,26561,575.0,1157 ,4.0,12855.0,12549.0,160.0,702.0,31.0,1038281.0,27432.0,Europe,06-07-2020
Ireland,25201,18.0,1679 ,1.0,22698.0,824.0,36.0,5108.0,340.0,348416.0,70615.0,Europe,06-07-2020
Argentina,22020,,656 ,8.0,6909.0,14455.0,274.0,488.0,15.0,193923.0,4293.0,South America,06-07-2020
Philippines,21895,555.0,1003 ,9.0,4530.0,16362.0,82.0,200.0,9.0,429332.0,3922.0,Asia,06-07-2020
Romania,20479,189.0,1326 ,4.0,14638.0,4515.0,144.0,1064.0,69.0,503200.0,26147.0,Europe,06-07-2020
Afghanistan,20342,791.0,357 ,30.0,1875.0,18110.0,19.0,523.0,9.0,47327.0,1218.0,Asia,06-07-2020
Dominican Republic,19600,405.0,538 ,2.0,12007.0,7055.0,110.0,1808.0,50.0,94511.0,8718.0,North America,06-07-2020
Israel,17863,111.0,298 ,3.0,15091.0,2474.0,27.0,1942.0,32.0,649463.0,70612.0,Asia,06-07-2020
Japan,17103,,914 ,,15079.0,1110.0,99.0,135.0,7.0,311447.0,2462.0,Asia,06-07-2020
Austria,16902,4.0,672 ,,15793.0,437.0,17.0,1877.0,75.0,489597.0,54381.0,Europe,06-07-2020
Oman,16882,866.0,75 ,3.0,3451.0,13356.0,75.0,3312.0,15.0,108679.0,21323.0,Asia,06-07-2020
Panama,16004,,386 ,,10118.0,5500.0,82.0,3713.0,90.0,72697.0,16867.0,North America,06-07-2020
Bahrain,14763,380.0,25 ,1.0,9468.0,5270.0,13.0,8701.0,15.0,367056.0,216328.0,Asia,06-07-2020
Bolivia,13358,630.0,454 ,27.0,1902.0,11002.0,3.0,1145.0,39.0,28239.0,2421.0,South America,06-07-2020
Armenia,13130,766.0,200 ,10.0,4014.0,8916.0,10.0,4431.0,68.0,69171.0,23346.0,Asia,06-07-2020
Kazakhstan,12694,183.0,53 ,,7376.0,5265.0,62.0,677.0,3.0,965089.0,51441.0,Asia,06-07-2020
Iraq,12366,1268.0,346 ,28.0,5186.0,6834.0,69.0,308.0,9.0,303053.0,7547.0,Asia,06-07-2020
Nigeria,12233,,342 ,,3826.0,8065.0,7.0,59.0,2.0,74999.0,365.0,Africa,06-07-2020
Denmark,11948,24.0,589 ,2.0,10755.0,604.0,15.0,2063.0,102.0,706442.0,121992.0,Europe,06-07-2020
Serbia,11823,82.0,249 ,1.0,11348.0,226.0,15.0,1353.0,28.0,272502.0,31180.0,Europe,06-07-2020
S. Korea,11776,57.0,273 ,,10552.0,951.0,15.0,230.0,5.0,1012769.0,19755.0,Asia,06-07-2020
Algeria,10154,104.0,707 ,9.0,6717.0,2730.0,24.0,232.0,16.0,,,Africa,06-07-2020
Moldova,9700,189.0,341 ,10.0,5638.0,3721.0,335.0,2404.0,85.0,63328.0,15696.0,Europe,06-07-2020
Ghana,9638,176.0,44 ,,3636.0,5958.0,3.0,311.0,1.0,229093.0,7384.0,Africa,06-07-2020
Czechia,9609,42.0,327 ,,6890.0,2392.0,12.0,897.0,31.0,471521.0,44036.0,Europe,06-07-2020
Norway,8547,16.0,238 ,,8138.0,171.0,5.0,1577.0,44.0,257303.0,47487.0,Europe,06-07-2020
Malaysia,8322,19.0,117 ,,6674.0,1531.0,5.0,257.0,4.0,560738.0,17340.0,Asia,06-07-2020
Morocco,8177,26.0,208 ,,7328.0,641.0,15.0,222.0,6.0,296855.0,8049.0,Africa,06-07-2020
Cameroon,7599,,212 ,,4587.0,2800.0,28.0,287.0,8.0,,,Africa,06-07-2020
Azerbaijan,7553,314.0,88 ,4.0,4149.0,3316.0,66.0,745.0,9.0,328385.0,32407.0,Asia,06-07-2020
Australia,7260,5.0,102 ,,6703.0,455.0,3.0,285.0,4.0,1619490.0,63560.0,Australia/Oceania,06-07-2020
Finland,6981,17.0,323 ,1.0,5800.0,858.0,6.0,1260.0,58.0,201000.0,36280.0,Europe,06-07-2020
Guatemala,6792,307.0,230 ,14.0,1133.0,5429.0,5.0,380.0,13.0,31427.0,1757.0,North America,06-07-2020
Honduras,6155,184.0,250 ,2.0,697.0,5208.0,13.0,622.0,25.0,21540.0,2177.0,North America,06-07-2020
Sudan,6081,,359 ,,2014.0,3708.0,,139.0,8.0,401.0,9.0,Africa,06-07-2020
Tajikistan,4529,76.0,48 ,,2673.0,1808.0,,476.0,5.0,,,Asia,06-07-2020
Senegal,4328,79.0,49 ,2.0,2588.0,1691.0,15.0,259.0,3.0,49180.0,2943.0,Africa,06-07-2020
Uzbekistan,4302,208.0,17 ,,3354.0,931.0,13.0,129.0,0.5,748555.0,22388.0,Asia,06-07-2020
Djibouti,4207,38.0,28 ,2.0,1877.0,2302.0,,4262.0,28.0,35165.0,35628.0,Africa,06-07-2020
Guinea,4117,,23 ,,2857.0,1237.0,24.0,314.0,2.0,14407.0,1099.0,Africa,06-07-2020
Luxembourg,4039,4.0,110 ,,3899.0,30.0,1.0,6460.0,176.0,88051.0,140825.0,Europe,06-07-2020
DRC,4016,138.0,85 ,3.0,537.0,3394.0,,45.0,1.0,,,Africa,06-07-2020
Hungary,4008,18.0,546 ,1.0,2279.0,1183.0,21.0,415.0,57.0,210202.0,21756.0,Europe,06-07-2020
Ivory Coast,3557,,36 ,,1750.0,1771.0,,135.0,1.0,30612.0,1163.0,Africa,06-07-2020
Nepal,3448,213.0,13 ,,467.0,2968.0,,118.0,0.4,241254.0,8291.0,Asia,06-07-2020
Thailand,3112,8.0,58 ,,2972.0,82.0,1.0,45.0,0.8,420529.0,6026.0,Asia,06-07-2020
Gabon,3101,,21 ,,833.0,2247.0,13.0,1396.0,9.0,16730.0,7530.0,Africa,06-07-2020
Haiti,3072,,50 ,,24.0,2998.0,,270.0,4.0,6626.0,582.0,North America,06-07-2020
North Macedonia,3025,110.0,153 ,2.0,1646.0,1226.0,34.0,1452.0,73.0,36325.0,17436.0,Europe,06-07-2020
El Salvador,3015,81.0,53 ,,1305.0,1657.0,79.0,465.0,8.0,106548.0,16432.0,North America,06-07-2020
Greece,2997,17.0,180 ,,1374.0,1443.0,9.0,287.0,17.0,193929.0,18600.0,Europe,06-07-2020
Kenya,2767,167.0,84 ,1.0,752.0,1931.0,7.0,52.0,2.0,97340.0,1813.0,Africa,06-07-2020
Bulgaria,2711,,160 ,,1545.0,1006.0,12.0,390.0,23.0,89902.0,12933.0,Europe,06-07-2020
Bosnia and Herzegovina,2606,,159 ,,1968.0,479.0,4.0,794.0,48.0,69654.0,21223.0,Europe,06-07-2020
Venezuela,2316,,22 ,,385.0,1909.0,,81.0,0.8,1023269.0,35979.0,South America,06-07-2020
Somalia,2289,,82 ,,431.0,1776.0,2.0,144.0,5.0,,,Africa,06-07-2020
Croatia,2247,,104 ,,2126.0,17.0,2.0,547.0,25.0,68740.0,16738.0,Europe,06-07-2020
Cuba,2191,18.0,83 ,,1862.0,246.0,3.0,193.0,7.0,118488.0,10461.0,North America,06-07-2020
Mayotte,2079,,25 ,,1523.0,531.0,12.0,7634.0,92.0,8150.0,29928.0,Africa,06-07-2020
Ethiopia,2020,86.0,27 ,7.0,344.0,1649.0,32.0,18.0,0.2,142960.0,1246.0,Africa,06-07-2020
Kyrgyzstan,2007,33.0,22 ,,1425.0,560.0,5.0,308.0,3.0,127051.0,19497.0,Asia,06-07-2020
Estonia,1939,8.0,69 ,,1681.0,189.0,,1462.0,52.0,90000.0,67849.0,Europe,06-07-2020
Maldives,1901,,8 ,,773.0,1120.0,9.0,3521.0,15.0,28940.0,53606.0,Asia,06-07-2020
Sri Lanka,1835,21.0,11 ,,941.0,883.0,1.0,86.0,0.5,75239.0,3515.0,Asia,06-07-2020
Iceland,1807,1.0,10 ,,1794.0,3.0,,5298.0,29.0,62795.0,184097.0,Europe,06-07-2020
Lithuania,1714,9.0,71 ,,1328.0,315.0,17.0,629.0,26.0,333433.0,122388.0,Europe,06-07-2020
CAR,1570,,5 ,,37.0,1528.0,,325.0,1.0,15881.0,3292.0,Africa,06-07-2020
Mali,1533,10.0,90 ,,873.0,570.0,,76.0,4.0,3483.0,172.0,Africa,06-07-2020
Slovakia,1528,,28 ,,1389.0,111.0,,280.0,5.0,189415.0,34695.0,Europe,06-07-2020
New Zealand,1504,,22 ,,1481.0,1.0,,301.0,4.0,294048.0,58785.0,Australia/Oceania,06-07-2020
Slovenia,1485,1.0,109 ,,1359.0,17.0,,714.0,52.0,84537.0,40664.0,Europe,06-07-2020
Guinea-Bissau,1368,,12 ,,153.0,1203.0,,696.0,6.0,1500.0,764.0,Africa,06-07-2020
Lebanon,1331,11.0,30 ,1.0,768.0,533.0,3.0,195.0,4.0,95154.0,13937.0,Asia,06-07-2020
South Sudan,1317,323.0,14 ,4.0,6.0,1297.0,,118.0,1.0,3356.0,300.0,Africa,06-07-2020
Equatorial Guinea,1306,,12 ,,200.0,1094.0,,933.0,9.0,8268.0,5909.0,Africa,06-07-2020
Costa Rica,1263,,10 ,,701.0,552.0,3.0,248.0,2.0,29140.0,5724.0,North America,06-07-2020
Albania,1246,14.0,34 ,,938.0,274.0,5.0,433.0,12.0,16255.0,5648.0,Europe,06-07-2020
Nicaragua,1118,,46 ,,370.0,702.0,,169.0,7.0,,,North America,06-07-2020
Hong Kong,1107,1.0,4 ,,1049.0,54.0,2.0,148.0,0.5,202930.0,27083.0,Asia,06-07-2020
Paraguay,1090,,11 ,,532.0,547.0,2.0,153.0,2.0,36373.0,5104.0,South America,06-07-2020
Zambia,1089,,7 ,,912.0,170.0,1.0,59.0,0.4,28236.0,1539.0,Africa,06-07-2020
Latvia,1088,2.0,25 ,,781.0,282.0,4.0,576.0,13.0,117660.0,62340.0,Europe,06-07-2020
Tunisia,1087,,49 ,,982.0,56.0,1.0,92.0,4.0,55358.0,4687.0,Africa,06-07-2020
Madagascar,1052,26.0,9 ,1.0,233.0,810.0,9.0,38.0,0.3,13608.0,492.0,Africa,06-07-2020
Niger,970,,65 ,,867.0,38.0,,40.0,3.0,6187.0,256.0,Africa,06-07-2020
Sierra Leone,969,23.0,48 ,,608.0,313.0,,122.0,6.0,,,Africa,06-07-2020
Cyprus,964,4.0,18 ,,807.0,139.0,4.0,799.0,15.0,125312.0,103840.0,Asia,06-07-2020
Mauritania,947,,49 ,,104.0,794.0,7.0,204.0,11.0,7654.0,1649.0,Africa,06-07-2020
Burkina Faso,889,1.0,53 ,,765.0,71.0,,43.0,3.0,,,Africa,06-07-2020
Andorra,852,,51 ,,744.0,57.0,7.0,11028.0,660.0,3750.0,48539.0,Europe,06-07-2020
Uruguay,845,,23 ,,726.0,96.0,4.0,243.0,7.0,48029.0,13829.0,South America,06-07-2020
Chad,836,,69  ,,672.0,95.0,,51.0,4.0,,,Africa,06-07-2020
Georgia,809,1.0,13 ,,674.0,122.0,6.0,203.0,3.0,61395.0,15389.0,Asia,06-07-2020
Jordan,808,13.0,9 ,,607.0,192.0,5.0,79.0,0.9,222128.0,21785.0,Asia,06-07-2020
Diamond Princess,712,,13 ,,651.0,48.0,4.0,,,,,,06-07-2020
French Guiana,689,50.0,1 ,,383.0,305.0,2.0,2311.0,3.0,277.0,929.0,South America,06-07-2020
Congo,683,,22 ,,210.0,451.0,,124.0,4.0,,,Africa,06-07-2020
San Marino,680,,42 ,,428.0,210.0,1.0,20044.0,1238.0,4749.0,139981.0,Europe,06-07-2020
Malta,629,2.0,9 ,,596.0,24.0,,1425.0,20.0,75374.0,170735.0,Europe,06-07-2020
Uganda,616,23.0, ,,96.0,520.0,,14.0,,100402.0,2201.0,Africa,06-07-2020
Jamaica,596,1.0,10 ,,404.0,182.0,2.0,201.0,3.0,14223.0,4805.0,North America,06-07-2020
Channel Islands,563,,46 ,,512.0,5.0,,3240.0,265.0,10255.0,59020.0,Europe,06-07-2020
Cabo Verde,554,12.0,5 ,,240.0,309.0,,997.0,9.0,1307.0,2353.0,Africa,06-07-2020
Sao Tome and Principe,513,14.0,12 ,,68.0,433.0,,2344.0,55.0,175.0,800.0,Africa,06-07-2020
Tanzania,509,,21 ,,183.0,305.0,7.0,9.0,0.4,,,Africa,06-07-2020
Togo,487,,13 ,,240.0,234.0,,59.0,2.0,21812.0,2639.0,Africa,06-07-2020
Yemen,482,,111 ,,23.0,348.0,,16.0,4.0,120.0,4.0,Asia,06-07-2020
Réunion,480,,1 ,,411.0,68.0,4.0,536.0,1.0,17200.0,19220.0,Africa,06-07-2020
Palestine,464,,3 ,,403.0,58.0,,91.0,0.6,44876.0,8812.0,Asia,06-07-2020
Taiwan,443,,7 ,,430.0,6.0,,19.0,0.3,73359.0,3080.0,Asia,06-07-2020
Rwanda,431,,2 ,,283.0,146.0,,33.0,0.2,75013.0,5802.0,Africa,06-07-2020
Mozambique,424,15.0,2 ,,127.0,295.0,,14.0,0.06,14010.0,449.0,Africa,06-07-2020
Malawi,409,,4 ,,55.0,350.0,3.0,21.0,0.2,6260.0,328.0,Africa,06-07-2020
Liberia,359,14.0,30 ,,194.0,135.0,,71.0,6.0,,,Africa,06-07-2020
Mauritius,337,,10 ,,324.0,3.0,,265.0,8.0,131516.0,103423.0,Africa,06-07-2020
Isle of Man,336,,24 ,,312.0,0.0,,3953.0,282.0,5123.0,60268.0,Europe,06-07-2020
Eswatini,333,11.0,3 ,,225.0,105.0,5.0,287.0,3.0,6551.0,5651.0,Africa,06-07-2020
Vietnam,329,, ,,307.0,22.0,1.0,3.0,,275000.0,2827.0,Asia,06-07-2020
Montenegro,324,,9 ,,315.0,0.0,,516.0,14.0,13186.0,20995.0,Europe,06-07-2020
Zimbabwe,279,,4 ,,33.0,242.0,,19.0,0.3,52218.0,3517.0,Africa,06-07-2020
Benin,261,,3 ,,151.0,107.0,,22.0,0.2,40900.0,3380.0,Africa,06-07-2020
Libya,256,,5 ,,52.0,199.0,,37.0,0.7,8840.0,1288.0,Africa,06-07-2020
Myanmar,242,2.0,6 ,,156.0,80.0,,4.0,0.1,37319.0,686.0,Asia,06-07-2020
Martinique,202,,14 ,,98.0,90.0,,538.0,37.0,,,North America,06-07-2020
Mongolia,193,, ,,75.0,118.0,14.0,59.0,,16279.0,4971.0,Asia,06-07-2020
Faeroe Islands,187,, ,,187.0,0.0,,3828.0,,10257.0,209965.0,Europe,06-07-2020
Gibraltar,176,1.0, ,,164.0,12.0,,5224.0,,9020.0,267719.0,Europe,06-07-2020
Cayman Islands,164,,1 ,,93.0,70.0,,2497.0,15.0,13947.0,212383.0,North America,06-07-2020
Guadeloupe,164,,14 ,,144.0,6.0,1.0,410.0,35.0,4975.0,12434.0,North America,06-07-2020
Guyana,154,,12 ,,80.0,62.0,3.0,196.0,15.0,1797.0,2285.0,South America,06-07-2020
Bermuda,141,,9 ,,114.0,18.0,2.0,2264.0,144.0,7891.0,126678.0,North America,06-07-2020
Brunei ,141,,2 ,,138.0,1.0,1.0,323.0,5.0,20619.0,47162.0,Asia,06-07-2020
Comoros,141,,2 ,,67.0,72.0,,162.0,2.0,,,Africa,06-07-2020
Syria,125,,6 ,,58.0,61.0,,7.0,0.3,,,Asia,06-07-2020
Cambodia,125,, ,,123.0,2.0,1.0,7.0,,23156.0,1386.0,Asia,06-07-2020
Trinidad and Tobago,117,,8 ,,108.0,1.0,,84.0,6.0,3387.0,2421.0,North America,06-07-2020
Bahamas,103,,11 ,,62.0,30.0,2.0,262.0,28.0,2194.0,5583.0,North America,06-07-2020
Aruba,101,,3 ,,98.0,0.0,,946.0,28.0,2174.0,20368.0,North America,06-07-2020
Suriname,101,1.0,1 ,,9.0,91.0,,172.0,2.0,1165.0,1987.0,South America,06-07-2020
Monaco,99,,4 ,,93.0,2.0,1.0,2524.0,102.0,16200.0,413012.0,Europe,06-07-2020
Barbados,92,,7 ,,81.0,4.0,1.0,320.0,24.0,5870.0,20428.0,North America,06-07-2020
Angola,88,,4 ,,24.0,60.0,1.0,3.0,0.1,10000.0,305.0,Africa,06-07-2020
Burundi,83,,1 ,,45.0,37.0,,7.0,0.08,382.0,32.0,Africa,06-07-2020
Liechtenstein,82,,1 ,,55.0,26.0,,2151.0,26.0,900.0,23609.0,Europe,06-07-2020
Sint Maarten,77,,15 ,,61.0,1.0,1.0,1797.0,350.0,470.0,10970.0,North America,06-07-2020
French Polynesia,60,, ,,60.0,0.0,,214.0,,4262.0,15178.0,Australia/Oceania,06-07-2020
Bhutan,48,, ,,11.0,37.0,,62.0,,19348.0,25094.0,Asia,06-07-2020
Macao,45,, ,,45.0,0.0,,69.0,,,,Asia,06-07-2020
Saint Martin,41,,3 ,,33.0,5.0,1.0,1062.0,78.0,614.0,15899.0,North America,06-07-2020
Botswana,40,,1 ,,23.0,16.0,,17.0,0.4,24006.0,10223.0,Africa,06-07-2020
Eritrea,39,, ,,39.0,0.0,,11.0,,,,Africa,06-07-2020
Namibia,29,, ,,16.0,13.0,,11.0,,4588.0,1808.0,Africa,06-07-2020
St. Vincent Grenadines,26,, ,,15.0,11.0,,234.0,,600.0,5409.0,North America,06-07-2020
Antigua and Barbuda,26,,3 ,,20.0,3.0,1.0,266.0,31.0,246.0,2513.0,North America,06-07-2020
Gambia,26,,1 ,,21.0,4.0,,11.0,0.4,1907.0,791.0,Africa,06-07-2020
Timor-Leste,24,, ,,24.0,0.0,,18.0,,1568.0,1191.0,Asia,06-07-2020
Grenada,23,, ,,22.0,1.0,2.0,204.0,,3516.0,31256.0,North America,06-07-2020
Curaçao,21,,1 ,,15.0,5.0,,128.0,6.0,985.0,6004.0,North America,06-07-2020
New Caledonia,20,, ,,18.0,2.0,,70.0,,7055.0,24727.0,Australia/Oceania,06-07-2020
Belize,19,,2 ,,16.0,1.0,,48.0,5.0,1741.0,4384.0,North America,06-07-2020
Laos,19,, ,,18.0,1.0,,3.0,,8307.0,1143.0,Asia,06-07-2020
Saint Lucia,19,, ,,18.0,1.0,,104.0,,1204.0,6559.0,North America,06-07-2020
Dominica,18,, ,,16.0,2.0,,250.0,,534.0,7419.0,North America,06-07-2020
Fiji,18,, ,,18.0,0.0,,20.0,,2431.0,2713.0,Australia/Oceania,06-07-2020
Saint Kitts and Nevis,15,, ,,15.0,0.0,,282.0,,408.0,7673.0,North America,06-07-2020
Greenland,13,, ,,13.0,0.0,,229.0,,2288.0,40307.0,North America,06-07-2020
Falkland Islands,13,, ,,13.0,0.0,,3744.0,,535.0,154090.0,South America,06-07-2020
Turks and Caicos,12,,1 ,,11.0,0.0,,310.0,26.0,192.0,4964.0,North America,06-07-2020
Vatican City,12,, ,,12.0,0.0,,14981.0,,,,Europe,06-07-2020
Montserrat,11,,1 ,,10.0,0.0,,2204.0,200.0,61.0,12220.0,North America,06-07-2020
Seychelles,11,, ,,11.0,0.0,,112.0,,,,Africa,06-07-2020
MS Zaandam,9,,2 ,,,7.0,,,,,,,06-07-2020
Western Sahara,9,,1 ,,6.0,2.0,,15.0,2.0,,,Africa,06-07-2020
British Virgin Islands,8,,1 ,,7.0,0.0,,265.0,33.0,167.0,5527.0,North America,06-07-2020
Papua New Guinea,8,, ,,8.0,0.0,,0.9,,4646.0,520.0,Australia/Oceania,06-07-2020
Caribbean Netherlands,7,, ,,7.0,0.0,,267.0,,424.0,16179.0,North America,06-07-2020
St. Barth,6,, ,,6.0,0.0,,608.0,,137.0,13873.0,North America,06-07-2020
Lesotho,4,, ,,2.0,2.0,,2.0,,1515.0,708.0,Africa,06-07-2020
World,7146765,64167.0,407412,2329.0,3486481.0,3252872.0,53824.0,917.0,52.3,,,All,06-08-2020
USA,2014106,6657.0,112645 ,176.0,763303.0,1138158.0,16923.0,6087.0,340.0,21383781.0,64627.0,North America,06-08-2020
Brazil,693953,1991.0,37312 ,813.0,302084.0,354557.0,8318.0,3266.0,176.0,999836.0,4706.0,South America,06-08-2020
Russia,476658,8985.0,5971 ,112.0,230688.0,239999.0,2300.0,3266.0,41.0,13016023.0,89193.0,Europe,06-08-2020
Spain,288797,167.0,27136 ,,,,617.0,6177.0,580.0,4465338.0,95508.0,Europe,06-08-2020
UK,287399,1205.0,40597 ,55.0,,,516.0,4235.0,598.0,5731576.0,84457.0,Europe,06-08-2020
India,265819,8333.0,7473 ,266.0,128919.0,129427.0,8944.0,193.0,5.0,4774434.0,3462.0,Asia,06-08-2020
Italy,235278,280.0,33964 ,65.0,166584.0,34730.0,283.0,3891.0,562.0,4236535.0,70063.0,Europe,06-08-2020
Peru,196515,,5465  ,,86219.0,104831.0,1062.0,5966.0,166.0,1191956.0,36185.0,South America,06-08-2020
Germany,186101,232.0,8783 ,7.0,169600.0,7718.0,568.0,2222.0,105.0,4348880.0,51916.0,Europe,06-08-2020
Iran,173832,2043.0,8351 ,70.0,136360.0,29121.0,2619.0,2071.0,100.0,1107254.0,13194.0,Asia,06-08-2020
Turkey,170132,,4692 ,,137969.0,27471.0,613.0,2019.0,56.0,2338593.0,27748.0,Asia,06-08-2020
France,153977,,29155 ,,70842.0,53980.0,1053.0,2359.0,447.0,1384633.0,21216.0,Europe,06-08-2020
Chile,138846,4696.0,2264 ,74.0,95631.0,40951.0,1558.0,7267.0,118.0,728815.0,38147.0,South America,06-08-2020
Mexico,117103,3484.0,13699 ,188.0,84419.0,18985.0,378.0,909.0,106.0,336395.0,2611.0,North America,06-08-2020
Saudi Arabia,105283,3369.0,746 ,34.0,74524.0,30013.0,1632.0,3027.0,21.0,976815.0,28088.0,Asia,06-08-2020
Pakistan,103671,4728.0,2067 ,65.0,34355.0,67249.0,111.0,470.0,9.0,705833.0,3200.0,Asia,06-08-2020
Canada,96140,441.0,7830 ,30.0,54473.0,33837.0,1816.0,2549.0,208.0,1896822.0,50286.0,North America,06-08-2020
Qatar,70158,1368.0,57 ,3.0,45935.0,24166.0,241.0,24987.0,20.0,259646.0,92473.0,Asia,06-08-2020
Bangladesh,68504,2735.0,930 ,42.0,14560.0,53014.0,1.0,416.0,6.0,410841.0,2496.0,Asia,06-08-2020
Belgium,59348,122.0,9606 ,11.0,16315.0,33427.0,116.0,5122.0,829.0,949675.0,81964.0,Europe,06-08-2020
Belarus,49453,823.0,276 ,7.0,23880.0,25297.0,92.0,5233.0,29.0,632993.0,66987.0,Europe,06-08-2020
South Africa,48285,,998  ,,24364.0,22923.0,208.0,815.0,17.0,920064.0,15526.0,Africa,06-08-2020
Netherlands,47739,165.0,6016 ,3.0,,,92.0,2786.0,351.0,414550.0,24197.0,Europe,06-08-2020
Sweden,45133,68.0,4694 ,35.0,,,298.0,4471.0,465.0,275500.0,27290.0,Europe,06-08-2020
Ecuador,43378,258.0,3642 ,21.0,21020.0,18716.0,228.0,2461.0,207.0,127576.0,7238.0,South America,06-08-2020
Colombia,39236,,1259 ,,15322.0,22655.0,335.0,772.0,25.0,410719.0,8077.0,South America,06-08-2020
UAE,38808,,276 ,,21806.0,16726.0,1.0,3927.0,28.0,2500000.0,252973.0,Asia,06-08-2020
Singapore,38296,386.0,25 ,,25368.0,12903.0,4.0,6549.0,4.0,408495.0,69859.0,Asia,06-08-2020
Portugal,34885,192.0,1485 ,6.0,21156.0,12244.0,55.0,3421.0,146.0,873998.0,85699.0,Europe,06-08-2020
Egypt,34079,,1237 ,,8961.0,23881.0,41.0,333.0,12.0,135000.0,1321.0,Africa,06-08-2020
Kuwait,32510,662.0,269 ,5.0,21242.0,10999.0,166.0,7620.0,63.0,318284.0,74604.0,Asia,06-08-2020
Indonesia,32033,847.0,1883 ,32.0,10904.0,19246.0,,117.0,7.0,412980.0,1511.0,Asia,06-08-2020
Switzerland,30972,7.0,1923 ,2.0,28700.0,349.0,29.0,3580.0,222.0,425154.0,49147.0,Europe,06-08-2020
Ukraine,27462,463.0,797 ,9.0,12195.0,14470.0,304.0,628.0,18.0,431085.0,9854.0,Europe,06-08-2020
